# FaultID,X,Y,Top Coal Seam
 1, 403393.19,6439974.43, 5
 1, 403296.47,6440702.37, 5
 2, 400181.62,6441048.59, 3
 2, 399821.86,6442469.07, 3
 3, 402864.25,6444503.25, 2
 3, 402529.07,6445676.34, 2
 4, 402208.02,6450424.78, 7
 4, 402518.26,6451307.55, 7
 5, 402540.64,6446458.62,10
 5, 402409.74,6447121.80,10
 6, 398694.91,6444303.81, 2
 6, 398420.08,6445154.01, 2
 7, 400084.99,6452948.33, 5
 7, 399988.04,6453785.00, 5
 8, 402385.32,6449185.99, 2
 8, 402284.41,6449804.63, 2
 9, 400561.83,6443425.41, 5
 9, 400696.74,6443912.04, 5
10, 400268.82,6457267.34, 7
10, 400496.17,6457931.17, 7
11, 402559.41,6443395.20, 4
11, 402425.28,6444066.19, 4
12, 402403.46,6441430.78, 3
12, 402243.28,6442108.07, 3
13, 399643.69,6444994.66, 9
13, 399996.53,6446111.35, 9
14, 402168.12,6457414.57, 7
14, 402328.25,6457929.34, 7
15, 400322.29,6439308.16, 1
15, 400821.85,6440568.87, 1
16, 402885.86,6456434.84, 2
16, 402860.60,6457013.59, 2
17, 402913.69,6446256.56, 1
17, 403122.44,6446820.38, 1
18, 402344.56,6444601.89, 8
18, 402852.27,6445891.99, 8
19, 399236.98,6441928.32, 9
19, 399098.13,6442971.54, 9
20, 398816.67,6450576.64,10
20, 398810.48,6451358.32,10
21, 402871.79,6455231.73, 2
21, 402936.85,6455779.23, 2
22, 399376.31,6443420.79, 8
22, 399333.13,6444121.16, 8
23, 403843.12,6443490.18, 6
23, 403610.30,6444530.74, 6
24, 399812.22,6450637.01, 8
24, 399367.63,6451819.89, 8
25, 400998.97,6444198.60, 6
25, 400821.13,6444996.90, 6
26, 400882.44,6438762.29, 4
26, 400924.06,6439270.76, 4
27, 402542.21,6447687.92, 9
27, 402626.01,6448947.84, 9
28, 398853.29,6440997.48, 9
28, 398663.18,6442599.99, 9
29, 400621.36,6454016.63, 2
29, 400704.97,6454632.34, 2
30, 402481.25,6453969.75, 9
30, 402340.04,6454896.77, 9
31, 399326.02,6440330.33, 6
31, 399523.67,6441064.81, 6
32, 401457.24,6445937.54, 9
32, 401728.93,6446842.99, 9
33, 398702.98,6443732.23,10
33, 398791.31,6444513.20,10
34, 402364.65,6455543.16, 4
34, 402119.33,6456781.35, 4
35, 403378.82,6456103.06, 1
35, 403501.34,6456655.26, 1
36, 399403.12,6437761.72, 4
36, 399149.43,6438941.11, 4
37, 402670.03,6445392.50, 6
37, 402577.13,6446046.02, 6
38, 399125.42,6438905.57, 6
38, 399193.52,6439489.46, 6
39, 404047.35,6451587.60, 1
39, 404336.70,6452649.34, 1
40, 400030.61,6439843.14, 7
40, 400456.90,6441070.89, 7
