# FaultID,X,Y,Top Coal Seam
 1, 402913.37,6450546.80, 5
 1, 403176.55,6451673.50, 5
 2, 401905.79,6446246.89, 5
 2, 401904.11,6446805.72, 5
 3, 402037.32,6451199.88, 1
 3, 401860.45,6451988.75, 1
 4, 397827.96,6444718.21, 4
 4, 397920.71,6446175.36, 4
 5, 403645.94,6440142.19, 5
 5, 403162.71,6441554.53, 5
 6, 398672.61,6444281.13, 7
 6, 398262.72,6445728.65, 7
 7, 397866.23,6444646.56, 7
 7, 398065.88,6445664.70, 7
 8, 398933.36,6438274.92, 8
 8, 399129.71,6439127.14, 8
 9, 400122.00,6456284.34, 7
 9, 400114.16,6456813.25, 7
10, 398346.84,6443534.67, 1
10, 398815.73,6444700.45, 1
11, 398717.74,6448356.04, 7
11, 398901.26,6449054.56, 7
12, 398466.52,6440390.48, 9
12, 398303.67,6441308.11, 9
13, 397935.39,6442438.72, 2
13, 398297.40,6443851.94, 2
14, 398607.62,6443062.56, 7
14, 398493.51,6443636.51, 7
15, 402072.36,6453408.11, 4
15, 402280.50,6454232.08, 4
16, 398828.08,6449355.28, 8
16, 398617.92,6450331.20, 8
17, 399986.57,6456875.49, 2
17, 399983.27,6457523.64, 2
18, 401884.71,6454433.34, 3
18, 402042.23,6454947.82, 3
19, 402416.48,6456572.62, 9
19, 402528.44,6457076.09, 9
20, 398059.54,6441189.84, 5
20, 398127.89,6441742.26, 5
21, 401607.74,6452153.79, 1
21, 401483.66,6452981.25, 1
22, 401579.36,6453846.96, 6
22, 401434.39,6454640.31, 6
23, 398205.18,6447364.02, 1
23, 397931.65,6448592.27, 1
24, 398372.76,6439548.54, 6
24, 398216.16,6440057.37, 6
25, 398213.75,6443133.03,10
25, 398413.95,6443787.38,10
26, 400759.84,6437511.05, 4
26, 400686.83,6439334.91, 4
27, 399940.24,6443226.83,10
27, 400256.89,6444696.87,10
28, 398539.24,6438951.03, 3
28, 398292.08,6439675.88, 3
29, 401212.93,6452563.17, 1
29, 401128.69,6453463.32, 1
30, 399769.12,6451813.95,10
30, 399716.06,6452366.01,10
31, 404376.26,6449757.05, 1
31, 404547.41,6450659.63, 1
32, 398172.02,6447720.54, 4
32, 398311.50,6448415.62, 4
33, 401776.48,6449501.63, 6
33, 401523.50,6450215.15, 6
34, 400963.57,6444761.47, 5
34, 401400.05,6445997.77, 5
35, 404143.21,6447078.90, 1
35, 404348.41,6448215.93, 1
36, 401014.55,6451779.40, 4
36, 401064.77,6453222.56, 4
37, 401461.04,6438171.20, 8
37, 401925.29,6439348.92, 8
38, 403210.88,6437536.03, 9
38, 403288.52,6438304.18, 9
39, 403360.34,6454281.34, 2
39, 403410.78,6454916.51, 2
40, 400273.90,6450712.72, 1
40, 400511.33,6451574.70, 1
