# FaultID,X,Y,Top Coal Seam
 1, 400161.57,6441567.42,10
 1, 400322.62,6442519.39,10
 2, 399732.50,6447138.17, 4
 2, 399502.44,6448259.21, 4
 3, 399751.46,6451406.54, 7
 3, 399610.43,6451972.56, 7
 4, 400478.50,6455949.01,10
 4, 400610.89,6456929.46,10
 5, 399380.42,6452372.46,10
 5, 399319.32,6453437.14,10
 6, 401978.29,6438726.54, 9
 6, 401748.38,6439340.94, 9
 7, 400418.03,6447773.84, 2
 7, 400088.31,6449318.70, 2
 8, 403461.08,6455357.83, 5
 8, 403458.31,6455984.93, 5
 9, 400887.15,6453213.70,10
 9, 400493.80,6454227.07,10
10, 402668.12,6444834.07, 4
10, 402589.66,6445723.59, 4
11, 399747.56,6456346.11, 8
11, 400283.16,6457715.03, 8
12, 400233.77,6450339.82, 8
12, 400269.42,6451237.85, 8
13, 400530.72,6443782.07, 3
13, 400488.94,6444913.22, 3
14, 400312.03,6449046.87, 1
14, 400418.77,6449764.59, 1
15, 399970.23,6438343.69, 3
15, 400286.73,6439387.72, 3
16, 399486.38,6446301.19, 4
16, 399490.08,6446815.48, 4
17, 400610.99,6450312.65, 4
17, 400470.58,6451140.06, 4
18, 400409.57,6455230.17, 4
18, 400442.58,6456110.90, 4
19, 399185.00,6449663.01, 5
19, 399378.75,6450231.53, 5
20, 401197.72,6444203.66, 2
20, 401027.67,6444769.07, 2
21, 402463.68,6448189.89,10
21, 402511.81,6448756.71,10
22, 400187.73,6439193.01, 1
22, 400325.25,6439946.30, 1
23, 400945.10,6443277.39, 7
23, 400693.90,6444175.79, 7
24, 401872.92,6453652.63, 7
24, 401810.03,6454232.78, 7
25, 400323.04,6440444.65, 1
25, 400030.72,6441631.55, 1
26, 402062.83,6456818.12, 3
26, 401943.62,6457504.11, 3
27, 397600.12,6448011.31, 2
27, 397731.21,6448523.99, 2
28, 401073.29,6447419.09, 8
28, 400923.38,6447964.80, 8
29, 399549.24,6448465.39, 4
29, 399371.73,6449024.02, 4
30, 401935.68,6454802.29, 3
30, 401918.55,6455680.58, 3
31, 399245.62,6437462.39, 7
31, 399195.62,6438294.37, 7
32, 401221.49,6456988.87, 2
32, 400911.00,6457746.26, 2
33, 399329.51,6450087.03,10
33, 398963.17,6451016.13,10
34, 401019.85,6445272.10, 4
34, 400877.20,6446050.94, 4
35, 402121.39,6450212.07, 7
35, 401927.86,6451465.15, 7
36, 398164.14,6443777.12, 3
36, 397999.54,6444543.89, 3
37, 401834.74,6440345.03, 4
37, 402345.06,6442052.22, 4
38, 399055.81,6448715.49, 6
38, 399080.15,6449291.74, 6
39, 399991.97,6437873.93, 2
39, 400139.62,6438692.89, 2
40, 399133.98,6443860.17, 1
40, 398944.81,6445057.81, 1
