# FaultID,X,Y,Top Coal Seam
 1, 399731.24,6455131.51, 7
 1, 399766.82,6456558.40, 7
 2, 401256.36,6447631.51, 3
 2, 401144.97,6448833.54, 3
 3, 400297.36,6443376.40, 8
 3, 400008.96,6444232.54, 8
 4, 404569.34,6449914.32, 4
 4, 404565.39,6450516.42, 4
 5, 401458.36,6449892.61, 4
 5, 401747.06,6451251.11, 4
 6, 400210.83,6439167.03, 9
 6, 400342.49,6439727.38, 9
 7, 401961.54,6450156.21, 5
 7, 402071.48,6451187.55, 5
 8, 402598.81,6448042.00, 5
 8, 402173.90,6449356.35, 5
 9, 401970.34,6447870.57, 6
 9, 401997.71,6448598.06, 6
10, 398725.53,6439135.43, 6
10, 398381.97,6440122.49, 6
11, 400290.52,6444798.81, 8
11, 400426.51,6445815.44, 8
12, 403408.95,6438116.76, 3
12, 403287.38,6438796.41, 3
13, 398826.65,6445675.34, 5
13, 398704.14,6446477.38, 5
14, 403390.93,6448723.86, 4
14, 403357.89,6449430.06, 4
15, 398493.53,6447743.00, 6
15, 398829.11,6448910.40, 6
16, 401873.22,6437672.01, 9
16, 401933.27,6438889.82, 9
17, 402242.56,6446207.91, 9
17, 402254.02,6446774.10, 9
18, 398670.05,6439225.80, 8
18, 398770.08,6440019.21, 8
19, 402219.18,6451051.55, 9
19, 402264.86,6451572.32, 9
20, 400320.32,6449447.19, 8
20, 399947.52,6450438.78, 8
21, 398078.58,6447948.47, 7
21, 398100.68,6448738.59, 7
22, 400017.71,6443320.52, 1
22, 400079.19,6443898.26, 1
23, 403213.75,6449804.19, 6
23, 403385.73,6450524.50, 6
24, 402770.63,6456198.21, 4
24, 402563.39,6456890.28, 4
25, 400475.09,6448404.40, 9
25, 400986.43,6450146.23, 9
26, 400040.13,6448583.91,10
26, 400134.62,6449792.64,10
27, 400218.93,6452027.23, 6
27, 400761.69,6453465.27, 6
28, 399407.17,6448186.28, 7
28, 399078.23,6449134.58, 7
29, 399131.09,6452785.71, 3
29, 399057.91,6453375.01, 3
30, 402574.99,6457130.88, 8
30, 402396.92,6457621.15, 8
31, 403410.88,6455195.57, 6
31, 403210.04,6455685.71, 6
32, 403033.55,6440637.44, 2
32, 403206.77,6441400.62, 2
33, 402525.73,6444869.73, 8
33, 402332.38,6445362.32, 8
34, 400277.10,6446158.35, 5
34, 400087.05,6446626.74, 5
35, 404366.78,6449526.58, 6
35, 404414.86,6450455.79, 6
36, 401978.72,6445768.95, 5
36, 402232.31,6446724.25, 5
37, 402064.41,6451981.09, 6
37, 402174.80,6452680.85, 6
38, 401620.18,6438061.72, 1
38, 401769.84,6438766.78, 1
39, 397743.19,6446294.41, 7
39, 397659.51,6447142.07, 7
40, 401403.12,6452506.33, 4
40, 401577.17,6453018.16, 4
