# FaultID,X,Y,Top Coal Seam
 1, 401172.41,6444960.27, 2
 1, 401266.84,6445523.71, 2
 2, 400378.08,6454515.35,10
 2, 400499.65,6455045.08,10
 3, 402000.71,6457163.21, 7
 3, 401762.51,6457751.55, 7
 4, 401639.23,6439413.75, 3
 4, 401866.81,6440036.02, 3
 5, 401839.23,6453642.14,10
 5, 401763.50,6454340.17,10
 6, 402102.85,6456786.39, 5
 6, 402269.87,6457304.41, 5
 7, 399478.30,6452803.93, 3
 7, 399696.17,6453669.20, 3
 8, 404169.78,6446444.03, 6
 8, 403977.66,6447030.13, 6
 9, 400469.33,6437831.01, 1
 9, 400794.82,6438715.38, 1
10, 400838.81,6447511.69, 4
10, 401085.25,6448621.15, 4
11, 400754.65,6439257.84, 9
11, 400830.59,6440025.68, 9
12, 401885.30,6442622.42, 6
12, 401984.67,6443325.83, 6
13, 400420.82,6455409.48, 6
13, 400299.90,6456358.60, 6
14, 400452.50,6445676.54, 7
14, 400520.32,6446251.46, 7
15, 403032.83,6446574.20, 7
15, 403045.24,6447373.64, 7
16, 400723.16,6449768.06, 8
16, 400406.20,6450721.19, 8
17, 403267.00,6451686.77, 8
17, 403438.26,6452737.14, 8
18, 399580.85,6453149.58, 5
18, 399788.08,6454248.54, 5
19, 402850.77,6451174.40, 8
19, 402369.77,6452622.46, 8
20, 402984.07,6439791.96, 1
20, 403471.23,6441024.65, 1
21, 400809.78,6442303.17, 1
21, 400667.45,6442892.71, 1
22, 403059.81,6437908.70, 9
22, 402775.83,6438597.65, 9
23, 399664.55,6450452.54,10
23, 399372.96,6451562.84,10
24, 401411.38,6449209.68, 8
24, 401311.96,6450650.53, 8
25, 400816.15,6443863.07, 7
25, 400793.75,6445006.43, 7
26, 401803.01,6440225.69, 2
26, 401860.26,6441597.67, 2
27, 397949.61,6448922.60, 6
27, 397816.14,6450024.83, 6
28, 399087.52,6446676.58, 5
28, 398910.90,6447504.04, 5
29, 399135.19,6445443.84, 8
29, 399328.57,6446107.93, 8
30, 401688.97,6440476.42, 5
30, 401961.24,6441253.88, 5
31, 402752.28,6451193.83, 3
31, 403017.27,6452061.08, 3
32, 404033.27,6443628.50, 7
32, 404145.32,6444243.28, 7
33, 403362.41,6438864.57, 3
33, 403565.85,6439856.51, 3
34, 401340.31,6447671.74, 3
34, 401488.13,6448206.79, 3
35, 402761.42,6445979.85, 8
35, 402938.11,6446746.25, 8
36, 404400.95,6444631.88, 2
36, 404156.57,6445346.28, 2
37, 400898.14,6448681.31, 1
37, 400855.84,6449328.57, 1
38, 401777.74,6451895.31,10
38, 401957.18,6452423.82,10
39, 402634.78,6449257.22, 1
39, 402599.34,6449847.31, 1
40, 398874.04,6442234.40, 4
40, 398545.79,6443373.83, 4
