# FaultID,X,Y,Top Coal Seam
 1, 400400.23,6449089.77, 2
 1, 400272.68,6450033.57, 2
 2, 402903.47,6449345.35, 6
 2, 402972.46,6450231.37, 6
 3, 399730.65,6439566.56, 7
 3, 399983.67,6440833.74, 7
 4, 402419.31,6441907.12, 7
 4, 402696.82,6443219.05, 7
 5, 400055.79,6439968.42, 7
 5, 399934.99,6441030.33, 7
 6, 403053.44,6439521.63,10
 6, 403095.53,6440341.62,10
 7, 398671.75,6439139.63, 9
 7, 398471.93,6439738.83, 9
 8, 399366.94,6447718.87, 7
 8, 399558.55,6448488.11, 7
 9, 399187.45,6445333.58, 3
 9, 399263.43,6445840.95, 3
10, 402034.26,6445694.70, 6
10, 402325.04,6446974.54, 6
11, 398531.66,6444560.84,10
11, 398230.52,6445656.78,10
12, 401439.51,6456826.54, 8
12, 401262.02,6457428.16, 8
13, 398329.04,6444921.04, 9
13, 398143.28,6445764.54, 9
14, 404286.47,6444768.52, 6
14, 404316.87,6445437.16, 6
15, 397598.46,6450093.88, 7
15, 397586.82,6450741.75, 7
16, 400128.78,6440909.97,10
16, 399997.78,6441453.70,10
17, 399212.01,6450172.05, 6
17, 399209.90,6450832.66, 6
18, 398963.79,6441815.13, 7
18, 398780.29,6442312.07, 7
19, 400446.80,6443157.92, 3
19, 400416.07,6443778.71, 3
20, 399707.40,6440463.35, 4
20, 399713.23,6441048.68, 4
21, 400766.21,6437572.02, 5
21, 400718.01,6438482.72, 5
22, 398568.40,6439417.16, 5
22, 398909.85,6440400.60, 5
23, 399154.42,6442644.65, 4
23, 399171.42,6443540.51, 4
24, 398584.43,6444044.92, 8
24, 398469.21,6445009.93, 8
25, 399071.28,6446983.42, 1
25, 399015.67,6447921.86, 1
26, 401185.29,6456130.96, 9
26, 401248.92,6457217.17, 9
27, 399241.55,6438828.36, 3
27, 399321.58,6439796.29, 3
28, 400321.37,6446346.90, 1
28, 400199.56,6446975.15, 1
29, 399925.33,6440847.98, 8
29, 399515.36,6441985.35, 8
30, 400887.97,6452015.69, 9
30, 400571.66,6453131.72, 9
31, 403201.93,6437822.25,10
31, 403165.15,6438551.95,10
32, 402994.58,6454287.87, 1
32, 402938.65,6455126.94, 1
33, 399685.38,6442046.47, 8
33, 399880.95,6443532.41, 8
34, 403149.90,6441901.45, 7
34, 403442.12,6442818.03, 7
35, 402553.69,6444485.50, 2
35, 402579.75,6445518.09, 2
36, 401451.86,6455120.65,10
36, 401361.82,6455670.39,10
37, 399095.65,6437876.95, 7
37, 399344.65,6438741.41, 7
38, 401783.31,6453493.42, 1
38, 401431.04,6454424.65, 1
39, 401993.94,6444595.98, 9
39, 402405.07,6445865.69, 9
40, 402213.67,6440913.42, 1
40, 402301.48,6441546.32, 1
