# FaultID,X,Y,Top Coal Seam
 1, 399792.56,6453433.24,10
 1, 399879.46,6455253.97,10
 2, 399810.81,6447097.26, 9
 2, 399700.37,6447644.26, 9
 3, 397868.02,6447484.84, 4
 3, 398053.62,6447993.84, 4
 4, 400512.22,6443546.25, 1
 4, 400429.40,6444541.99, 1
 5, 404595.03,6449943.34, 2
 5, 404065.61,6451319.35, 2
 6, 400840.93,6453050.07, 5
 6, 400895.93,6453997.60, 5
 7, 400855.89,6438184.57, 7
 7, 400733.17,6438963.27, 7
 8, 402717.99,6446026.88, 3
 8, 402877.36,6446505.47, 3
 9, 403767.19,6438764.54, 2
 9, 403574.68,6439332.09, 2
10, 403436.60,6457091.89, 7
10, 403255.74,6457964.09, 7
11, 400725.42,6449733.05, 8
11, 400227.51,6451000.18, 8
12, 399665.34,6447434.93, 9
12, 399911.92,6448204.80, 9
13, 399451.04,6443914.31, 4
13, 399264.80,6444566.27, 4
14, 403996.61,6444792.91, 6
14, 404276.06,6445483.81, 6
15, 401739.21,6454330.48, 5
15, 401557.57,6454922.51, 5
16, 398320.26,6450495.22, 1
16, 398287.86,6451185.46, 1
17, 399046.58,6440694.98, 2
17, 399227.95,6441379.38, 2
18, 402691.05,6445703.24, 8
18, 402469.86,6446344.86, 8
19, 404331.81,6452051.59, 9
19, 404083.57,6452826.16, 9
20, 398673.43,6446442.72, 8
20, 398424.47,6447206.58, 8
21, 400166.66,6440784.54, 7
21, 399713.09,6442053.59, 7
22, 404080.09,6449671.87, 9
22, 404447.82,6450806.05, 9
23, 401132.44,6449903.64, 8
23, 400843.65,6450689.59, 8
24, 402587.30,6442535.11, 1
24, 402547.45,6443143.64, 1
25, 398676.48,6446645.25, 9
25, 398832.32,6447350.64, 9
26, 398045.28,6449686.32, 2
26, 398149.25,6450366.10, 2
27, 400722.82,6457235.43, 5
27, 400667.84,6457916.68, 5
28, 400731.79,6454523.96, 9
28, 400530.67,6455350.75, 9
29, 398982.70,6442477.07, 5
29, 398807.11,6443124.40, 5
30, 399917.95,6446342.90,10
30, 399965.88,6448140.24,10
31, 402082.59,6456656.39, 9
31, 401645.54,6457860.78, 9
32, 401056.08,6441652.28, 4
32, 401176.55,6442168.79, 4
33, 398021.49,6447577.24, 1
33, 398121.88,6448518.88, 1
34, 403090.94,6447619.25, 9
34, 402907.64,6448566.13, 9
35, 397853.63,6446739.12, 8
35, 397780.39,6447522.11, 8
36, 401055.36,6447354.94,10
36, 400842.62,6448281.00,10
37, 401365.63,6444494.43, 2
37, 401443.25,6445060.64, 2
38, 403188.32,6446465.66, 9
38, 402944.17,6447611.55, 9
39, 404432.68,6450001.52, 6
39, 404457.29,6450861.35, 6
40, 402847.21,6446180.38, 5
40, 402837.93,6446830.74, 5
