# FaultID,X,Y,Top Coal Seam
 1, 402340.46,6456084.70, 2
 1, 402540.73,6456603.88, 2
 2, 402411.40,6444655.83, 6
 2, 402185.38,6445239.31, 6
 3, 397911.70,6446685.30, 3
 3, 397937.01,6448026.22, 3
 4, 399813.23,6442548.36, 1
 4, 400052.66,6443382.30, 1
 5, 400618.48,6456209.73, 5
 5, 400563.31,6457130.59, 5
 6, 398608.51,6450547.87, 8
 6, 398994.24,6451639.90, 8
 7, 401818.93,6439196.23,10
 7, 401972.52,6440546.66,10
 8, 402204.42,6453231.72, 1
 8, 402256.17,6453908.23, 1
 9, 401130.67,6443773.96, 2
 9, 401456.94,6445034.40, 2
10, 400291.98,6450466.71, 5
10, 400210.44,6451072.91, 5
11, 404269.62,6447896.63, 3
11, 404265.90,6448660.01, 3
12, 400603.61,6440887.28, 2
12, 400133.36,6442243.92, 2
13, 401268.92,6450750.16, 8
13, 401001.18,6451507.79, 8
14, 401056.02,6446971.14, 6
14, 401247.95,6447879.94, 6
15, 402561.11,6442489.57, 2
15, 402726.81,6443547.89, 2
16, 403094.95,6438660.93, 9
16, 403430.55,6439892.06, 9
17, 398114.25,6442954.02, 7
17, 397979.19,6443543.76, 7
18, 402655.89,6456858.76, 4
18, 402502.24,6457373.99, 4
19, 400647.33,6447345.33, 8
19, 400597.64,6448067.94, 8
20, 400372.74,6446718.18, 6
20, 400490.96,6447257.33, 6
21, 398484.26,6445484.33, 4
21, 398243.66,6446210.87, 4
22, 397902.53,6449699.32, 6
22, 397619.68,6450535.47, 6
23, 400782.55,6444602.73, 7
23, 400662.61,6445243.21, 7
24, 400380.41,6445606.02, 8
24, 400176.60,6446259.40, 8
25, 403494.69,6438998.74, 3
25, 403545.73,6440175.65, 3
26, 397775.45,6445213.28, 5
26, 397594.87,6445821.73, 5
27, 400854.81,6454400.25, 2
27, 400885.93,6455376.55, 2
28, 404315.84,6446639.29, 3
28, 404102.37,6447411.24, 3
29, 401733.85,6453335.83, 5
29, 401916.93,6453948.79, 5
30, 400247.06,6445000.98,10
30, 400415.08,6445653.09,10
31, 398107.94,6440688.77, 6
31, 398216.67,6441938.62, 6
32, 401942.38,6439704.84, 2
32, 402071.54,6440276.15, 2
33, 398318.05,6440685.48, 8
33, 398341.59,6441249.56, 8
34, 402569.33,6442028.86, 1
34, 402641.97,6442755.34, 1
35, 401616.72,6446274.93,10
35, 401391.39,6446889.11,10
36, 399373.44,6446758.36, 1
36, 399588.42,6447392.12, 1
37, 403548.09,6441951.41, 1
37, 403733.71,6443053.07, 1
38, 399476.68,6443640.56, 5
38, 399418.62,6444252.82, 5
39, 401210.03,6449631.33, 8
39, 401378.72,6450148.27, 8
40, 397439.86,6446797.05, 6
40, 397430.97,6447320.83, 6
