# FaultID,X,Y,Top Coal Seam
 1, 400071.14,6454542.12, 7
 1, 400403.63,6455470.84, 7
 2, 398630.31,6448362.00, 5
 2, 398626.01,6449188.34, 5
 3, 401488.97,6451956.81, 7
 3, 401228.62,6452740.68, 7
 4, 401075.94,6453252.37, 4
 4, 401036.75,6454309.03, 4
 5, 398913.44,6442675.48, 3
 5, 398568.85,6443541.79, 3
 6, 399900.69,6437438.53, 9
 6, 400034.91,6438215.14, 9
 7, 399471.41,6442677.77, 1
 7, 399374.04,6443273.94, 1
 8, 402099.65,6449799.41,10
 8, 401990.71,6450416.87,10
 9, 402344.83,6457195.87, 9
 9, 402247.76,6457984.40, 9
10, 402241.03,6452318.72, 5
10, 402055.48,6453191.46, 5
11, 400631.39,6453283.54,10
11, 400663.45,6453929.10,10
12, 401267.63,6450187.53,10
12, 401529.89,6451254.77,10
13, 400674.49,6455251.76, 3
13, 401003.49,6456230.15, 3
14, 398890.88,6446517.33, 9
14, 398604.05,6447618.19, 9
15, 399882.34,6439485.70, 9
15, 399484.45,6440731.07, 9
16, 398589.79,6437903.83, 1
16, 398272.07,6439109.56, 1
17, 399511.55,6437891.61, 8
17, 399554.09,6438413.80, 8
18, 400831.68,6452585.97, 2
18, 401255.71,6453752.39, 2
19, 399117.07,6448913.62,10
19, 399313.27,6450563.25,10
20, 399649.94,6450403.95, 9
20, 399582.65,6450977.17, 9
21, 400324.45,6441147.61, 7
21, 400207.69,6441711.73, 7
22, 403205.80,6440150.32, 9
22, 403400.33,6440746.72, 9
23, 399286.17,6448259.56, 4
23, 399466.42,6449365.00, 4
24, 398299.33,6442554.05, 6
24, 397898.32,6443672.51, 6
25, 400509.40,6442402.26, 5
25, 400585.14,6443089.89, 5
26, 400421.06,6444694.08, 3
26, 400585.84,6445224.81, 3
27, 400836.70,6447193.72, 8
27, 400859.49,6448076.23, 8
28, 403205.86,6452605.48, 3
28, 403410.05,6453541.31, 3
29, 404160.36,6451105.46, 4
29, 404371.78,6451707.93, 4
30, 404140.45,6455120.71, 2
30, 404289.16,6455930.57, 2
31, 397599.22,6447772.61, 4
31, 397493.75,6449102.32, 4
32, 397791.21,6448860.87, 2
32, 397608.16,6449436.03, 2
33, 398822.61,6450115.79, 4
33, 398570.25,6450866.84, 4
34, 398366.69,6445092.90, 5
34, 398630.63,6445951.73, 5
35, 401301.75,6444343.89,10
35, 401162.42,6444961.72,10
36, 400910.90,6446814.45, 7
36, 400856.90,6447868.57, 7
37, 402301.99,6446555.65, 7
37, 402023.23,6447305.85, 7
38, 398328.43,6439041.55, 1
38, 398329.97,6439565.85, 1
39, 401728.80,6456334.71, 8
39, 401954.91,6457336.99, 8
40, 402268.05,6453690.29, 8
40, 401988.34,6454689.35, 8
