# FaultID,X,Y,Top Coal Seam
 1, 398562.49,6445162.97, 3
 1, 398664.86,6445773.02, 3
 2, 399292.47,6440232.01, 5
 2, 399400.16,6440868.19, 5
 3, 399568.79,6438025.32, 6
 3, 399137.49,6439133.82, 6
 4, 402887.55,6452481.26, 4
 4, 402639.81,6453177.54, 4
 5, 398672.38,6441476.82, 1
 5, 399084.85,6442917.72, 1
 6, 402943.50,6449362.46, 8
 6, 402841.26,6450096.93, 8
 7, 398756.90,6441000.80, 5
 7, 398862.24,6441602.39, 5
 8, 404300.08,6454100.47, 6
 8, 404226.57,6455116.04, 6
 9, 398496.96,6449603.07, 5
 9, 398310.23,6450144.63, 5
10, 400444.54,6444945.52, 8
10, 400683.02,6445889.74, 8
11, 400238.35,6456705.97, 9
11, 400263.95,6457955.56, 9
12, 403654.10,6445799.79, 7
12, 403791.30,6446461.48, 7
13, 399747.70,6449728.24, 9
13, 399864.72,6450551.79, 9
14, 399769.78,6441007.09, 3
14, 399592.58,6441478.01, 3
15, 400547.73,6441936.56, 2
15, 400801.96,6442941.38, 2
16, 402548.73,6442076.17, 2
16, 402409.47,6443267.81, 2
17, 402585.37,6450669.81, 7
17, 402874.47,6451446.73, 7
18, 400024.25,6449775.44, 4
18, 400141.09,6450372.73, 4
19, 402074.68,6440577.68, 4
19, 401936.11,6441229.33, 4
20, 398554.94,6446550.07, 7
20, 398188.93,6447678.94, 7
21, 399602.25,6450634.58, 6
21, 399953.09,6451934.82, 6
22, 404254.99,6445662.91, 3
22, 404172.63,6446378.00, 3
23, 401743.43,6451429.54, 6
23, 401738.48,6451991.15, 6
24, 400846.31,6442274.49, 1
24, 401034.49,6443289.12, 1
25, 400068.56,6455285.57, 3
25, 400064.51,6455829.64, 3
26, 400883.77,6449912.13, 4
26, 400742.96,6450430.76, 4
27, 403424.38,6443622.67, 7
27, 403610.89,6444244.21, 7
28, 403098.24,6439360.61, 6
28, 403328.16,6440669.66, 6
29, 399570.86,6437971.39, 8
29, 399344.87,6438761.07, 8
30, 400805.91,6453882.28, 8
30, 400805.31,6454686.79, 8
31, 401965.70,6455844.06, 1
31, 401792.12,6457035.22, 1
32, 401860.08,6449857.73, 7
32, 402055.15,6450517.64, 7
33, 400827.13,6448348.36, 4
33, 400902.92,6448938.35, 4
34, 400924.78,6452658.85, 7
34, 400976.81,6453338.70, 7
35, 398296.97,6449067.55, 7
35, 398592.15,6450013.42, 7
36, 400344.79,6442817.98, 3
36, 400058.89,6443539.05, 3
37, 402030.43,6451087.92, 4
37, 401888.24,6451971.52, 4
38, 399902.48,6445071.68, 5
38, 400004.08,6445636.75, 5
39, 400479.30,6449340.00,10
39, 400297.14,6449847.25,10
40, 397728.14,6446847.62, 1
40, 397936.47,6447650.75, 1
