# FaultID,X,Y,Top Coal Seam
 1, 401314.17,6450786.13, 6
 1, 401561.29,6451511.24, 6
 2, 401413.12,6449559.52, 4
 2, 401213.54,6450091.39, 4
 3, 403136.24,6456990.89, 7
 3, 403052.21,6457670.08, 7
 4, 400722.64,6445242.03,10
 4, 400646.10,6446238.90,10
 5, 398756.07,6446977.59, 6
 5, 398857.56,6447760.28, 6
 6, 404146.70,6448469.96,10
 6, 404132.82,6449178.90,10
 7, 399784.89,6447334.66, 8
 7, 399390.41,6448333.11, 8
 8, 397924.92,6446614.91, 6
 8, 397696.61,6447246.52, 6
 9, 399190.18,6447199.29, 1
 9, 399143.63,6447881.32, 1
10, 402652.89,6450764.60, 3
10, 402860.18,6451604.27, 3
11, 402315.46,6444124.08, 2
11, 402113.18,6444897.59, 2
12, 400242.16,6455223.31, 2
12, 400052.59,6456282.49, 2
13, 398378.01,6440604.14, 6
13, 398640.26,6441478.81, 6
14, 397767.33,6449103.25, 8
14, 397664.02,6449598.66, 8
15, 404540.70,6456572.06,10
15, 404280.99,6457568.36,10
16, 401020.70,6448920.71, 4
16, 400706.12,6449710.30, 4
17, 400478.37,6444579.77, 7
17, 400267.33,6445628.40, 7
18, 402180.79,6441716.53, 8
18, 402552.39,6442651.97, 8
19, 401084.78,6443938.61, 8
19, 401135.30,6444718.59, 8
20, 402347.54,6449057.38, 8
20, 402257.91,6449581.67, 8
21, 403279.14,6439105.44, 9
21, 403320.88,6440567.33, 9
22, 401696.91,6457143.77, 2
22, 401772.89,6457695.50, 2
23, 404100.67,6454900.14, 9
23, 404296.74,6455498.73, 9
24, 400448.69,6453891.87, 1
24, 400758.18,6454818.59, 1
25, 400054.64,6441548.92, 9
25, 400444.52,6443111.95, 9
26, 400485.12,6437448.06, 3
26, 400693.12,6438107.61, 3
27, 403071.65,6439066.17, 3
27, 403185.14,6440044.21, 3
28, 403377.90,6450967.00, 9
28, 403322.85,6451640.60, 9
29, 399386.43,6441834.93, 7
29, 399204.68,6442615.83, 7
30, 401809.81,6448149.91, 9
30, 401801.44,6448948.88, 9
31, 399723.53,6453215.36, 2
31, 400050.46,6454200.31, 2
32, 400647.87,6441514.47, 5
32, 400848.56,6442240.89, 5
33, 402671.52,6437532.96, 4
33, 402824.77,6438022.45, 4
34, 401768.33,6448905.36, 2
34, 401721.99,6450016.93, 2
35, 402931.40,6447171.22, 2
35, 402618.94,6448095.05, 2
36, 399772.80,6438862.32, 8
36, 399578.96,6439813.78, 8
37, 398952.81,6440603.58, 3
37, 399076.42,6441194.06, 3
38, 403895.13,6444686.40, 2
38, 403847.29,6445540.04, 2
39, 402434.58,6448570.23, 7
39, 402252.37,6449147.13, 7
40, 400604.52,6453673.46, 7
40, 400371.01,6454374.10, 7
