# FaultID,X,Y,Top Coal Seam
 1, 402130.02,6449176.09, 5
 1, 402185.85,6450167.70, 5
 2, 399150.46,6452109.22, 5
 2, 399440.90,6453461.02, 5
 3, 399202.76,6450604.92, 5
 3, 399449.73,6451722.62, 5
 4, 403236.35,6449590.91, 3
 4, 403405.70,6450157.76, 3
 5, 401340.52,6447912.76, 4
 5, 401102.28,6448780.78, 4
 6, 399216.13,6438737.73,10
 6, 399236.73,6439874.98,10
 7, 404265.57,6453461.33, 5
 7, 404314.20,6454162.29, 5
 8, 398280.87,6446210.93,10
 8, 398554.73,6447336.86,10
 9, 398181.09,6439867.45, 5
 9, 398683.19,6441326.71, 5
10, 404484.93,6456023.71, 5
10, 404554.09,6457433.66, 5
11, 398577.57,6438249.14, 4
11, 398335.70,6439145.29, 4
12, 400945.09,6443476.76,10
12, 400507.94,6444984.05,10
13, 401216.31,6442912.85, 3
13, 401342.76,6443985.38, 3
14, 401511.88,6453773.51, 6
14, 401386.95,6454346.30, 6
15, 402506.48,6446902.83, 5
15, 402661.73,6448179.22, 5
16, 402374.46,6441478.44, 4
16, 402097.32,6442383.96, 4
17, 399254.49,6439306.42, 5
17, 398906.64,6440171.42, 5
18, 402716.67,6449716.42, 4
18, 402811.66,6450231.91, 4
19, 404469.70,6452162.90, 7
19, 404637.31,6452852.04, 7
20, 400175.46,6443510.86, 9
20, 399913.06,6444355.04, 9
21, 398429.12,6444959.35, 2
21, 398237.81,6445963.92, 2
22, 400973.72,6444838.91, 7
22, 401131.51,6446220.84, 7
23, 398561.43,6450208.64, 6
23, 398257.58,6451164.29, 6
24, 400566.87,6451993.27, 2
24, 400549.66,6452903.07, 2
25, 402208.91,6452377.99, 1
25, 401872.19,6453285.60, 1
26, 402168.13,6448882.06,10
26, 401843.74,6450143.75,10
27, 398752.25,6441710.23, 2
27, 398776.32,6442229.86, 2
28, 397941.60,6446241.31, 3
28, 397806.42,6446748.93, 3
29, 398344.43,6440791.07, 9
29, 398681.53,6442005.33, 9
30, 404067.55,6456127.34,10
30, 404301.82,6456827.83,10
31, 399217.09,6451267.38, 7
31, 399070.11,6451959.14, 7
32, 402771.14,6453401.80, 5
32, 402839.30,6454586.22, 5
33, 398583.95,6452414.80,10
33, 398670.88,6452988.42,10
34, 400350.52,6456144.70,10
34, 400459.64,6456646.63,10
35, 402161.30,6449763.91, 1
35, 401939.92,6450722.28, 1
36, 399204.63,6439729.50,10
36, 399351.57,6440266.53,10
37, 398766.27,6439021.10, 2
37, 398806.89,6439669.73, 2
38, 398923.30,6448908.08, 7
38, 398789.04,6449565.03, 7
39, 400686.58,6441010.33, 4
39, 400623.14,6441510.51, 4
40, 401483.26,6451403.99, 3
40, 401629.74,6452032.80, 3
