# FaultID,X,Y,Top Coal Seam
 1, 403148.13,6451937.51, 9
 1, 403393.44,6452966.34, 9
 2, 400618.67,6443201.91, 8
 2, 400655.70,6443741.85, 8
 3, 399405.36,6448844.16, 2
 3, 399221.42,6449662.80, 2
 4, 399052.97,6447847.49, 8
 4, 399348.30,6448650.74, 8
 5, 402899.31,6453170.65, 2
 5, 402520.25,6454548.86, 2
 6, 400691.85,6454000.99, 7
 6, 400694.29,6454762.65, 7
 7, 401643.82,6456270.55, 2
 7, 401599.89,6457212.01, 2
 8, 397606.78,6448817.50, 5
 8, 397865.21,6450231.21, 5
 9, 399456.90,6442172.98, 7
 9, 399595.18,6442922.49, 7
10, 402397.22,6447512.17, 6
10, 402282.26,6448341.19, 6
11, 399677.52,6446859.53, 4
11, 399734.81,6448140.71, 4
12, 397730.12,6445367.27, 9
12, 397391.33,6446204.98, 9
13, 399480.03,6450782.71, 6
13, 399304.96,6451446.33, 6
14, 398643.59,6444095.76, 1
14, 398750.70,6444955.91, 1
15, 401046.75,6451418.05, 3
15, 400867.42,6452452.29, 3
16, 399571.04,6443856.39, 7
16, 399826.21,6445051.18, 7
17, 398442.69,6441667.71,10
17, 398378.53,6442474.24,10
18, 401001.12,6440992.34, 8
18, 400957.94,6441520.29, 8
19, 402491.51,6453019.52, 2
19, 402330.21,6453501.36, 2
20, 400402.98,6455916.60, 3
20, 400413.35,6456952.94, 3
21, 400057.36,6454276.64, 5
21, 399853.73,6454800.00, 5
22, 398403.86,6444382.01, 1
22, 398226.64,6444957.71, 1
23, 402988.94,6440075.31, 7
23, 403241.11,6440981.22, 7
24, 400360.01,6446271.23, 2
24, 400446.30,6446890.32, 2
25, 399361.30,6450489.46,10
25, 399499.13,6451324.68,10
26, 401507.20,6450146.11, 4
26, 401685.43,6450887.30, 4
27, 400827.43,6449244.13, 3
27, 400549.42,6450044.90, 3
28, 398820.59,6445530.59, 9
28, 398516.05,6446562.91, 9
29, 401932.42,6438495.05, 9
29, 401782.77,6439014.33, 9
30, 402646.82,6449780.37, 1
30, 402643.97,6450348.91, 1
31, 399877.64,6440022.00, 9
31, 399978.96,6440538.38, 9
32, 400916.28,6447323.58, 3
32, 400664.27,6448002.06, 3
33, 399725.48,6456945.02, 6
33, 399912.32,6457844.61, 6
34, 404374.67,6456663.22, 4
34, 404233.76,6457649.25, 4
35, 398097.59,6448915.15, 4
35, 397585.64,6450240.25, 4
36, 401379.29,6447373.77, 1
36, 401251.69,6447935.38, 1
37, 400877.54,6445180.34, 2
37, 400829.67,6445700.18, 2
38, 400387.64,6453788.89, 6
38, 400297.33,6454315.44, 6
39, 400981.94,6440511.65, 5
39, 400956.20,6441137.94, 5
40, 400895.03,6452883.53, 7
40, 401072.25,6453399.84, 7
