# FaultID,X,Y,Top Coal Seam
 1, 402579.61,6455499.20, 4
 1, 402168.12,6456547.97, 4
 2, 401115.11,6450253.87,10
 2, 401244.72,6450805.80,10
 3, 399911.69,6437411.30, 7
 3, 399620.07,6438177.03, 7
 4, 398769.44,6450134.74, 3
 4, 398684.56,6451363.95, 3
 5, 402713.76,6448750.38, 4
 5, 402865.65,6449406.34, 4
 6, 402964.93,6439315.75, 1
 6, 403149.87,6440273.54, 1
 7, 399520.37,6448013.14, 6
 7, 399252.14,6448824.62, 6
 8, 399537.31,6441767.23, 3
 8, 400032.69,6443023.87, 3
 9, 398839.46,6440054.76, 8
 9, 399007.85,6440683.16, 8
10, 397604.88,6447881.62, 5
10, 397341.97,6449244.07, 5
11, 400646.22,6448948.45, 7
11, 400553.20,6449624.49, 7
12, 402177.40,6442767.23, 1
12, 402065.26,6443420.52, 1
13, 397896.88,6445936.80, 8
13, 398023.34,6446842.25, 8
14, 400543.22,6444124.24, 3
14, 400561.70,6444657.75, 3
15, 398933.39,6441876.44, 7
15, 399277.09,6442707.82, 7
16, 401858.64,6452116.24, 5
16, 401812.50,6452735.79, 5
17, 399606.69,6445650.65, 1
17, 399819.02,6446438.19, 1
18, 401122.70,6455510.71, 5
18, 400936.11,6456631.96, 5
19, 400895.57,6454472.38, 9
19, 401165.84,6455310.21, 9
20, 401006.97,6450307.76, 8
20, 400893.41,6450990.99, 8
21, 399533.12,6445073.58,10
21, 399896.90,6446163.09,10
22, 399120.98,6439708.06, 9
22, 399160.62,6440802.17, 9
23, 402761.30,6453590.54, 7
23, 402473.39,6454530.61, 7
24, 403642.24,6440951.82,10
24, 403448.68,6441462.80,10
25, 400181.97,6452926.87, 3
25, 399956.79,6453630.42, 3
26, 402056.32,6446601.85, 3
26, 402010.39,6447261.21, 3
27, 400483.55,6443635.56, 9
27, 400459.55,6444421.92, 9
28, 400567.63,6450808.74, 3
28, 400759.04,6451527.97, 3
29, 397457.35,6449164.92, 2
29, 397685.70,6450549.03, 2
30, 399047.69,6447937.33, 4
30, 398780.81,6448674.04, 4
31, 402351.92,6449084.22, 4
31, 402245.90,6449707.21, 4
32, 401135.27,6450167.88, 1
32, 401240.81,6451455.51, 1
33, 399813.83,6455999.95, 5
33, 399931.43,6456949.41, 5
34, 400323.28,6454353.92, 6
34, 400552.16,6455059.77, 6
35, 404361.08,6452914.12, 6
35, 404567.21,6453455.49, 6
36, 403157.63,6448630.90, 9
36, 403132.20,6449273.72, 9
37, 401850.65,6453758.20, 8
37, 402144.32,6454875.00, 8
38, 398989.74,6442374.96,10
38, 399165.48,6443314.69,10
39, 403291.87,6452973.22, 1
39, 403290.49,6453672.50, 1
40, 401771.43,6452743.67,10
40, 401628.85,6454217.19,10
