# FaultID,X,Y,Top Coal Seam
 1, 401737.87,6450008.68, 8
 1, 401556.21,6451036.14, 8
 2, 399856.98,6443066.37, 1
 2, 399725.96,6443649.01, 1
 3, 401461.34,6456306.12, 9
 3, 401112.24,6457573.14, 9
 4, 401733.69,6453590.84, 2
 4, 402229.37,6454791.63, 2
 5, 398225.48,6450228.40, 3
 5, 398531.39,6451415.13, 3
 6, 401612.60,6450239.49, 5
 6, 401651.09,6450851.33, 5
 7, 401291.33,6456262.18,10
 7, 401288.88,6457262.04,10
 8, 398942.98,6446626.98, 1
 8, 398765.14,6447369.03, 1
 9, 399092.01,6448050.53, 8
 9, 398962.66,6449176.26, 8
10, 401610.98,6450752.39, 8
10, 401581.51,6451629.45, 8
11, 402020.45,6438554.43, 5
11, 402219.77,6439180.41, 5
12, 401303.29,6447707.84,10
12, 401540.06,6448458.95,10
13, 403510.61,6441289.90, 3
13, 403400.87,6442532.87, 3
14, 400511.51,6446934.94, 3
14, 400300.54,6447657.33, 3
15, 400929.24,6447157.86, 6
15, 401203.04,6448011.66, 6
16, 399087.42,6442160.29, 3
16, 399359.66,6442842.21, 3
17, 402226.29,6453812.07, 6
17, 402367.67,6454329.46, 6
18, 398125.53,6444353.85, 1
18, 398163.18,6445217.50, 1
19, 404088.76,6456277.74, 5
19, 404323.62,6457037.68, 5
20, 397896.76,6446349.78, 4
20, 397994.09,6446990.22, 4
21, 401168.76,6456859.37, 9
21, 401284.25,6457964.94, 9
22, 401035.28,6445646.48, 1
22, 400868.52,6446307.97, 1
23, 397729.78,6447427.11, 7
23, 397543.97,6448011.38, 7
24, 398960.96,6437500.58, 7
24, 399208.56,6438286.49, 7
25, 404515.06,6456799.27, 1
25, 404191.93,6457699.22, 1
26, 398536.22,6444368.09, 7
26, 398639.73,6444888.82, 7
27, 400349.14,6451312.97, 4
27, 400273.35,6451844.85, 4
28, 400712.02,6442824.87, 6
28, 400487.74,6443495.96, 6
29, 398724.96,6445880.89, 2
29, 399056.17,6446796.50, 2
30, 404352.78,6446703.23, 3
30, 404298.38,6447532.91, 3
31, 399666.11,6441817.71, 7
31, 400236.67,6443293.94, 7
32, 398937.07,6445828.10, 3
32, 399107.69,6446416.60, 3
33, 399347.56,6437498.58, 5
33, 399347.49,6438113.33, 5
34, 401524.06,6451489.24, 5
34, 401303.26,6452485.91, 5
35, 399400.40,6450729.94,10
35, 398967.34,6451811.28,10
36, 401751.12,6440999.56, 5
36, 401899.22,6442423.58, 5
37, 398819.91,6441754.94,10
37, 398786.56,6442292.04,10
38, 400095.02,6441262.96, 1
38, 399988.40,6441824.62, 1
39, 400612.96,6439362.22, 7
39, 400666.89,6439933.78, 7
40, 401220.37,6445461.82,10
40, 401427.30,6446037.86,10
