# FaultID,X,Y,Top Coal Seam
 1, 399263.85,6453162.31, 5
 1, 399251.03,6453677.90, 5
 2, 398473.09,6444318.82, 3
 2, 398082.83,6445378.06, 3
 3, 401133.74,6443558.88, 5
 3, 401205.56,6444313.38, 5
 4, 401923.32,6456666.90,10
 4, 401668.34,6457568.08,10
 5, 402475.25,6451858.05, 6
 5, 402043.05,6453141.30, 6
 6, 404035.78,6456150.60, 6
 6, 404206.61,6456656.99, 6
 7, 399494.35,6442072.71, 6
 7, 399378.21,6443233.67, 6
 8, 400598.67,6440331.08, 6
 8, 400676.87,6441434.39, 6
 9, 398119.27,6443410.12, 6
 9, 397931.20,6444548.81, 6
10, 399991.14,6453552.37, 4
10, 399830.31,6454816.40, 4
11, 402203.84,6444593.49, 1
11, 401962.74,6445279.38, 1
12, 400808.21,6441200.99, 1
12, 400708.41,6442076.03, 1
13, 402208.08,6442449.79, 5
13, 402280.89,6442951.69, 5
14, 403398.47,6448756.86, 8
14, 403285.09,6450211.11, 8
15, 403975.16,6442048.02, 8
15, 403897.06,6442933.68, 8
16, 400713.52,6456054.57, 1
16, 400640.80,6456570.29, 1
17, 400475.62,6439394.38, 8
17, 400496.52,6440494.35, 8
18, 398721.79,6448568.00, 5
18, 398733.50,6449193.72, 5
19, 400459.36,6448016.56, 3
19, 400580.51,6448529.61, 3
20, 402179.76,6444058.59, 3
20, 402302.32,6445108.89, 3
21, 403318.83,6451785.64, 9
21, 403190.31,6452424.94, 9
22, 403042.13,6452413.28, 3
22, 403036.36,6453235.40, 3
23, 402782.48,6443578.15,10
23, 402547.50,6444551.58,10
24, 403024.83,6451226.91, 9
24, 403320.28,6452369.71, 9
25, 400547.58,6439845.61, 1
25, 400298.22,6440521.64, 1
26, 402828.28,6447223.36, 8
26, 402933.81,6447892.53, 8
27, 399725.09,6450623.72, 8
27, 399405.83,6451404.86, 8
28, 400226.76,6452363.19, 1
28, 399988.35,6452962.31, 1
29, 400535.43,6446986.04, 3
29, 400410.57,6447509.76, 3
30, 400659.45,6449403.94, 4
30, 400783.83,6450016.20, 4
31, 402708.55,6454204.86,10
31, 402653.86,6454893.07,10
32, 398967.64,6450716.92, 6
32, 399069.42,6451801.77, 6
33, 403485.62,6437823.47, 2
33, 403238.38,6438651.82, 2
34, 402875.30,6450389.39, 1
34, 402768.02,6451549.96, 1
35, 402200.69,6453857.58, 1
35, 402184.54,6454436.17, 1
36, 400038.80,6440945.24, 1
36, 400033.81,6442172.90, 1
37, 402260.20,6443804.19, 5
37, 402473.09,6444473.63, 5
38, 403251.27,6439576.87,10
38, 403410.64,6440103.93,10
39, 398298.12,6445429.47, 8
39, 398002.03,6446628.83, 8
40, 404092.93,6443195.07, 3
40, 404075.08,6444098.16, 3
