# FaultID,X,Y,Top Coal Seam
 1, 397495.57,6445230.04,10
 1, 397826.06,6446233.57,10
 2, 397911.03,6442127.63, 9
 2, 397837.91,6442708.28, 9
 3, 401866.52,6439306.46, 5
 3, 401983.75,6439889.67, 5
 4, 399220.20,6443033.99, 5
 4, 399216.36,6443916.42, 5
 5, 404593.87,6454376.52, 3
 5, 404328.13,6455391.45, 3
 6, 402873.98,6444408.35, 8
 6, 402836.26,6445235.30, 8
 7, 402244.62,6439913.89, 5
 7, 402346.35,6440763.81, 5
 8, 400912.75,6452612.33, 2
 8, 400765.22,6453377.94, 2
 9, 403443.37,6439107.10, 6
 9, 403369.24,6439636.93, 6
10, 402497.64,6456571.98, 6
10, 402087.82,6457900.55, 6
11, 403339.18,6447709.13, 7
11, 403363.41,6448822.23, 7
12, 400359.13,6438797.63, 3
12, 400251.82,6439288.84, 3
13, 402664.01,6437748.64, 7
13, 402955.43,6438485.67, 7
14, 400924.65,6451539.91, 6
14, 400791.37,6452242.99, 6
15, 404317.17,6447275.39,10
15, 404507.93,6447937.46,10
16, 399495.85,6450306.59, 7
16, 399824.47,6451247.11, 7
17, 398658.00,6442157.20, 8
17, 398541.93,6442790.13, 8
18, 399493.85,6437891.78, 9
18, 399455.66,6438520.40, 9
19, 404275.01,6451626.36, 7
19, 404574.22,6452709.76, 7
20, 401351.55,6452105.19, 6
20, 401158.03,6452669.82, 6
21, 400508.36,6441925.53,10
21, 400641.95,6442593.36,10
22, 400759.26,6443820.89, 3
22, 400539.28,6444442.93, 3
23, 400268.09,6446564.00, 7
23, 400516.11,6447531.95, 7
24, 400196.21,6448749.04, 9
24, 400303.01,6449416.26, 9
25, 403269.03,6449099.94, 4
25, 403180.39,6449821.79, 4
26, 398644.58,6449416.50, 7
26, 398432.38,6450378.18, 7
27, 403718.08,6441619.52,10
27, 403918.98,6442893.58,10
28, 402990.82,6448515.28,10
28, 403175.64,6449026.41,10
29, 398100.14,6446709.77, 6
29, 398194.58,6447472.13, 6
30, 400469.55,6451169.19, 5
30, 400273.38,6451722.96, 5
31, 404386.92,6453337.66, 8
31, 404488.31,6454165.47, 8
32, 400640.98,6447315.01, 8
32, 400599.10,6447942.96, 8
33, 400695.85,6452178.96, 6
33, 400673.55,6452845.17, 6
34, 398577.94,6450164.10, 2
34, 398423.83,6450954.52, 2
35, 400674.34,6453620.78, 8
35, 400778.47,6454315.81, 8
36, 403639.17,6444691.86, 9
36, 403694.50,6445872.83, 9
37, 403395.95,6438939.19, 5
37, 403442.66,6439448.83, 5
38, 404571.28,6448831.96, 6
38, 404495.81,6449656.77, 6
39, 402497.25,6453782.75, 3
39, 402044.00,6455333.46, 3
40, 399903.36,6454168.96,10
40, 399950.78,6455132.08,10
