# FaultID,X,Y,Top Coal Seam
 1, 398708.10,6446368.33, 9
 1, 398760.70,6447442.12, 9
 2, 402147.31,6455364.14, 2
 2, 401900.38,6456302.58, 2
 3, 399287.70,6445461.78, 6
 3, 398939.60,6446476.60, 6
 4, 400733.38,6452038.87, 2
 4, 400690.86,6452860.50, 2
 5, 403168.63,6438714.36, 5
 5, 402930.05,6439588.38, 5
 6, 402274.89,6455927.19, 6
 6, 402239.26,6456530.25, 6
 7, 401011.96,6455905.46, 4
 7, 400795.24,6457296.66, 4
 8, 404468.24,6456334.26, 6
 8, 404611.62,6457570.59, 6
 9, 401017.46,6447180.38, 7
 9, 400669.18,6448209.79, 7
10, 399788.69,6449000.31, 3
10, 399899.30,6449705.14, 3
11, 398785.77,6450228.69, 2
11, 399024.09,6451216.07, 2
12, 401596.13,6439494.65, 3
12, 401711.82,6440236.90, 3
13, 399031.55,6437991.93, 2
13, 398677.27,6439417.08, 2
14, 402390.09,6446987.11, 2
14, 402717.42,6447980.35, 2
15, 400605.69,6450438.24, 6
15, 400258.58,6451524.49, 6
16, 402956.55,6451786.11, 2
16, 403040.18,6452397.26, 2
17, 399221.36,6441475.48, 4
17, 398994.66,6442118.17, 4
18, 400901.81,6450863.78, 9
18, 400544.97,6452545.31, 9
19, 399310.48,6450821.21, 9
19, 399660.96,6452514.67, 9
20, 398379.41,6450211.37, 3
20, 398247.45,6450735.01, 3
21, 399913.65,6454899.84, 7
21, 399779.57,6455576.19, 7
22, 398299.05,6440352.60, 4
22, 398256.74,6440970.85, 4
23, 399120.75,6448228.70, 5
23, 399026.48,6448761.39, 5
24, 399914.96,6445769.48, 4
24, 400012.87,6446819.47, 4
25, 403292.31,6438014.08, 8
25, 403192.55,6438999.85, 8
26, 404212.82,6451599.25, 1
26, 404582.08,6452667.84, 1
27, 400705.79,6438138.30, 6
27, 400769.10,6439685.10, 6
28, 401374.19,6455110.74, 1
28, 401546.88,6455588.48, 1
29, 402836.86,6455469.95, 7
29, 402873.77,6456093.30, 7
30, 403174.19,6452816.62, 7
30, 403035.12,6453497.27, 7
31, 400001.48,6453401.53, 6
31, 399840.56,6453914.20, 6
32, 402207.92,6449589.75, 8
32, 402333.59,6450468.17, 8
33, 399462.56,6450545.93, 2
33, 399715.67,6451400.43, 2
34, 399879.73,6457062.24, 6
34, 399768.59,6457654.35, 6
35, 403061.26,6438445.68, 9
35, 403134.93,6439198.95, 9
36, 398457.80,6439179.42, 6
36, 398377.58,6439980.51, 6
37, 403688.57,6438494.58,10
37, 403389.15,6439548.99,10
38, 400112.30,6449703.94, 2
38, 400190.22,6450569.75, 2
39, 400227.71,6447776.28, 7
39, 400295.34,6448286.26, 7
40, 397943.41,6450038.91, 9
40, 397789.87,6450605.49, 9
