# FaultID,X,Y,Top Coal Seam
 1, 400224.44,6444037.66, 6
 1, 400113.38,6445276.10, 6
 2, 401732.58,6454967.46, 5
 2, 401619.21,6455516.14, 5
 3, 398593.09,6444069.39, 6
 3, 398679.28,6444724.68, 6
 4, 401765.19,6440160.16, 9
 4, 402091.36,6441293.14, 9
 5, 399801.34,6449272.51, 9
 5, 399506.82,6450161.54, 9
 6, 398493.68,6445631.76, 1
 6, 398684.42,6446259.06, 1
 7, 398637.90,6445551.12, 4
 7, 398526.63,6446405.55, 4
 8, 403452.65,6439915.26, 6
 8, 403460.59,6440645.74, 6
 9, 400448.47,6451466.57, 4
 9, 400432.28,6452148.57, 4
10, 400123.92,6452037.61, 8
10, 399881.32,6452948.74, 8
11, 398830.68,6449290.70, 8
11, 398992.08,6450691.55, 8
12, 398353.99,6448962.52,10
12, 398002.97,6450029.27,10
13, 402306.01,6447853.16,10
13, 402537.04,6448569.30,10
14, 403306.82,6439749.29, 9
14, 403157.79,6440321.41, 9
15, 401847.73,6455979.87, 9
15, 401844.53,6457009.64, 9
16, 401924.69,6452062.75,10
16, 402017.20,6452714.04,10
17, 402813.78,6445565.69,10
17, 402735.55,6446258.17,10
18, 401957.55,6454565.66, 6
18, 401985.67,6455136.90, 6
19, 398525.03,6443274.40, 3
19, 398678.13,6444003.24, 3
20, 401456.36,6447053.00, 8
20, 401498.84,6448147.00, 8
21, 399905.18,6443489.77, 2
21, 399662.22,6444925.40, 2
22, 400924.60,6448517.05, 1
22, 401387.24,6449715.16, 1
23, 400807.72,6450453.01, 3
23, 401008.20,6451807.19, 3
24, 399635.13,6446793.07, 7
24, 399517.29,6447572.19, 7
25, 399857.89,6455069.43, 5
25, 400069.50,6456166.88, 5
26, 399295.45,6442649.14, 2
26, 399484.27,6443220.60, 2
27, 401650.36,6450166.93, 5
27, 401891.71,6450976.12, 5
28, 401412.60,6453450.85, 1
28, 401680.99,6454103.67, 1
29, 401876.99,6440611.22, 7
29, 402031.27,6441321.10, 7
30, 399479.01,6443173.15, 2
30, 399729.25,6443997.81, 2
31, 399542.06,6439105.69, 9
31, 399220.25,6439887.51, 9
32, 398591.16,6439156.32, 5
32, 398546.49,6439740.00, 5
33, 402357.65,6448752.50,10
33, 402204.45,6449392.65,10
34, 399768.49,6453790.76, 3
34, 399818.45,6454370.90, 3
35, 401647.03,6453647.49,10
35, 401383.39,6454287.07,10
36, 400381.95,6439713.89, 9
36, 400461.59,6440258.69, 9
37, 401048.06,6452366.65, 2
37, 400813.23,6453473.36, 2
38, 398726.97,6439291.93, 4
38, 398637.50,6439788.43, 4
39, 397636.00,6448497.54, 1
39, 397555.15,6449089.74, 1
40, 400357.31,6456153.38, 4
40, 400412.29,6456667.78, 4
