# FaultID,X,Y,Top Coal Seam
 1, 398955.33,6442421.39, 9
 1, 399219.78,6444214.68, 9
 2, 401013.03,6451814.93, 8
 2, 401198.66,6452386.38, 8
 3, 402150.87,6444433.20, 2
 3, 401979.47,6445301.18, 2
 4, 399205.30,6449004.05, 5
 4, 399521.95,6449923.95, 5
 5, 402501.53,6450725.13, 4
 5, 402634.03,6451824.12, 4
 6, 403202.93,6451797.78, 4
 6, 402941.17,6452691.94, 4
 7, 400231.80,6441827.67,10
 7, 400188.55,6442805.85,10
 8, 401822.09,6447630.14, 8
 8, 401769.72,6448781.86, 8
 9, 398179.21,6445700.43, 5
 9, 398243.59,6446237.19, 5
10, 402787.03,6454428.20, 2
10, 403000.64,6455013.52, 2
11, 403358.26,6441399.18,10
11, 403364.46,6442264.70,10
12, 398858.23,6445040.79, 9
12, 398971.52,6445628.68, 9
13, 400784.96,6446398.40, 2
13, 401070.71,6447262.50, 2
14, 400290.09,6438233.23, 3
14, 400062.52,6438981.29, 3
15, 403404.28,6438296.31, 5
15, 403088.21,6439203.52, 5
16, 400408.06,6444584.62, 6
16, 400427.58,6445422.33, 6
17, 401675.60,6448041.43, 8
17, 401792.32,6448544.43, 8
18, 404277.96,6447723.65,10
18, 404335.76,6448475.86,10
19, 398031.08,6447966.81, 3
19, 398084.42,6449047.07, 3
20, 399566.01,6441308.61, 7
20, 399606.27,6441843.88, 7
21, 399779.66,6450853.02, 4
21, 399782.21,6451401.75, 4
22, 399897.45,6447234.12,10
22, 399851.64,6448092.53,10
23, 404337.29,6455158.60, 4
23, 404409.81,6455888.49, 4
24, 402132.19,6447476.76, 2
24, 402018.46,6447991.19, 2
25, 400107.15,6447800.39, 7
25, 399864.63,6448686.92, 7
26, 403345.59,6440857.94, 8
26, 403530.04,6441860.30, 8
27, 401494.56,6453355.34, 1
27, 401479.46,6454426.48, 1
28, 403422.28,6438082.14, 9
28, 403688.64,6438798.47, 9
29, 402627.84,6452965.75, 4
29, 402553.52,6453802.02, 4
30, 402410.41,6445193.21, 3
30, 402395.53,6445874.93, 3
31, 402431.55,6448099.65, 6
31, 402320.61,6449540.98, 6
32, 402281.00,6443014.71, 7
32, 402353.97,6443577.84, 7
33, 399700.10,6448420.81, 5
33, 399843.93,6449289.38, 5
34, 403959.65,6448397.96, 9
34, 404205.18,6449829.97, 9
35, 398937.11,6437462.99, 8
35, 399398.35,6438646.57, 8
36, 398389.75,6444620.34,10
36, 398276.29,6445159.03,10
37, 399112.28,6446490.17, 8
37, 399018.94,6447153.51, 8
38, 404337.06,6456902.39, 1
38, 404085.38,6457631.11, 1
39, 399391.19,6439375.95, 1
39, 399563.61,6440251.27, 1
40, 401449.98,6448967.51, 2
40, 401344.98,6449894.25, 2
