# FaultID,X,Y,Top Coal Seam
 1, 401575.85,6449278.25, 8
 1, 401771.34,6450249.04, 8
 2, 402597.81,6448097.57, 5
 2, 402515.97,6448732.96, 5
 3, 403538.33,6441724.02, 1
 3, 403989.79,6443296.81, 1
 4, 402660.99,6446155.99, 2
 4, 402857.33,6446996.68, 2
 5, 399970.30,6444564.12, 7
 5, 400080.31,6445234.08, 7
 6, 402217.28,6450447.19, 6
 6, 402340.43,6451076.63, 6
 7, 400523.22,6451168.28, 8
 7, 400334.54,6451719.83, 8
 8, 397621.19,6446306.21, 7
 8, 397405.86,6446969.50, 7
 9, 399830.86,6449601.13, 6
 9, 399629.22,6450907.29, 6
10, 397343.98,6448586.94,10
10, 397340.22,6449271.55,10
11, 403196.26,6454826.19, 4
11, 403399.94,6455620.21, 4
12, 404325.96,6444751.23, 9
12, 404299.66,6445268.50, 9
13, 401162.12,6451847.54, 3
13, 401536.27,6453324.88, 3
14, 399439.27,6444473.35, 5
14, 399532.24,6445284.48, 5
15, 403783.43,6440885.10, 5
15, 404004.36,6441796.16, 5
16, 401466.05,6446182.16,10
16, 401117.34,6447598.51,10
17, 402381.56,6453904.18, 9
17, 402386.94,6454625.54, 9
18, 400731.46,6438744.25,10
18, 400571.01,6440053.47,10
19, 401118.07,6456722.08, 8
19, 400912.24,6457393.86, 8
20, 399621.59,6444614.47, 5
20, 399969.49,6445487.26, 5
21, 402159.85,6443236.99, 2
21, 402455.39,6443989.13, 2
22, 403359.74,6452234.87, 4
22, 403302.43,6453376.55, 4
23, 398507.81,6439149.97, 5
23, 398515.01,6440224.80, 5
24, 400465.00,6441622.18, 5
24, 400279.26,6442201.15, 5
25, 403078.97,6440680.11, 9
25, 403089.67,6441574.44, 9
26, 399945.28,6452493.16, 2
26, 399807.93,6453037.06, 2
27, 398398.06,6439639.01, 5
27, 398376.55,6440250.26, 5
28, 400552.14,6440797.71, 4
28, 400606.33,6441604.51, 4
29, 399537.85,6448999.70, 3
29, 399269.77,6449978.43, 3
30, 398920.79,6446906.75, 5
30, 399091.18,6447716.57, 5
31, 402471.14,6451963.29, 7
31, 402522.59,6452751.55, 7
32, 402542.59,6453178.09, 6
32, 402409.36,6453890.40, 6
33, 399353.13,6447296.74, 6
33, 399366.31,6448044.72, 6
34, 401125.76,6449937.07, 7
34, 400996.44,6450474.46, 7
35, 403988.26,6441690.44, 2
35, 403851.00,6442534.84, 2
36, 400156.15,6450120.15, 7
36, 399800.26,6451127.18, 7
37, 398958.33,6446915.08, 1
37, 399158.20,6447829.99, 1
38, 401121.84,6445052.05, 6
38, 401031.55,6445571.02, 6
39, 404374.33,6452067.62, 5
39, 404624.07,6452768.28, 5
40, 401318.75,6450754.10, 8
40, 401141.77,6451391.55, 8
