# FaultID,X,Y,Top Coal Seam
 1, 400684.80,6449507.15, 1
 1, 400908.02,6450951.43, 1
 2, 401853.09,6450781.87, 4
 2, 402037.38,6451444.46, 4
 3, 403303.32,6437459.47, 4
 3, 403189.79,6438041.19, 4
 4, 402423.83,6451199.44, 8
 4, 402698.33,6452269.34, 8
 5, 402039.92,6442175.74, 2
 5, 402358.68,6443047.12, 2
 6, 400328.43,6441248.16, 8
 6, 400315.35,6441813.10, 8
 7, 401060.83,6445017.90, 5
 7, 401160.96,6445756.93, 5
 8, 398999.37,6439229.98,10
 8, 399066.45,6439820.66,10
 9, 397722.99,6446224.05,10
 9, 397850.73,6447186.12,10
10, 404511.17,6449780.53, 6
10, 404578.83,6450696.03, 6
11, 400674.17,6446670.24, 5
11, 400470.98,6447723.15, 5
12, 402289.25,6449166.83, 3
12, 402124.96,6449694.07, 3
13, 399485.15,6447553.85, 3
13, 399774.65,6448990.01, 3
14, 403671.13,6443911.17, 5
14, 403491.95,6444407.90, 5
15, 399030.77,6443961.34, 6
15, 398614.55,6444992.24, 6
16, 399945.52,6441399.35, 9
16, 399803.87,6441997.19, 9
17, 398980.01,6445343.22, 6
17, 399127.13,6445866.37, 6
18, 400978.65,6444552.21, 9
18, 401150.95,6445162.14, 9
19, 402218.89,6457263.03, 8
19, 402074.67,6457837.70, 8
20, 398520.73,6438595.09, 9
20, 398237.55,6439473.46, 9
21, 397807.35,6448899.48, 9
21, 397981.03,6449504.10, 9
22, 403210.54,6440044.12,10
22, 403531.40,6441072.25,10
23, 400057.48,6457080.41, 2
23, 399989.31,6457873.76, 2
24, 398861.77,6450556.57, 8
24, 398639.54,6451121.61, 8
25, 400828.60,6456070.34, 4
25, 400497.74,6457028.77, 4
26, 398152.88,6450411.46, 7
26, 398119.17,6450928.18, 7
27, 401509.08,6453199.93, 1
27, 401659.77,6454268.07, 1
28, 399350.16,6448723.80, 9
28, 399714.45,6449908.00, 9
29, 398463.70,6451253.12,10
29, 398732.60,6452351.90,10
30, 402040.51,6439884.61, 2
30, 401999.12,6440402.91, 2
31, 402437.16,6448621.44, 6
31, 402601.26,6450084.22, 6
32, 398207.87,6444012.95, 5
32, 398391.66,6444714.88, 5
33, 400456.25,6454666.98,10
33, 400625.61,6455462.45,10
34, 401183.69,6452584.32, 9
34, 400855.00,6453431.03, 9
35, 400251.65,6440896.95, 4
35, 400121.69,6441531.33, 4
36, 398564.57,6441092.16, 8
36, 398388.61,6442003.98, 8
37, 402103.48,6455033.36, 9
37, 402352.30,6456364.32, 9
38, 402491.15,6456137.28, 5
38, 402281.13,6456861.86, 5
39, 402290.43,6441867.75, 1
39, 402029.56,6442575.01, 1
40, 400913.46,6456942.61, 7
40, 400735.91,6457550.76, 7
