# FaultID,X,Y,Top Coal Seam
 1, 402367.04,6448701.45, 9
 1, 402178.05,6449924.29, 9
 2, 399455.12,6444948.98, 8
 2, 399869.75,6446041.49, 8
 3, 401889.63,6439476.43, 8
 3, 402060.46,6440181.33, 8
 4, 398873.17,6450906.57, 8
 4, 398682.41,6451716.74, 8
 5, 398238.46,6447254.17, 9
 5, 398402.29,6448472.12, 9
 6, 398998.65,6440981.27, 2
 6, 399135.89,6441824.78, 2
 7, 401142.35,6444276.44, 2
 7, 400994.63,6445407.18, 2
 8, 398002.09,6446954.00, 2
 8, 397886.77,6447694.21, 2
 9, 400052.22,6446278.27, 8
 9, 399607.95,6447453.07, 8
10, 401217.33,6449655.47, 5
10, 400921.24,6451064.27, 5
11, 403016.42,6451692.65, 9
11, 402805.68,6452226.51, 9
12, 402035.54,6455526.71, 5
12, 402012.95,6456872.48, 5
13, 403324.80,6457275.65, 4
13, 403329.49,6457919.48, 4
14, 399756.32,6439163.23, 8
14, 399912.99,6439708.35, 8
15, 399280.35,6452965.81, 6
15, 399161.42,6453736.21, 6
16, 402003.16,6449853.11, 2
16, 401792.99,6450764.07, 2
17, 401410.66,6449916.31, 8
17, 401334.79,6450505.88, 8
18, 400214.51,6447719.72,10
18, 400235.77,6448369.70,10
19, 399813.57,6447725.05, 8
19, 400243.93,6448984.69, 8
20, 400463.46,6438442.85, 4
20, 400338.50,6439074.40, 4
21, 402540.07,6447231.85, 1
21, 402841.15,6448251.59, 1
22, 397694.87,6448046.23, 9
22, 397890.05,6448736.44, 9
23, 403159.51,6449189.32, 1
23, 403065.19,6449957.58, 1
24, 403554.42,6444017.48, 3
24, 403821.62,6444901.34, 3
25, 399805.95,6439777.21, 2
25, 399635.12,6440272.99, 2
26, 402726.87,6448729.52, 2
26, 402858.74,6449573.36, 2
27, 404303.26,6456027.24, 6
27, 404353.67,6456683.35, 6
28, 400329.04,6448802.21, 7
28, 400609.28,6449675.22, 7
29, 399635.86,6453064.23, 9
29, 400122.82,6454347.99, 9
30, 403336.91,6449338.48, 2
30, 403389.98,6450120.91, 2
31, 399691.28,6445382.26,10
31, 400066.95,6446553.83,10
32, 400067.96,6440272.13, 6
32, 399783.20,6441141.41, 6
33, 402407.86,6449067.99, 5
33, 402146.21,6449759.27, 5
34, 399727.70,6452158.67, 8
34, 399677.21,6452677.19, 8
35, 399809.17,6456328.89, 2
35, 399744.92,6456939.66, 2
36, 398789.26,6443349.53, 6
36, 398927.22,6444016.20, 6
37, 398128.97,6446554.66, 9
37, 398310.02,6447222.60, 9
38, 403042.87,6449579.00, 6
38, 403165.16,6450171.47, 6
39, 398841.69,6451789.72, 8
39, 398533.57,6452582.20, 8
40, 400575.39,6450422.08, 2
40, 400670.84,6450932.71, 2
