# FaultID,X,Y,Top Coal Seam
 1, 399278.93,6452927.32, 3
 1, 399381.24,6453437.15, 3
 2, 401240.45,6449356.34, 7
 2, 400866.74,6450631.48, 7
 3, 397578.96,6448633.35, 9
 3, 397676.52,6449649.37, 9
 4, 403990.10,6444314.36,10
 4, 403911.56,6445296.41,10
 5, 399333.67,6444291.62, 7
 5, 399137.72,6444862.26, 7
 6, 402525.07,6452279.53, 8
 6, 402119.25,6453703.33, 8
 7, 401241.99,6447559.50, 1
 7, 401588.15,6448446.33, 1
 8, 400234.76,6437468.80, 5
 8, 399929.69,6438584.89, 5
 9, 399182.05,6438934.97, 8
 9, 398921.95,6439889.83, 8
10, 403281.95,6456278.61, 9
10, 403092.91,6456888.52, 9
11, 399029.81,6451481.39, 3
11, 399158.26,6452009.65, 3
12, 400681.40,6438133.52, 6
12, 400684.59,6438801.56, 6
13, 401391.40,6454478.93,10
13, 401677.77,6455657.86,10
14, 399770.02,6454396.93, 9
14, 400014.68,6454992.45, 9
15, 401131.48,6450749.75, 3
15, 401069.92,6451326.79, 3
16, 404214.38,6444802.85, 2
16, 403976.64,6445393.21, 2
17, 402118.23,6442210.04, 6
17, 402335.55,6443326.04, 6
18, 399602.88,6447863.00, 3
18, 399625.93,6448533.40, 3
19, 400102.38,6453494.66, 1
19, 400085.99,6454706.51, 1
20, 400096.52,6447929.68, 4
20, 400023.10,6448532.17, 4
21, 402296.87,6454842.34,10
21, 402124.27,6455312.64,10
22, 397838.60,6442556.77, 1
22, 397777.57,6443126.11, 1
23, 400174.48,6442135.64, 8
23, 400312.30,6442698.36, 8
24, 403045.98,6449769.86, 3
24, 403377.86,6451068.80, 3
25, 404130.61,6451371.95, 8
25, 404418.33,6452559.53, 8
26, 402596.53,6437393.23, 9
26, 402971.60,6438693.30, 9
27, 400420.12,6451923.65, 3
27, 400374.64,6453070.47, 3
28, 398799.23,6451938.59, 9
28, 399340.65,6453433.24, 9
29, 402298.72,6446044.34, 4
29, 402238.44,6446844.74, 4
30, 399896.16,6441539.78,10
30, 399701.13,6442689.97,10
31, 398978.04,6438140.69, 3
31, 399354.70,6439816.90, 3
32, 401300.79,6443432.60, 5
32, 400802.01,6444989.37, 5
33, 403855.73,6445593.01, 6
33, 403862.05,6446415.79, 6
34, 403373.65,6447948.51, 4
34, 403039.25,6448827.96, 4
35, 400094.07,6447408.73, 4
35, 400326.63,6448399.54, 4
36, 397683.67,6448666.38, 9
36, 397924.16,6449513.17, 9
37, 399509.75,6442807.59, 7
37, 399908.53,6444380.48, 7
38, 398216.97,6444215.65, 8
38, 398395.25,6444723.22, 8
39, 402620.00,6448089.66,10
39, 402900.01,6449077.64,10
40, 402707.84,6456449.03, 2
40, 402537.64,6457427.04, 2
