# FaultID,X,Y,Top Coal Seam
 1, 400710.36,6451509.95, 9
 1, 400702.68,6452212.52, 9
 2, 403759.19,6442163.75, 8
 2, 403876.99,6442724.94, 8
 3, 400721.15,6451798.20, 5
 3, 400596.95,6452583.35, 5
 4, 401697.47,6453467.50, 4
 4, 401362.80,6454321.67, 4
 5, 398307.63,6440914.62, 1
 5, 398555.17,6441634.52, 1
 6, 400123.33,6440987.87, 3
 6, 400334.67,6441639.04, 3
 7, 400074.70,6440292.93,10
 7, 400142.00,6441696.83,10
 8, 400598.31,6443059.25, 3
 8, 400274.63,6444005.73, 3
 9, 399045.14,6450229.45, 6
 9, 398885.15,6450740.01, 6
10, 400802.19,6450370.73, 1
10, 401108.32,6451794.81, 1
11, 401244.89,6455592.20, 9
11, 401556.62,6456848.55, 9
12, 403366.79,6440309.61, 4
12, 403445.94,6441648.83, 4
13, 402456.46,6456049.67, 3
13, 402346.18,6456837.21, 3
14, 398354.76,6445184.91,10
14, 398538.00,6445992.24,10
15, 403074.06,6455783.73,10
15, 403296.86,6456345.36,10
16, 403191.22,6454855.40,10
16, 403272.72,6455869.69,10
17, 403329.88,6451261.14, 6
17, 403314.31,6452232.46, 6
18, 399841.06,6446223.74, 6
18, 399934.22,6447644.73, 6
19, 402348.81,6442018.79, 1
19, 401965.52,6443142.82, 1
20, 398407.11,6446138.76, 9
20, 398555.95,6446678.47, 9
21, 402616.80,6456026.30,10
21, 402893.57,6457217.77,10
22, 401391.09,6449562.39, 7
22, 401013.69,6450964.68, 7
23, 401121.70,6455012.61, 5
23, 401064.57,6456173.14, 5
24, 398579.51,6447338.90,10
24, 398330.17,6448518.91,10
25, 399555.39,6454917.90, 2
25, 399794.38,6455616.03, 2
26, 403109.47,6437388.39, 7
26, 403149.58,6437960.62, 7
27, 402921.05,6455996.74, 2
27, 403139.76,6456731.06, 2
28, 404180.72,6455541.62, 7
28, 404149.75,6456872.46, 7
29, 401886.89,6452676.16, 4
29, 401491.73,6453703.20, 4
30, 400495.27,6453489.97,10
30, 400634.39,6454334.75,10
31, 404351.79,6445046.49,10
31, 404227.83,6445576.67,10
32, 398663.38,6439849.81, 5
32, 398605.63,6440716.81, 5
33, 397368.48,6446483.08, 6
33, 397442.68,6447299.03, 6
34, 398766.58,6449095.87,10
34, 398871.81,6449758.76,10
35, 401322.33,6453673.64, 6
35, 401294.99,6454284.65, 6
36, 402485.09,6455428.56, 5
36, 402678.20,6456762.08, 5
37, 401953.08,6441971.44,10
37, 401968.62,6442633.70,10
38, 398395.87,6445419.24,10
38, 398252.89,6445976.82,10
39, 399287.97,6444898.74, 2
39, 399165.56,6445549.82, 2
40, 398651.59,6439104.23, 3
40, 398858.90,6439767.18, 3
