# FaultID,X,Y,Top Coal Seam
 1, 399943.34,6447599.68, 8
 1, 400188.56,6448244.25, 8
 2, 403497.08,6454185.14, 1
 2, 403364.25,6455057.36, 1
 3, 401684.31,6439475.59, 6
 3, 402013.40,6440303.79, 6
 4, 400188.89,6437382.87, 3
 4, 400235.16,6438416.01, 3
 5, 400081.63,6453081.99, 8
 5, 399889.55,6453573.62, 8
 6, 399679.70,6443001.25, 6
 6, 399693.58,6443733.07, 6
 7, 398350.02,6443872.18, 6
 7, 398606.22,6444724.74, 6
 8, 403362.91,6441244.68,10
 8, 403638.86,6442421.85,10
 9, 404183.70,6444122.42, 9
 9, 404256.96,6444940.77, 9
10, 402346.11,6445798.13, 2
10, 401994.77,6446663.36, 2
11, 402907.89,6444508.74, 3
11, 402971.36,6445069.33, 3
12, 400164.44,6448590.37, 8
12, 400360.61,6449426.20, 8
13, 397445.69,6447203.61, 8
13, 397310.42,6447690.89, 8
14, 401948.72,6437604.56, 1
14, 401703.52,6438323.06, 1
15, 402269.89,6451827.02, 4
15, 402019.49,6452444.51, 4
16, 400862.65,6439485.32, 1
16, 400624.75,6441021.92, 1
17, 403371.94,6442277.08, 3
17, 403281.16,6442843.39, 3
18, 402418.72,6452857.04, 2
18, 402638.52,6453506.49, 2
19, 404527.48,6447372.04, 4
19, 404391.61,6448297.51, 4
20, 399660.55,6448533.93, 7
20, 399660.00,6449528.78, 7
21, 400337.14,6445224.97, 8
21, 400399.56,6446208.57, 8
22, 399537.89,6443407.60, 6
22, 399654.56,6443923.42, 6
23, 402680.66,6455356.89, 8
23, 402397.04,6456064.63, 8
24, 398453.81,6449525.88, 9
24, 398302.62,6450586.89, 9
25, 397464.38,6448262.57,10
25, 397513.90,6449769.42,10
26, 400253.88,6454854.37,10
26, 400151.91,6455639.39,10
27, 401160.32,6450043.53, 4
27, 401357.49,6450963.49, 4
28, 400926.09,6450512.71, 1
28, 401012.25,6451026.70, 1
29, 398712.56,6446185.78, 7
29, 398619.64,6446741.21, 7
30, 399563.94,6439995.97, 5
30, 399631.40,6440825.41, 5
31, 400085.74,6442618.02, 3
31, 400077.61,6443147.66, 3
32, 401731.17,6448662.13, 3
32, 401797.01,6449277.31, 3
33, 399702.84,6437827.70, 2
33, 399459.24,6438493.90, 2
34, 400562.27,6448669.62, 1
34, 400223.39,6449986.67, 1
35, 399263.33,6437418.82,10
35, 399227.41,6438204.57,10
36, 399395.04,6448870.90, 9
36, 399578.63,6449633.82, 9
37, 402595.55,6443286.86, 9
37, 402477.19,6444582.88, 9
38, 400156.85,6440575.86, 2
38, 400271.03,6441081.17, 2
39, 403076.91,6449475.13, 8
39, 402959.84,6449988.99, 8
40, 401944.67,6453902.83, 4
40, 402105.31,6454570.58, 4
