# FaultID,X,Y,Top Coal Seam
 1, 400131.50,6452433.30, 6
 1, 400077.85,6453105.65, 6
 2, 401580.47,6449264.90, 4
 2, 401587.66,6450080.33, 4
 3, 398766.96,6450471.75, 9
 3, 398486.66,6451523.38, 9
 4, 400287.46,6454436.27, 2
 4, 400183.32,6454942.54, 2
 5, 398878.04,6452896.33, 4
 5, 399071.78,6453515.04, 4
 6, 404392.77,6449414.60, 1
 6, 404237.18,6450062.43, 1
 7, 398215.89,6440400.69, 9
 7, 398397.98,6440926.29, 9
 8, 402567.71,6453102.79, 9
 8, 402541.87,6454207.93, 9
 9, 402271.06,6450434.39, 1
 9, 402137.50,6451597.66, 1
10, 399857.83,6450963.49, 8
10, 400017.48,6451566.04, 8
11, 399861.22,6457058.63, 6
11, 399818.53,6457778.73, 6
12, 401016.72,6445094.09, 9
12, 400867.30,6445602.44, 9
13, 402148.73,6451490.80, 8
13, 402001.54,6452072.62, 8
14, 401729.04,6453805.09, 2
14, 401996.19,6454643.01, 2
15, 402509.16,6442365.73, 9
15, 402344.90,6442849.65, 9
16, 399513.13,6443911.25, 1
16, 399570.44,6444866.10, 1
17, 397954.02,6447591.58, 7
17, 397784.42,6448069.81, 7
18, 401147.61,6455110.00, 1
18, 401090.46,6455752.30, 1
19, 399771.85,6439918.43, 7
19, 399802.80,6441206.66, 7
20, 400197.10,6450207.47, 8
20, 400437.79,6450886.32, 8
21, 401117.97,6441985.45, 8
21, 400885.61,6442590.91, 8
22, 398871.22,6451025.40, 9
22, 398929.40,6451747.28, 9
23, 398762.16,6451578.82, 6
23, 398575.52,6452491.98, 6
24, 400278.36,6444443.04, 5
24, 400103.15,6445891.10, 5
25, 402509.80,6441744.34, 6
25, 402672.40,6442916.04, 6
26, 402027.55,6451678.71, 3
26, 401747.64,6452373.62, 3
27, 402044.87,6451463.81, 9
27, 401694.52,6452422.67, 9
28, 400627.52,6445889.86, 1
28, 400872.55,6446648.80, 1
29, 399408.33,6445353.71, 8
29, 399426.19,6446341.16, 8
30, 397684.51,6445829.98, 4
30, 397864.85,6446842.42, 4
31, 404206.11,6451740.27, 1
31, 404215.15,6452449.00, 1
32, 401888.78,6453507.60,10
32, 402303.69,6454517.90,10
33, 400970.66,6451313.84, 3
33, 401110.17,6452139.92, 3
34, 399293.20,6440435.59, 3
34, 399440.38,6441221.95, 3
35, 399404.22,6451245.96, 1
35, 399045.10,6452502.76, 1
36, 403961.55,6445095.62, 7
36, 403847.03,6445969.19, 7
37, 399513.15,6450585.22,10
37, 399521.70,6451227.95,10
38, 403537.88,6456913.98,10
38, 403380.03,6457437.67,10
39, 404541.79,6452235.03, 9
39, 404307.02,6453334.15, 9
40, 397921.20,6446995.08, 7
40, 397717.98,6448142.97, 7
