# FaultID,X,Y,Top Coal Seam
 1, 403609.19,6439460.83, 7
 1, 403659.46,6440348.18, 7
 2, 398330.05,6449368.17, 2
 2, 398374.24,6450244.99, 2
 3, 402277.10,6453197.74, 4
 3, 402025.97,6453895.68, 4
 4, 398233.22,6439411.16, 7
 4, 398166.91,6440610.60, 7
 5, 404235.98,6456801.78, 8
 5, 404289.21,6457661.81, 8
 6, 400673.43,6448015.88, 5
 6, 400672.67,6448952.75, 5
 7, 399844.47,6448476.90, 8
 7, 399730.51,6448989.01, 8
 8, 404610.39,6452398.30,10
 8, 404424.92,6453069.65,10
 9, 403213.28,6442498.00,10
 9, 403427.99,6443369.48,10
10, 400181.92,6438007.44, 5
10, 400074.38,6438628.90, 5
11, 400205.34,6455142.39, 4
11, 399912.96,6455907.54, 4
12, 400052.10,6451431.92, 6
12, 399886.96,6452918.12, 6
13, 399918.41,6451743.32, 8
13, 399989.63,6452767.90, 8
14, 400100.59,6443246.53, 5
14, 400170.81,6444164.05, 5
15, 403766.06,6445317.64, 5
15, 403973.49,6445903.62, 5
16, 400922.42,6454262.41, 9
16, 401021.93,6454767.49, 9
17, 401090.85,6446216.80, 1
17, 401145.45,6446889.96, 1
18, 401942.33,6455350.95, 8
18, 401802.38,6455859.47, 8
19, 401124.70,6441777.87, 3
19, 400937.07,6442851.84, 3
20, 399812.86,6450091.15, 9
20, 399974.95,6450800.46, 9
21, 401381.50,6455259.12, 5
21, 401562.58,6455974.56, 5
22, 403237.60,6448653.43, 1
22, 402935.99,6449577.48, 1
23, 399079.33,6443589.25,10
23, 399058.57,6444143.74,10
24, 398770.07,6447064.16, 2
24, 398746.50,6447970.52, 2
25, 404208.33,6448841.10, 3
25, 404253.95,6450096.76, 3
26, 402968.69,6448128.23, 5
26, 402865.73,6449123.00, 5
27, 402857.80,6450293.65, 7
27, 402689.06,6451067.54, 7
28, 402246.39,6447585.79, 6
28, 401953.46,6448867.96, 6
29, 403158.70,6438632.66, 7
29, 403144.17,6440083.98, 7
30, 401000.24,6446155.05, 7
30, 401100.22,6447102.76, 7
31, 400078.79,6456532.76, 2
31, 399955.74,6457703.48, 2
32, 397643.14,6447160.72, 4
32, 397480.87,6447974.01, 4
33, 400977.49,6441338.52, 8
33, 400649.95,6442253.27, 8
34, 404628.34,6453361.12, 5
34, 404407.34,6454111.72, 5
35, 400511.63,6445426.81, 2
35, 400317.94,6446150.94, 2
36, 400921.66,6453215.28, 7
36, 400885.23,6453750.59, 7
37, 402907.97,6446846.34, 7
37, 403032.20,6447396.70, 7
38, 403035.80,6439467.13, 9
38, 403192.76,6439963.50, 9
39, 398192.58,6447039.80, 7
39, 398104.51,6448055.37, 7
40, 397764.43,6445096.10, 7
40, 397310.12,6446804.81, 7
