# FaultID,X,Y,Top Coal Seam
 1, 398910.87,6452619.51, 7
 1, 398886.24,6453338.87, 7
 2, 400817.08,6445060.66, 2
 2, 400972.13,6445839.54, 2
 3, 404076.81,6441416.68, 5
 3, 404233.56,6442628.16, 5
 4, 403127.32,6441738.97, 1
 4, 403241.36,6442467.98, 1
 5, 398328.29,6451077.41, 2
 5, 398516.79,6451577.55, 2
 6, 400290.78,6454596.22, 9
 6, 400215.06,6455164.36, 9
 7, 400843.52,6443030.49, 5
 7, 401037.04,6443526.46, 5
 8, 400407.71,6447831.86, 9
 8, 400455.70,6448616.79, 9
 9, 403081.59,6452606.69, 7
 9, 403169.23,6453113.38, 7
10, 399802.29,6454115.07, 9
10, 400308.44,6455404.49, 9
11, 397878.75,6449694.02, 2
11, 397907.26,6450229.66, 2
12, 398430.72,6443509.89, 8
12, 398174.50,6444673.29, 8
13, 403331.81,6441361.47,10
13, 403447.10,6442277.68,10
14, 402323.78,6441567.32, 7
14, 402530.55,6442175.86, 7
15, 401043.63,6451917.80, 5
15, 400768.34,6452829.92, 5
16, 404598.23,6452975.99, 8
16, 404586.52,6453476.65, 8
17, 403303.12,6452061.33, 4
17, 402911.63,6453014.42, 4
18, 398457.96,6443443.49, 8
18, 398755.56,6444385.69, 8
19, 400826.86,6442956.78, 5
19, 400742.68,6443507.22, 5
20, 399333.36,6442298.33, 3
20, 399375.97,6443325.72, 3
21, 398979.49,6448118.13, 2
21, 398885.78,6448868.34, 2
22, 404119.20,6441564.38, 8
22, 404173.21,6442516.02, 8
23, 398188.17,6447839.29, 3
23, 397750.98,6449229.20, 3
24, 401796.38,6438355.91, 9
24, 402222.46,6439649.04, 9
25, 401978.47,6448776.79, 5
25, 402044.70,6449783.64, 5
26, 404399.98,6445127.36, 9
26, 404513.30,6446055.17, 9
27, 398657.23,6442408.81, 3
27, 398153.57,6444005.38, 3
28, 399518.46,6442404.89, 6
28, 399289.41,6443215.14, 6
29, 404429.48,6451225.37, 3
29, 404594.11,6452244.76, 3
30, 400039.50,6456817.09, 1
30, 400313.47,6457719.22, 1
31, 402738.29,6449332.21, 4
31, 402778.00,6450028.49, 4
32, 397743.76,6448599.11, 7
32, 397847.94,6449548.01, 7
33, 402605.31,6454756.96, 8
33, 402619.06,6455424.48, 8
34, 399586.25,6450370.91, 5
34, 400123.74,6451672.38, 5
35, 402656.02,6452745.53,10
35, 402313.89,6453749.26,10
36, 399159.20,6438491.93, 1
36, 399595.08,6440007.25, 1
37, 402671.76,6447273.90, 2
37, 402581.06,6448248.33, 2
38, 403724.63,6439880.40, 6
38, 403448.37,6440717.38, 6
39, 403002.54,6449824.91, 6
39, 403188.83,6450506.42, 6
40, 401962.10,6440243.77, 5
40, 401673.75,6440954.33, 5
