# FaultID,X,Y,Top Coal Seam
 1, 398273.59,6445852.41, 1
 1, 397898.42,6446782.16, 1
 2, 401920.93,6439766.24,10
 2, 402039.03,6440353.62,10
 3, 397751.61,6443474.66, 1
 3, 397923.97,6444142.01, 1
 4, 402949.66,6449551.07, 8
 4, 402784.83,6450470.74, 8
 5, 398654.54,6447683.29, 6
 5, 398573.32,6448271.95, 6
 6, 400521.02,6443100.16, 9
 6, 400356.57,6443721.24, 9
 7, 398923.40,6445668.10, 9
 7, 398756.97,6447153.89, 9
 8, 399531.46,6447984.71, 6
 8, 399498.74,6448557.66, 6
 9, 404509.10,6448859.02,10
 9, 404585.17,6449792.95,10
10, 399595.82,6450045.72, 7
10, 399822.88,6450643.49, 7
11, 400907.63,6446881.48, 1
11, 400555.18,6447737.99, 1
12, 400872.88,6450031.81, 5
12, 400749.18,6450629.81, 5
13, 398690.96,6444803.66, 4
13, 398734.59,6445308.49, 4
14, 400175.54,6455159.48,10
14, 399865.94,6455930.73,10
15, 401147.89,6447359.64, 7
15, 401073.07,6448000.06, 7
16, 399380.01,6443795.97, 4
16, 399426.86,6444496.04, 4
17, 399924.53,6442327.88,10
17, 400176.84,6443385.10,10
18, 401804.75,6452118.62, 6
18, 401637.73,6452614.38, 6
19, 399407.11,6440643.83, 6
19, 399509.57,6441296.58, 6
20, 403343.52,6452102.75, 7
20, 403181.38,6452646.87, 7
21, 403010.98,6453049.89, 1
21, 403425.42,6454344.93, 1
22, 402301.30,6448748.84, 3
22, 402384.97,6449424.61, 3
23, 398238.19,6442614.69, 3
23, 398076.03,6443715.23, 3
24, 398741.02,6444235.25, 3
24, 398631.80,6445417.21, 3
25, 403894.51,6442040.33, 8
25, 403560.85,6443071.47, 8
26, 400918.50,6444699.20,10
26, 400732.16,6445217.02,10
27, 400350.15,6448659.68, 5
27, 400506.96,6449259.92, 5
28, 401369.98,6447689.63, 1
28, 401792.66,6448786.64, 1
29, 402245.77,6453156.45,10
29, 402227.93,6453807.80,10
30, 400050.28,6445070.17, 2
30, 400077.90,6445772.53, 2
31, 399580.48,6441517.71,10
31, 399713.23,6442119.85,10
32, 400139.18,6450939.36, 1
32, 400199.93,6451484.57, 1
33, 400451.78,6450181.46,10
33, 400456.60,6450960.91,10
34, 400642.55,6440460.91, 8
34, 400458.54,6441012.38, 8
35, 398963.61,6446150.90, 7
35, 398959.71,6447178.20, 7
36, 399172.79,6441893.40, 2
36, 399277.59,6442688.96, 2
37, 402295.12,6448630.81,10
37, 402387.70,6449694.10,10
38, 399458.48,6451006.83, 4
38, 399404.85,6451538.25, 4
39, 403486.89,6439825.77, 4
39, 403409.46,6440394.89, 4
40, 404444.13,6445368.65, 7
40, 404295.92,6446645.15, 7
