# FaultID,X,Y,Top Coal Seam
 1, 400631.88,6451915.56, 2
 1, 400869.94,6453150.88, 2
 2, 404064.51,6441809.65,10
 2, 404094.02,6442372.65,10
 3, 403194.03,6455665.61, 6
 3, 402994.31,6456222.61, 6
 4, 401795.18,6451062.64, 2
 4, 402139.86,6452183.96, 2
 5, 400545.12,6442880.94,10
 5, 400354.48,6443822.07,10
 6, 402317.15,6443649.05, 5
 6, 402422.58,6444423.49, 5
 7, 403297.56,6451833.72, 4
 7, 403381.84,6452460.48, 4
 8, 401169.92,6449343.17, 4
 8, 401104.33,6449914.90, 4
 9, 397967.59,6450247.59, 7
 9, 398087.21,6451458.77, 7
10, 401646.26,6440570.56, 6
10, 401701.65,6441171.32, 6
11, 400947.28,6449538.94, 6
11, 400774.30,6450783.91, 6
12, 402399.31,6451880.16, 4
12, 402710.22,6453304.88, 4
13, 404268.61,6451077.00, 8
13, 404354.15,6451730.28, 8
14, 399664.10,6445732.85, 6
14, 399743.91,6446361.01, 6
15, 398548.41,6442685.79, 5
15, 398367.86,6443770.04, 5
16, 402106.79,6456667.24,10
16, 401814.28,6457437.88,10
17, 399828.07,6448623.27, 9
17, 399772.61,6449405.53, 9
18, 398431.88,6443731.98, 3
18, 398233.20,6444897.64, 3
19, 399857.62,6438421.42, 3
19, 400064.78,6439050.81, 3
20, 404180.71,6450637.09,10
20, 404440.04,6451271.01,10
21, 399386.89,6441902.08,10
21, 399315.27,6443170.26,10
22, 397968.19,6447387.91, 3
22, 397853.00,6448051.96, 3
23, 399170.40,6450707.67, 1
23, 399330.21,6451233.97, 1
24, 400112.61,6453343.07, 4
24, 400230.67,6454436.85, 4
25, 404506.33,6447757.96,10
25, 404287.74,6448441.25,10
26, 398792.26,6438398.79, 2
26, 398903.99,6439773.32, 2
27, 398883.35,6451862.51, 3
27, 399060.34,6452484.97, 3
28, 400093.00,6447990.86, 4
28, 399984.95,6448486.72, 4
29, 399799.20,6448901.38, 3
29, 399664.94,6449449.01, 3
30, 401186.40,6453374.85, 1
30, 401562.38,6454405.56, 1
31, 399673.65,6448061.17, 2
31, 399806.14,6448639.35, 2
32, 401205.75,6453087.76, 1
32, 401513.31,6454358.61, 1
33, 400302.64,6442386.84, 6
33, 400438.53,6443038.54, 6
34, 402427.94,6447866.21, 7
34, 402444.01,6448719.64, 7
35, 400635.49,6443110.67, 6
35, 400848.99,6444206.28, 6
36, 402827.80,6451940.84, 6
36, 402593.20,6452758.17, 6
37, 400509.50,6449708.76, 5
37, 400658.29,6450221.61, 5
38, 401008.48,6444491.52, 2
38, 401159.96,6445115.27, 2
39, 401827.44,6438255.69, 2
39, 401785.35,6438895.88, 2
40, 400231.63,6442144.81, 5
40, 400258.44,6442728.20, 5
