# FaultID,X,Y,Top Coal Seam
 1, 402440.97,6449582.28, 8
 1, 402689.26,6450326.78, 8
 2, 398765.92,6451660.45, 8
 2, 398884.19,6452201.85, 8
 3, 399490.74,6452668.31, 6
 3, 399439.69,6453327.08, 6
 4, 402149.19,6449946.23, 9
 4, 401802.21,6451257.63, 9
 5, 400364.59,6449772.71, 3
 5, 400256.50,6450291.49, 3
 6, 399265.56,6441690.29, 1
 6, 399531.45,6442476.17, 1
 7, 399444.32,6451139.06, 1
 7, 399237.83,6451895.25, 1
 8, 400509.74,6451577.40, 9
 8, 400326.54,6452115.99, 9
 9, 403206.96,6449650.41, 9
 9, 403250.82,6450889.38, 9
10, 398957.15,6442975.34, 4
10, 398709.17,6443973.73, 4
11, 404089.55,6443547.93, 4
11, 403981.75,6444402.98, 4
12, 397405.27,6448533.65, 2
12, 397597.08,6449169.08, 2
13, 404129.72,6456788.88, 8
13, 404325.45,6457265.90, 8
14, 400741.51,6453747.52, 1
14, 400469.91,6454463.72, 1
15, 401429.88,6457156.56,10
15, 401321.51,6457826.18,10
16, 399164.83,6441651.71, 6
16, 398970.93,6442940.53, 6
17, 401899.30,6451517.85, 1
17, 401941.43,6452038.73, 1
18, 401904.40,6453015.37, 2
18, 401941.80,6453909.26, 2
19, 399624.12,6449605.93,10
19, 400007.25,6450658.43,10
20, 401742.91,6449601.00, 1
20, 401727.60,6450561.38, 1
21, 400938.15,6455801.35, 6
21, 401106.24,6457512.99, 6
22, 402068.75,6450973.40, 7
22, 402477.46,6452185.35, 7
23, 399328.10,6445134.83, 4
23, 399637.71,6446301.70, 4
24, 403367.77,6440167.21,10
24, 403608.93,6441613.82,10
25, 399115.56,6446593.15, 4
25, 398937.35,6447082.87, 4
26, 399065.59,6448987.60, 4
26, 399445.31,6450095.86, 4
27, 400846.06,6449486.75, 2
27, 400610.96,6450257.94, 2
28, 402114.24,6452167.75, 3
28, 402428.57,6452963.30, 3
29, 400872.07,6441413.06, 4
29, 400876.36,6442050.00, 4
30, 399983.90,6439062.33, 6
30, 399814.82,6439729.24, 6
31, 400002.09,6451409.26, 2
31, 400121.50,6451978.22, 2
32, 398621.62,6438037.92, 4
32, 398871.49,6438721.27, 4
33, 400233.33,6439575.51, 1
33, 400275.77,6440657.55, 1
34, 402828.70,6450768.43, 8
34, 402862.60,6451368.70, 8
35, 400364.88,6444862.75, 4
35, 400637.03,6445986.82, 4
36, 402905.50,6447945.44, 8
36, 403190.81,6448860.15, 8
37, 398134.52,6442113.54, 7
37, 398246.31,6442970.75, 7
38, 398803.85,6441467.03, 4
38, 398977.65,6441992.21, 4
39, 402899.11,6446883.99, 9
39, 403125.80,6447508.19, 9
40, 398343.96,6449445.58, 4
40, 398447.69,6450641.00, 4
