# FaultID,X,Y,Top Coal Seam
 1, 401203.52,6447458.14, 4
 1, 401499.52,6448844.38, 4
 2, 399885.34,6437947.61, 8
 2, 400048.80,6438768.36, 8
 3, 404210.57,6450539.10, 1
 3, 404253.59,6451058.76, 1
 4, 399959.58,6456501.27,10
 4, 399968.25,6457191.61,10
 5, 398979.72,6445503.77, 9
 5, 399220.36,6446721.31, 9
 6, 398443.16,6440786.16, 1
 6, 398420.45,6441439.92, 1
 7, 399700.55,6450122.66, 5
 7, 400041.95,6451226.86, 5
 8, 401229.79,6453695.77, 4
 8, 401406.32,6454255.92, 4
 9, 397442.96,6446759.74, 5
 9, 397789.23,6447881.60, 5
10, 398658.37,6452212.54, 1
10, 398857.97,6452793.90, 1
11, 401369.91,6447417.67,10
11, 401577.40,6448165.80,10
12, 400252.08,6448643.93, 2
12, 400066.21,6449520.76, 2
13, 399962.34,6448344.19, 5
13, 400231.19,6449499.88, 5
14, 400684.18,6450117.80,10
14, 400334.59,6450989.90,10
15, 400138.78,6440384.19, 3
15, 400195.36,6441025.68, 3
16, 398652.10,6446976.41, 5
16, 398558.68,6447788.68, 5
17, 403109.63,6450587.16, 5
17, 402932.36,6451190.85, 5
18, 400729.83,6438682.91, 8
18, 400683.52,6439436.70, 8
19, 401288.81,6450525.02, 3
19, 400939.43,6451656.45, 3
20, 400184.70,6450684.01, 6
20, 400177.67,6451514.68, 6
21, 398558.05,6446539.75, 9
21, 398201.78,6447468.56, 9
22, 399414.30,6448699.86, 4
22, 399649.55,6449320.34, 4
23, 400424.53,6455046.45, 2
23, 400626.02,6455541.88, 2
24, 398768.37,6449206.42, 8
24, 398529.90,6450271.49, 8
25, 401438.32,6451076.03, 8
25, 401724.15,6451789.40, 8
26, 401507.60,6448526.36, 9
26, 401669.91,6449306.96, 9
27, 402073.87,6456056.12, 7
27, 402123.94,6456653.51, 7
28, 402915.28,6455900.38, 8
28, 402751.56,6457034.14, 8
29, 403513.75,6438820.88, 4
29, 403639.47,6439325.04, 4
30, 403206.00,6438554.27, 2
30, 402948.55,6439436.17, 2
31, 400122.00,6448191.93, 9
31, 399986.93,6448952.49, 9
32, 403170.63,6453587.73, 6
32, 403130.99,6454093.05, 6
33, 400837.04,6442277.09, 8
33, 400959.82,6442882.05, 8
34, 402499.96,6457195.13, 7
34, 402512.15,6457993.90, 7
35, 398022.65,6446486.69, 8
35, 398152.45,6447099.81, 8
36, 401625.21,6453894.31, 5
36, 401453.36,6454468.03, 5
37, 399529.23,6447290.39,10
37, 399533.57,6447791.95,10
38, 402824.04,6452598.65, 7
38, 403041.75,6453143.10, 7
39, 402329.39,6448505.16,10
39, 402320.69,6449116.65,10
40, 403128.03,6456662.58, 9
40, 403274.66,6457147.95, 9
