# FaultID,X,Y,Top Coal Seam
 1, 400561.16,6445440.39, 9
 1, 400149.18,6446748.90, 9
 2, 400423.89,6445964.90, 8
 2, 400524.39,6446508.71, 8
 3, 402013.68,6446110.04, 8
 3, 402399.80,6447177.22, 8
 4, 399071.22,6438637.91, 7
 4, 398645.95,6439844.67, 7
 5, 403137.94,6450665.79, 6
 5, 403119.10,6451658.56, 6
 6, 398000.79,6443122.37, 6
 6, 397733.70,6443861.82, 6
 7, 402439.56,6456961.94, 1
 7, 402289.86,6457878.63, 1
 8, 401656.81,6439570.54, 3
 8, 401872.46,6440142.01, 3
 9, 400341.22,6453834.31,10
 9, 400375.90,6454492.10,10
10, 400024.36,6454812.68,10
10, 400148.52,6455599.85,10
11, 403007.85,6438101.82, 5
11, 402898.22,6438592.89, 5
12, 400661.62,6453157.52, 9
12, 400878.58,6453806.50, 9
13, 398995.67,6452532.70,10
13, 399463.22,6453689.98,10
14, 399948.03,6440274.69, 6
14, 400084.41,6441064.34, 6
15, 402631.24,6443362.66, 5
15, 402413.17,6444205.04, 5
16, 401869.29,6456227.86, 1
16, 401967.43,6456758.72, 1
17, 402433.34,6445018.97, 4
17, 402167.88,6446184.31, 4
18, 398123.66,6450222.76, 7
18, 398158.64,6450790.97, 7
19, 398272.69,6444691.90, 8
19, 398262.72,6445416.56, 8
20, 403685.88,6438688.47, 7
20, 403857.49,6439196.51, 7
21, 403286.24,6440982.30, 4
21, 403295.52,6441576.09, 4
22, 400749.81,6452131.10, 6
22, 400934.12,6452597.94, 6
23, 402528.90,6452207.72, 5
23, 402905.88,6453460.52, 5
24, 398457.61,6447918.71,10
24, 399005.55,6449252.44,10
25, 400399.78,6456609.52, 2
25, 400110.76,6457681.82, 2
26, 398610.45,6437924.64, 3
26, 398678.51,6438731.68, 3
27, 403696.08,6444542.99, 4
27, 403606.28,6445070.16, 4
28, 400538.75,6444244.19, 3
28, 400355.40,6444862.24, 3
29, 404187.39,6445697.97, 8
29, 403851.53,6446620.13, 8
30, 398521.13,6440242.65, 7
30, 398728.55,6441036.98, 7
31, 397658.59,6446221.10, 5
31, 397646.40,6447003.42, 5
32, 401500.61,6447732.74, 2
32, 401194.41,6448638.23, 2
33, 399310.37,6441723.99, 4
33, 399066.72,6442462.28, 4
34, 402380.32,6447849.32, 9
34, 402275.77,6449048.86, 9
35, 398618.99,6447146.34, 2
35, 398570.02,6447928.93, 2
36, 400649.41,6452006.44, 5
36, 400491.92,6453121.67, 5
37, 398910.94,6441525.22, 2
37, 398885.19,6442519.86, 2
38, 400275.38,6453560.68, 4
38, 400102.52,6454168.25, 4
39, 401772.87,6453953.91, 6
39, 401838.78,6454815.54, 6
40, 400612.56,6439506.17, 3
40, 400708.42,6440107.43, 3
