# FaultID,X,Y,Top Coal Seam
 1, 402586.12,6452450.20, 7
 1, 402456.38,6452994.14, 7
 2, 400594.61,6456075.90, 4
 2, 400542.27,6456999.33, 4
 3, 399607.37,6445990.98, 7
 3, 399543.41,6446522.23, 7
 4, 399744.78,6449982.50, 7
 4, 399832.73,6450591.16, 7
 5, 400578.98,6441047.97, 7
 5, 400680.79,6441803.36, 7
 6, 398163.23,6450178.08, 9
 6, 398009.41,6450686.66, 9
 7, 399963.06,6442905.19, 5
 7, 400139.67,6444543.03, 5
 8, 401904.05,6449241.07, 9
 8, 401723.87,6450092.78, 9
 9, 398909.56,6442109.56, 9
 9, 399023.63,6443133.58, 9
10, 401249.12,6448217.70, 9
10, 401316.37,6449960.37, 9
11, 403401.87,6453044.57, 2
11, 403474.12,6453550.24, 2
12, 400613.38,6449175.09, 6
12, 400195.78,6450608.32, 6
13, 399929.97,6442395.53, 6
13, 399741.58,6443250.73, 6
14, 399118.46,6446233.63, 4
14, 398986.20,6447160.03, 4
15, 402927.20,6449496.07, 4
15, 403131.11,6450566.22, 4
16, 399233.11,6443189.88, 7
16, 399094.40,6443828.49, 7
17, 398799.55,6440202.58, 2
17, 398733.08,6440808.01, 2
18, 402750.78,6438691.17, 3
18, 403020.25,6439481.77, 3
19, 397427.13,6447353.80, 6
19, 397688.86,6448371.38, 6
20, 402050.40,6446558.51, 4
20, 401901.22,6447164.03, 4
21, 401810.33,6449686.96, 9
21, 401621.82,6450478.73, 9
22, 404492.62,6446572.56, 2
22, 404264.82,6447902.85, 2
23, 400862.55,6454506.67, 4
23, 401093.65,6455348.24, 4
24, 404382.82,6456496.46, 7
24, 404586.77,6457300.86, 7
25, 402130.62,6440257.05, 9
25, 402003.76,6440983.53, 9
26, 398585.25,6451193.22,10
26, 398434.45,6451672.05,10
27, 398143.73,6442177.14, 6
27, 397966.90,6442805.28, 6
28, 400732.53,6453088.41,10
28, 401089.92,6454116.40,10
29, 401186.34,6455377.04, 9
29, 401689.19,6456882.81, 9
30, 399865.52,6451022.02, 9
30, 399708.78,6451551.63, 9
31, 401900.78,6451565.97, 4
31, 401882.36,6452194.58, 4
32, 402943.57,6454292.45, 9
32, 402872.59,6455441.30, 9
33, 401137.79,6443404.73, 5
33, 401319.12,6444472.99, 5
34, 403190.09,6451465.50, 3
34, 403032.45,6452366.47, 3
35, 400710.64,6448414.23, 9
35, 400996.75,6449259.01, 9
36, 402451.45,6442677.95, 6
36, 402712.81,6443365.37, 6
37, 399123.86,6439475.42, 9
37, 399147.32,6440204.17, 9
38, 400116.39,6454891.04, 1
38, 399753.82,6456508.16, 1
39, 400675.55,6437487.27, 3
39, 400430.78,6438133.14, 3
40, 400778.56,6449784.62, 6
40, 400706.52,6450292.28, 6
