# FaultID,X,Y,Top Coal Seam
 1, 401034.63,6454492.20, 9
 1, 400942.97,6456075.64, 9
 2, 404156.77,6455876.94, 7
 2, 404024.72,6456530.53, 7
 3, 399435.33,6439929.40, 2
 3, 399551.60,6441522.04, 2
 4, 401790.33,6452692.09, 5
 4, 401808.85,6453637.21, 5
 5, 402509.30,6454018.35, 1
 5, 402886.71,6455038.37, 1
 6, 399648.45,6443709.54, 9
 6, 399719.78,6444322.12, 9
 7, 404497.86,6457423.02, 7
 7, 404361.66,6457919.76, 7
 8, 404365.09,6452901.23, 3
 8, 404147.31,6453541.83, 3
 9, 401445.93,6447471.81, 7
 9, 401304.37,6448148.30, 7
10, 398323.99,6443625.63, 6
10, 398373.65,6444348.96, 6
11, 401464.65,6453614.48,10
11, 401425.31,6454675.20,10
12, 403908.36,6446574.61, 2
12, 404203.50,6447788.24, 2
13, 400821.82,6441337.84, 8
13, 400896.39,6441895.40, 8
14, 403157.53,6455771.47,10
14, 403461.93,6456669.77,10
15, 400506.94,6440072.39, 8
15, 400923.61,6441261.56, 8
16, 398742.20,6449440.39, 3
16, 398689.47,6450038.99, 3
17, 399454.04,6452762.77, 7
17, 399625.89,6453726.98, 7
18, 402318.47,6442502.72, 4
18, 402168.15,6443007.54, 4
19, 402678.61,6450653.77, 8
19, 402994.76,6451432.06, 8
20, 400027.39,6446517.81, 1
20, 400005.49,6447110.32, 1
21, 398650.96,6448047.89, 7
21, 398933.47,6448737.04, 7
22, 404111.01,6442731.20, 4
22, 403837.96,6443444.64, 4
23, 400313.31,6443212.49, 2
23, 400267.61,6443786.60, 2
24, 398497.65,6450755.66, 3
24, 398314.34,6451271.30, 3
25, 403803.53,6442431.00,10
25, 404290.31,6443687.15,10
26, 399754.54,6444499.97, 1
26, 399589.69,6444997.18, 1
27, 398159.47,6447703.62,10
27, 398505.38,6448591.73,10
28, 404102.52,6446357.11, 9
28, 404093.63,6446976.57, 9
29, 397745.90,6445557.43, 8
29, 398133.06,6446556.95, 8
30, 402400.97,6455939.04, 5
30, 402180.52,6456801.07, 5
31, 401627.84,6455890.27, 9
31, 401449.99,6456461.80, 9
32, 401828.54,6455445.81, 5
32, 401915.06,6455999.31, 5
33, 400117.21,6437605.10, 5
33, 400154.35,6438410.73, 5
34, 401490.22,6454312.99, 8
34, 401686.35,6455002.14, 8
35, 402441.99,6448242.17, 5
35, 402629.37,6448728.38, 5
36, 403407.67,6443892.20, 6
36, 403603.73,6444593.52, 6
37, 401328.66,6455263.74, 6
37, 401170.60,6455813.87, 6
38, 403240.20,6454372.88, 6
38, 403071.51,6454897.95, 6
39, 402612.64,6444214.31, 2
39, 402664.56,6445167.92, 2
40, 398358.57,6447617.13, 1
40, 398551.39,6448212.02, 1
