# FaultID,X,Y,Top Coal Seam
 1, 397733.16,6447204.99, 1
 1, 398056.04,6448585.05, 1
 2, 404331.92,6443486.09, 3
 2, 403979.22,6444769.73, 3
 3, 400715.47,6438877.38, 9
 3, 400643.56,6439701.40, 9
 4, 400588.37,6445448.60, 4
 4, 400400.15,6446541.50, 4
 5, 401917.42,6449901.47, 3
 5, 402063.61,6451417.01, 3
 6, 400771.85,6437630.94, 6
 6, 400666.48,6438526.35, 6
 7, 399809.49,6451903.83, 3
 7, 400030.10,6452530.43, 3
 8, 404130.48,6445988.41, 3
 8, 404102.91,6446955.84, 3
 9, 399289.43,6453018.95, 8
 9, 399132.87,6453545.36, 8
10, 401191.66,6451145.04, 7
10, 401305.94,6451653.29, 7
11, 404301.13,6444596.50, 2
11, 404342.72,6445133.24, 2
12, 398705.63,6437456.29,10
12, 398799.30,6437957.92,10
13, 398876.74,6438776.05, 5
13, 398740.80,6439779.34, 5
14, 401834.09,6437980.14, 2
14, 401741.05,6438532.13, 2
15, 400073.22,6442609.14, 4
15, 399955.07,6443225.49, 4
16, 399066.22,6446687.73, 5
16, 399222.71,6447176.75, 5
17, 398348.46,6445916.23, 8
17, 398829.35,6447163.43, 8
18, 402152.85,6447550.53, 7
18, 401983.44,6448154.49, 7
19, 398604.79,6442345.18,10
19, 398486.69,6443781.24,10
20, 402265.21,6444622.06, 6
20, 402537.78,6445988.36, 6
21, 397349.88,6446739.34, 2
21, 397376.82,6447803.79, 2
22, 403343.19,6439151.52, 4
22, 403445.37,6439721.35, 4
23, 399927.59,6454639.69, 3
23, 399753.41,6455571.35, 3
24, 403293.62,6449481.79, 3
24, 403294.13,6450114.72, 3
25, 397421.51,6445761.41, 5
25, 397609.99,6446548.86, 5
26, 397995.08,6445525.07, 3
26, 397741.71,6446730.59, 3
27, 401060.21,6450690.43, 3
27, 401100.91,6451250.64, 3
28, 398130.81,6443977.04, 5
28, 398079.67,6444523.54, 5
29, 400105.19,6439679.55, 2
29, 400011.66,6440593.46, 2
30, 401943.39,6443200.47, 8
30, 402147.37,6443844.44, 8
31, 399755.19,6441341.78, 3
31, 399312.64,6442638.15, 3
32, 401046.67,6447347.65, 4
32, 401084.94,6447853.21, 4
33, 400994.05,6455349.64, 1
33, 401037.34,6456265.62, 1
34, 401375.37,6451730.92, 4
34, 401073.92,6453149.34, 4
35, 401360.35,6446965.41, 4
35, 401649.35,6448165.28, 4
36, 398587.07,6443727.97,10
36, 398554.18,6445208.54,10
37, 404352.13,6450397.34, 7
37, 404179.74,6451082.94, 7
38, 399411.65,6453315.11, 9
38, 399378.01,6454303.76, 9
39, 403063.46,6455759.75, 9
39, 403054.45,6456945.24, 9
40, 399575.14,6451470.47, 8
40, 399440.05,6452019.49, 8
