# FaultID,X,Y,Top Coal Seam
 1, 403933.69,6447732.41, 9
 1, 403989.96,6448246.06, 9
 2, 402929.66,6439604.40,10
 2, 403213.72,6440504.58,10
 3, 400187.84,6454531.52, 7
 3, 400482.42,6455468.92, 7
 4, 398632.94,6442436.00, 2
 4, 398529.17,6443206.45, 2
 5, 400265.05,6451111.59, 9
 5, 400385.22,6451945.79, 9
 6, 399883.02,6437424.32, 3
 6, 399464.01,6438576.97, 3
 7, 401391.51,6456196.10, 2
 7, 401205.65,6456952.50, 2
 8, 404209.66,6445071.43, 4
 8, 403905.47,6446239.49, 4
 9, 399841.78,6450673.56,10
 9, 399798.98,6451475.90,10
10, 397634.45,6445597.08, 7
10, 397684.05,6446146.53, 7
11, 399111.83,6444990.37, 5
11, 399107.86,6445933.42, 5
12, 400419.37,6442284.16, 6
12, 400346.50,6442974.41, 6
13, 400612.58,6439461.73,10
13, 400224.81,6440512.17,10
14, 404091.96,6451228.74,10
14, 404225.20,6451710.97,10
15, 398575.26,6446208.20,10
15, 398281.52,6447089.27,10
16, 400914.00,6446098.74, 1
16, 400801.02,6446613.60, 1
17, 402343.30,6453266.45,10
17, 402263.27,6453839.63,10
18, 399955.90,6442361.75, 2
18, 400354.26,6443674.38, 2
19, 401317.50,6450200.78,10
19, 401413.08,6450875.45,10
20, 400236.91,6441240.78, 5
20, 400123.23,6441943.44, 5
21, 400528.07,6438554.36, 5
21, 400650.69,6439357.12, 5
22, 403207.44,6452340.54, 1
22, 403004.57,6453014.23, 1
23, 399993.38,6456862.86, 6
23, 400088.38,6457605.59, 6
24, 400332.60,6454838.63, 2
24, 400513.43,6455380.55, 2
25, 399097.34,6450640.68, 3
25, 398918.26,6451128.30, 3
26, 400272.48,6448147.34,10
26, 400185.85,6449714.00,10
27, 404586.98,6456883.69, 8
27, 404465.55,6457581.72, 8
28, 403051.31,6446446.24,10
28, 402625.99,6447511.08,10
29, 402777.10,6447005.06, 8
29, 403005.13,6447798.05, 8
30, 400220.67,6439781.93, 2
30, 400413.30,6440461.62, 2
31, 400460.39,6454758.90, 1
31, 400547.04,6455478.55, 1
32, 399946.94,6449701.80, 8
32, 399860.91,6450434.83, 8
33, 400429.72,6438006.52, 7
33, 400103.48,6439090.63, 7
34, 400147.99,6455674.72, 4
34, 400138.51,6456235.64, 4
35, 400616.59,6453931.19, 8
35, 400866.31,6454624.65, 8
36, 397692.19,6445180.29, 3
36, 397437.52,6446377.82, 3
37, 403149.08,6447094.23, 1
37, 403375.36,6448213.39, 1
38, 398474.14,6447161.81, 5
38, 398267.11,6447695.90, 5
39, 400370.38,6447751.26, 1
39, 400446.36,6448978.59, 1
40, 402080.40,6451186.85, 6
40, 402161.19,6451993.42, 6
