# FaultID,X,Y,Top Coal Seam
 1, 401052.29,6455238.62, 8
 1, 401475.79,6456556.42, 8
 2, 399962.72,6450460.27, 1
 2, 400040.86,6451106.35, 1
 3, 402306.55,6443180.69,10
 3, 402050.90,6444415.33,10
 4, 403981.65,6442592.54, 3
 4, 403815.30,6443133.30, 3
 5, 400060.20,6455481.44, 5
 5, 400185.33,6455980.36, 5
 6, 400852.11,6446344.77,10
 6, 400699.06,6446828.82,10
 7, 400013.63,6441367.35, 7
 7, 400051.89,6441933.44, 7
 8, 399794.38,6440150.31, 9
 8, 399970.85,6440987.97, 9
 9, 401990.58,6437460.98, 9
 9, 401624.27,6438394.43, 9
10, 401422.14,6456816.05, 1
10, 401374.21,6457314.30, 1
11, 401671.48,6439418.03, 8
11, 402005.44,6440872.55, 8
12, 399265.32,6438974.12, 5
12, 399067.45,6439687.83, 5
13, 402825.89,6445328.29, 4
13, 403158.14,6446654.15, 4
14, 402700.18,6457150.16,10
14, 402653.54,6457662.64,10
15, 402590.57,6453910.07, 8
15, 402399.68,6454407.37, 8
16, 401862.23,6452798.88, 3
16, 401808.28,6453544.22, 3
17, 404270.50,6454281.39, 8
17, 404144.13,6454872.61, 8
18, 398516.50,6440018.67, 1
18, 398319.96,6440672.76, 1
19, 399351.03,6443859.02, 9
19, 399474.52,6444835.86, 9
20, 397846.34,6448101.96, 2
20, 397776.96,6448749.83, 2
21, 402093.80,6444751.72, 7
21, 402234.73,6445537.28, 7
22, 402066.64,6450043.49, 8
22, 401863.82,6451155.25, 8
23, 400838.12,6451625.53, 6
23, 400883.77,6452798.83, 6
24, 399528.87,6447218.79, 6
24, 399224.80,6448082.39, 6
25, 402603.40,6450543.50, 1
25, 402511.21,6451124.70, 1
26, 402141.11,6454842.72, 6
26, 402028.43,6455803.50, 6
27, 400850.03,6441504.73, 5
27, 400777.64,6442099.27, 5
28, 399641.14,6451321.21, 5
28, 399697.87,6452439.58, 5
29, 399553.49,6448341.83,10
29, 399343.98,6449244.14,10
30, 400380.40,6442515.75, 3
30, 400391.21,6443546.31, 3
31, 399136.08,6443824.68, 5
31, 399002.81,6444416.64, 5
32, 399611.67,6451540.79, 4
32, 399842.34,6452101.64, 4
33, 400877.61,6443373.70, 4
33, 400974.32,6444306.52, 4
34, 403287.66,6439412.06,10
34, 403379.83,6440246.76,10
35, 400078.14,6453909.46, 6
35, 399916.53,6455341.15, 6
36, 401137.30,6448296.11, 5
36, 401229.72,6449002.10, 5
37, 401709.25,6453347.52, 1
37, 401738.84,6454353.15, 1
38, 401061.93,6453245.75, 3
38, 401171.40,6453745.76, 3
39, 398574.92,6447362.97, 9
39, 398715.18,6447894.34, 9
40, 401856.39,6438097.05, 1
40, 402002.78,6438699.22, 1
