# FaultID,X,Y,Top Coal Seam
 1, 398423.78,6448179.63, 6
 1, 398334.20,6449368.57, 6
 2, 398562.82,6444797.23, 6
 2, 398464.11,6445332.22, 6
 3, 402370.01,6448749.40,10
 3, 402502.08,6450243.94,10
 4, 402563.24,6452918.61, 9
 4, 402296.26,6453818.77, 9
 5, 399979.20,6438887.08,10
 5, 399626.36,6440330.06,10
 6, 399376.49,6440816.56, 2
 6, 399063.84,6441608.26, 2
 7, 403226.04,6440911.70, 1
 7, 403206.66,6442208.40, 1
 8, 398644.90,6444818.48, 2
 8, 398778.55,6445631.93, 2
 9, 399258.02,6440628.15, 6
 9, 399669.29,6441740.69, 6
10, 402464.58,6442216.68, 1
10, 402460.09,6442958.61, 1
11, 403516.65,6443035.16, 7
11, 403769.52,6444173.73, 7
12, 402437.67,6444663.42, 1
12, 401910.86,6446210.11, 1
13, 404330.07,6444272.26, 2
13, 404470.74,6445275.52, 2
14, 403154.50,6451521.37, 3
14, 403335.25,6452537.50, 3
15, 400542.41,6442614.82, 9
15, 400406.91,6443180.73, 9
16, 403348.92,6450537.85, 2
16, 403192.50,6451326.79, 2
17, 397919.81,6449575.10, 2
17, 397910.83,6450704.61, 2
18, 399875.77,6444929.08,10
18, 399741.78,6446301.72,10
19, 403212.55,6439938.05, 5
19, 403120.15,6440825.19, 5
20, 399675.92,6448453.04, 4
20, 399573.20,6448976.75, 4
21, 398984.82,6448930.68, 8
21, 398792.96,6449495.86, 8
22, 400589.45,6440174.43, 2
22, 400412.33,6440700.08, 2
23, 402965.98,6445074.16, 8
23, 402722.53,6446387.67, 8
24, 398080.45,6451602.19, 8
24, 398509.22,6452662.74, 8
25, 404287.60,6451342.02, 6
25, 404335.18,6451956.11, 6
26, 400412.34,6451932.35, 5
26, 400125.53,6452635.39, 5
27, 402026.13,6451851.24, 6
27, 402059.97,6452418.68, 6
28, 399825.10,6455390.10, 9
28, 399997.99,6455932.67, 9
29, 397900.17,6445219.72, 7
29, 397842.34,6446021.55, 7
30, 404487.80,6456570.06, 1
30, 404171.46,6457487.55, 1
31, 398282.02,6448567.34, 3
31, 398176.51,6449172.42, 3
32, 401984.92,6438299.88, 9
32, 401821.89,6438848.74, 9
33, 401470.60,6448825.66, 5
33, 401729.68,6449749.54, 5
34, 402984.86,6446811.01, 9
34, 402728.61,6448378.75, 9
35, 401220.84,6447808.50, 9
35, 400861.77,6449016.56, 9
36, 404282.88,6454321.92, 5
36, 404237.90,6454875.52, 5
37, 401141.04,6457000.22, 9
37, 401178.92,6457707.15, 9
38, 398303.59,6443016.01,10
38, 398418.32,6443921.87,10
39, 397912.57,6447281.11, 7
39, 397795.17,6448011.78, 7
40, 401634.34,6452079.28, 8
40, 401382.44,6453469.83, 8
