# FaultID,X,Y,Top Coal Seam
 1, 399229.28,6451080.57, 2
 1, 399336.39,6452697.17, 2
 2, 398115.05,6445075.73, 1
 2, 398139.51,6445704.17, 1
 3, 401724.39,6449872.16, 3
 3, 401612.15,6450852.21, 3
 4, 402540.03,6453207.18, 1
 4, 402418.10,6454352.59, 1
 5, 400881.19,6445518.14, 7
 5, 401076.73,6446906.89, 7
 6, 402654.57,6437718.56, 3
 6, 402922.06,6438543.03, 3
 7, 401906.42,6445477.49, 2
 7, 401909.19,6446197.28, 2
 8, 401635.95,6446311.61, 6
 8, 401736.43,6446830.87, 6
 9, 402053.62,6448234.55, 2
 9, 402097.36,6449098.53, 2
10, 404385.10,6444520.02, 5
10, 404339.20,6445450.85, 5
11, 399029.59,6438815.66, 4
11, 398854.70,6440385.46, 4
12, 401427.81,6446461.70, 4
12, 401206.95,6447107.83, 4
13, 399133.92,6437494.66, 1
13, 399009.24,6438039.79, 1
14, 398497.83,6451675.12, 4
14, 398590.96,6452705.33, 4
15, 401304.29,6445583.54, 5
15, 401631.95,6446710.25, 5
16, 403833.90,6441517.76, 1
16, 403879.66,6442144.72, 1
17, 399280.22,6445777.76, 3
17, 399578.47,6446590.06, 3
18, 398261.98,6448094.02,10
18, 398067.37,6448646.48,10
19, 404185.65,6452128.27, 2
19, 404240.53,6452901.58, 2
20, 402178.49,6451115.28, 5
20, 402209.30,6452011.16, 5
21, 398851.75,6446744.85, 1
21, 399207.59,6447796.76, 1
22, 403613.15,6440964.10, 5
22, 403239.62,6441909.17, 5
23, 398014.63,6441505.87, 6
23, 398210.65,6442398.84, 6
24, 398667.71,6443713.41,10
24, 398442.48,6444271.02,10
25, 400451.33,6456097.59, 6
25, 400589.12,6456696.10, 6
26, 398271.72,6440328.84,10
26, 398269.63,6441239.76,10
27, 401303.01,6444741.32, 9
27, 401436.47,6445643.16, 9
28, 400948.69,6450513.53, 8
28, 400737.86,6451209.94, 8
29, 398772.66,6450890.72,10
29, 398807.42,6451419.76,10
30, 398055.46,6440750.52, 7
30, 398272.22,6441722.71, 7
31, 401271.58,6451810.12, 7
31, 401404.02,6452775.03, 7
32, 400697.36,6446121.37, 9
32, 400511.68,6446683.59, 9
33, 401658.77,6454028.36, 6
33, 401812.88,6454651.82, 6
34, 399402.88,6447737.41, 5
34, 399146.22,6448596.16, 5
35, 400083.15,6439023.57, 3
35, 400284.45,6439640.18, 3
36, 401842.89,6447935.22,10
36, 401831.50,6448571.52,10
37, 399944.55,6452161.19, 1
37, 400221.61,6453323.83, 1
38, 402744.94,6451614.49, 7
38, 402578.09,6452355.03, 7
39, 398375.30,6446410.08, 6
39, 398440.34,6446941.24, 6
40, 399075.66,6442838.22, 4
40, 399143.12,6444341.55, 4
