# FaultID,X,Y,Top Coal Seam
 1, 399219.92,6441060.07,10
 1, 399309.40,6441703.89,10
 2, 404375.51,6454563.18,10
 2, 404277.00,6455189.08,10
 3, 397824.70,6445210.94,10
 3, 397955.31,6446530.87,10
 4, 399237.01,6441618.49, 5
 4, 399383.99,6442568.87, 5
 5, 398944.01,6438872.05, 9
 5, 399153.59,6439507.15, 9
 6, 401656.02,6453031.07, 3
 6, 402187.87,6454637.01, 3
 7, 402900.00,6450424.06, 2
 7, 402894.39,6451011.18, 2
 8, 402892.20,6439173.41, 4
 8, 403340.58,6440679.41, 4
 9, 401717.83,6453021.38, 4
 9, 401728.22,6454021.42, 4
10, 397421.26,6448714.73, 7
10, 397924.04,6450302.44, 7
11, 403094.49,6454980.94, 5
11, 403362.75,6455918.98, 5
12, 399243.80,6450682.41, 2
12, 399193.74,6451282.95, 2
13, 402564.57,6449756.21, 6
13, 402744.90,6450259.19, 6
14, 401751.82,6448159.65, 1
14, 401953.57,6448740.06, 1
15, 400340.08,6450257.04, 4
15, 400423.18,6450752.79, 4
16, 404192.76,6456891.43, 2
16, 404276.33,6457417.75, 2
17, 403102.82,6453751.22, 1
17, 403181.09,6454310.18, 1
18, 404153.77,6443872.64, 9
18, 404235.41,6444444.76, 9
19, 401984.10,6442513.30,10
19, 402014.72,6443189.34,10
20, 400694.05,6439749.97,10
20, 400570.89,6440535.77,10
21, 399892.49,6453854.37, 2
21, 399840.74,6454474.11, 2
22, 401842.12,6438407.42, 5
22, 401670.13,6438895.90, 5
23, 402524.72,6446157.98, 9
23, 402363.99,6447214.71, 9
24, 403745.07,6442960.03, 8
24, 403617.67,6443737.69, 8
25, 400924.92,6454436.23, 1
25, 400439.60,6456048.52, 1
26, 399678.00,6443478.75, 2
26, 399740.68,6444240.72, 2
27, 403036.33,6439613.52, 3
27, 402937.66,6440338.56, 3
28, 403150.08,6441839.93, 5
28, 403205.59,6442445.76, 5
29, 403240.74,6448150.14, 4
29, 402924.69,6449113.88, 4
30, 399652.02,6445559.92, 8
30, 399422.07,6446664.94, 8
31, 400049.33,6443072.46, 2
31, 400035.74,6443607.05, 2
32, 402770.70,6444920.63, 8
32, 402885.21,6446157.29, 8
33, 400278.03,6446998.85, 1
33, 400063.43,6447731.92, 1
34, 399115.62,6447387.92, 3
34, 398897.36,6448122.63, 3
35, 400366.65,6446471.49, 2
35, 399945.36,6447889.25, 2
36, 402433.76,6452454.66, 7
36, 402590.22,6453044.59, 7
37, 403835.69,6439315.82, 1
37, 403911.67,6440020.97, 1
38, 398853.88,6445034.71, 9
38, 399010.94,6445679.95, 9
39, 398106.70,6448966.44,10
39, 398211.20,6449455.73,10
40, 400435.27,6455745.83, 1
40, 400305.77,6456437.55, 1
