# FaultID,X,Y,Top Coal Seam
 1, 402035.09,6451530.44, 7
 1, 401817.63,6452172.34, 7
 2, 398592.26,6448845.50, 8
 2, 398758.07,6449454.13, 8
 3, 402213.20,6439900.77, 1
 3, 402436.07,6440864.75, 1
 4, 401167.28,6453333.95, 9
 4, 401553.52,6454409.71, 9
 5, 401901.33,6454707.51, 2
 5, 401803.94,6455317.72, 2
 6, 400008.43,6447633.85, 8
 6, 400062.37,6448184.47, 8
 7, 402509.75,6456871.74, 9
 7, 402578.79,6457734.95, 9
 8, 398788.87,6444222.75, 8
 8, 398909.70,6445679.00, 8
 9, 401364.96,6446402.23, 8
 9, 401256.04,6447594.79, 8
10, 400937.53,6440201.03, 6
10, 400732.27,6440784.50, 6
11, 401147.64,6450306.00, 3
11, 401427.55,6451103.37, 3
12, 399011.58,6450297.78, 1
12, 399062.04,6450817.00, 1
13, 399992.36,6445909.40, 8
13, 399603.01,6447051.52, 8
14, 398510.49,6444033.27, 2
14, 398426.08,6444564.80, 2
15, 399755.50,6456488.06, 2
15, 399727.72,6457419.65, 2
16, 399701.04,6454531.28, 7
16, 399881.86,6455464.36, 7
17, 399586.55,6444372.57, 7
17, 399434.46,6445530.37, 7
18, 397696.34,6445565.74, 6
18, 397649.46,6446397.94, 6
19, 402082.03,6442155.43, 4
19, 402179.87,6442744.79, 4
20, 404041.21,6445142.11, 6
20, 404469.82,6446809.26, 6
21, 401915.62,6442249.59, 3
21, 402151.76,6442824.00, 3
22, 403025.65,6452282.24, 8
22, 403037.52,6452888.67, 8
23, 399113.14,6452775.15, 4
23, 399316.71,6453303.09, 4
24, 403426.69,6452617.47,10
24, 403495.38,6454316.99,10
25, 400957.90,6451139.84, 1
25, 401035.49,6451893.66, 1
26, 402212.44,6444469.58, 1
26, 402390.65,6445459.53, 1
27, 404237.82,6445146.35, 4
27, 404057.05,6446048.92, 4
28, 399071.55,6437446.35, 2
28, 398892.73,6438142.38, 2
29, 399669.24,6449314.77, 2
29, 399983.61,6450179.11, 2
30, 403883.52,6441920.13, 8
30, 403814.01,6443506.84, 8
31, 400921.39,6443862.30, 2
31, 401176.93,6444975.24, 2
32, 401988.24,6444900.04, 2
32, 401936.90,6445804.21, 2
33, 403017.65,6437727.59, 5
33, 403033.03,6438594.10, 5
34, 403042.69,6445517.32, 9
34, 403016.11,6446034.47, 9
35, 400466.68,6446676.73, 2
35, 400575.43,6447230.17, 2
36, 400340.96,6454474.66, 8
36, 400428.18,6455037.25, 8
37, 403348.41,6448915.86, 4
37, 403010.73,6449760.27, 4
38, 400467.42,6453430.73, 8
38, 400433.07,6454150.72, 8
39, 400751.39,6454462.08, 5
39, 400833.33,6455272.30, 5
40, 400208.74,6452931.28,10
40, 400308.20,6453496.27,10
