# FaultID,X,Y,Top Coal Seam
 1, 400122.04,6454121.62, 1
 1, 399871.38,6455274.78, 1
 2, 399095.46,6447154.50, 4
 2, 399045.24,6447668.95, 4
 3, 401216.12,6452663.49, 2
 3, 401183.07,6454028.54, 2
 4, 403127.66,6438724.70, 3
 4, 403282.38,6439679.04, 3
 5, 401094.66,6452793.54, 2
 5, 401205.46,6453790.11, 2
 6, 400402.20,6452009.44, 7
 6, 400578.79,6452706.25, 7
 7, 399645.54,6449334.70, 5
 7, 399444.57,6450333.65, 5
 8, 400678.43,6455393.77, 5
 8, 400387.18,6456476.33, 5
 9, 399441.64,6439205.53, 6
 9, 399467.22,6439822.42, 6
10, 404442.77,6457147.37, 4
10, 404623.33,6457911.79, 4
11, 399266.09,6438891.98, 9
11, 399178.04,6440351.32, 9
12, 401963.57,6443977.19, 6
12, 402044.36,6444670.45, 6
13, 400288.59,6443959.56,10
13, 400462.90,6445250.71,10
14, 399562.06,6449334.61, 9
14, 399573.21,6450344.66, 9
15, 404023.87,6442179.96, 9
15, 404227.40,6443597.69, 9
16, 399059.09,6448817.40, 3
16, 399420.82,6449740.24, 3
17, 403796.02,6442769.67,10
17, 403882.31,6443295.94,10
18, 398098.00,6450824.95, 7
18, 398387.13,6451673.35, 7
19, 404197.68,6446472.54, 9
19, 404349.35,6447906.57, 9
20, 399013.30,6438798.51, 9
20, 398786.69,6439934.38, 9
21, 399055.47,6450508.76,10
21, 398761.41,6451293.76,10
22, 399683.44,6451476.34, 9
22, 399675.42,6452427.40, 9
23, 403158.58,6448128.88, 8
23, 402758.99,6449277.54, 8
24, 401017.41,6456147.88, 5
24, 400409.74,6457870.95, 5
25, 403235.52,6451433.97, 2
25, 403282.15,6452500.61, 2
26, 400210.27,6438402.25,10
26, 400431.04,6438998.61,10
27, 402867.96,6449585.87, 5
27, 402704.02,6450070.81, 5
28, 399805.73,6452987.18, 2
28, 399670.45,6453888.47, 2
29, 399012.04,6450087.96, 9
29, 398867.78,6450821.23, 9
30, 404566.51,6446854.91, 7
30, 404568.51,6448182.11, 7
31, 401048.72,6452034.14, 2
31, 401342.99,6452983.29, 2
32, 399223.95,6443042.86, 9
32, 399261.12,6443654.24, 9
33, 399123.41,6444436.01,10
33, 398931.35,6445192.89,10
34, 400937.39,6451158.54,10
34, 400923.77,6452186.12,10
35, 402191.76,6455198.21, 1
35, 402098.00,6455766.91, 1
36, 399496.65,6447676.78, 4
36, 399525.66,6448330.13, 4
37, 399436.23,6446486.31, 3
37, 398799.35,6448253.82, 3
38, 399790.17,6438510.83, 3
38, 399702.13,6439310.49, 3
39, 401282.54,6450701.19,10
39, 401298.57,6451689.99,10
40, 404041.03,6441188.36, 6
40, 403764.67,6441863.64, 6
