# FaultID,X,Y,Top Coal Seam
 1, 399573.71,6447799.65, 5
 1, 399095.46,6449038.05, 5
 2, 400671.78,6445300.70, 5
 2, 400724.15,6445893.56, 5
 3, 398104.76,6447198.21, 3
 3, 398053.89,6447949.26, 3
 4, 404394.39,6451730.24, 4
 4, 404270.98,6452268.89, 4
 5, 403124.65,6446103.59, 3
 5, 402831.89,6446837.96, 3
 6, 400535.18,6439101.63, 7
 6, 400336.14,6439798.35, 7
 7, 402950.86,6454959.83,10
 7, 403119.25,6455590.95,10
 8, 400818.76,6439323.86, 4
 8, 400946.79,6439840.79, 4
 9, 398922.31,6439235.13, 1
 9, 399566.93,6440809.48, 1
10, 398628.47,6439468.63, 4
10, 398499.37,6440139.97, 4
11, 404255.31,6443115.03, 9
11, 404086.07,6443809.42, 9
12, 401191.82,6447910.20, 6
12, 401167.07,6448416.66, 6
13, 403149.98,6454865.13, 7
13, 402951.53,6455668.77, 7
14, 402978.33,6454672.73, 4
14, 402716.30,6455927.81, 4
15, 400181.55,6456744.56, 8
15, 400099.26,6457603.25, 8
16, 398648.02,6448062.01, 4
16, 398613.21,6449149.86, 4
17, 401019.38,6447313.09, 8
17, 401229.87,6447880.91, 8
18, 402536.85,6454092.09, 4
18, 403138.15,6455572.72, 4
19, 401467.35,6450489.61, 3
19, 401283.47,6450989.22, 3
20, 400103.07,6453032.97,10
20, 399879.61,6454099.62,10
21, 402347.83,6442349.69, 5
21, 402575.09,6443116.35, 5
22, 404369.42,6454271.11, 1
22, 404544.03,6454955.84, 1
23, 397755.65,6449142.42, 6
23, 397983.35,6449840.42, 6
24, 400949.05,6456462.35, 6
24, 401136.12,6457132.33, 6
25, 402628.85,6450941.06, 9
25, 402753.26,6451725.75, 9
26, 398921.51,6449512.77, 1
26, 398793.42,6450217.03, 1
27, 404476.36,6451386.36, 4
27, 404574.80,6452046.00, 4
28, 401265.32,6445762.15, 9
28, 401470.44,6446333.84, 9
29, 400761.02,6442571.55, 4
29, 400912.25,6443851.64, 4
30, 402409.86,6450561.87,10
30, 402431.33,6451128.73,10
31, 399671.18,6441215.62,10
31, 399715.33,6442147.46,10
32, 404454.69,6445675.14, 8
32, 404572.02,6446162.48, 8
33, 401034.55,6445225.96, 8
33, 401163.14,6445716.93, 8
34, 403311.48,6437318.44,10
34, 403303.87,6437997.37,10
35, 398374.02,6438342.76, 5
35, 398652.76,6439655.60, 5
36, 399568.50,6447976.06, 9
36, 399609.98,6448477.11, 9
37, 402196.88,6447419.77, 8
37, 402367.47,6448275.73, 8
38, 398527.94,6448137.06, 3
38, 398422.33,6449101.39, 3
39, 398507.30,6440927.86, 4
39, 398750.96,6442014.19, 4
40, 398072.98,6446308.69, 7
40, 398112.22,6447408.55, 7
