# FaultID,X,Y,Top Coal Seam
 1, 399008.32,6446873.84, 2
 1, 399230.32,6447602.89, 2
 2, 399825.26,6444777.95, 7
 2, 399482.15,6446212.79, 7
 3, 401544.89,6446252.84, 9
 3, 401742.16,6446897.33, 9
 4, 399456.44,6452463.92, 7
 4, 399287.18,6452963.42, 7
 5, 400122.53,6439131.03, 7
 5, 400057.78,6440227.92, 7
 6, 399766.81,6454720.51,10
 6, 399791.35,6455390.20,10
 7, 404030.78,6446830.22, 1
 7, 403921.56,6447348.90, 1
 8, 402647.80,6448138.73, 8
 8, 402890.25,6449285.12, 8
 9, 401686.83,6456729.93, 4
 9, 401442.64,6457434.14, 4
10, 402368.39,6440304.16, 5
10, 402406.73,6440956.03, 5
11, 398258.57,6450417.24, 6
11, 398224.92,6451309.03, 6
12, 397451.44,6445607.98, 8
12, 397365.40,6446681.45, 8
13, 397785.81,6450498.66, 8
13, 398001.67,6451099.19, 8
14, 402879.59,6454784.34, 6
14, 402790.05,6455688.05, 6
15, 400226.54,6439732.09, 8
15, 400546.97,6440629.82, 8
16, 403118.11,6438124.96, 6
16, 403375.20,6438892.25, 6
17, 400864.19,6452468.78, 4
17, 401235.35,6453469.62, 4
18, 400992.77,6445975.93, 2
18, 400685.15,6447156.78, 2
19, 399881.95,6442059.65, 7
19, 399761.03,6443322.62, 7
20, 401554.84,6448870.18, 4
20, 401431.38,6450212.99, 4
21, 399890.29,6445380.79,10
21, 399971.34,6446114.60,10
22, 404268.54,6447482.68, 5
22, 404553.12,6448321.65, 5
23, 403125.04,6452666.63, 2
23, 403030.34,6453386.63, 2
24, 400373.81,6456954.99, 1
24, 400376.12,6457710.74, 1
25, 403464.13,6437246.91, 4
25, 403496.36,6438211.18, 4
26, 400538.49,6441277.46, 6
26, 400591.53,6441887.40, 6
27, 400995.69,6456306.24, 5
27, 400814.05,6456949.36, 5
28, 399796.26,6438020.27, 5
28, 399694.07,6438759.55, 5
29, 398099.09,6448073.81, 5
29, 398203.99,6448596.59, 5
30, 402475.11,6449920.97, 2
30, 402333.49,6450992.92, 2
31, 398687.65,6442096.29, 7
31, 398479.30,6442703.54, 7
32, 403205.19,6439910.67, 4
32, 403494.64,6440739.20, 4
33, 404275.06,6449381.94, 6
33, 404188.95,6450078.13, 6
34, 402682.56,6449938.53, 9
34, 402411.87,6451327.17, 9
35, 400113.83,6447100.64, 5
35, 400280.66,6447595.34, 5
36, 398328.14,6446496.83, 5
36, 398309.73,6447272.74, 5
37, 403406.01,6438127.88, 2
37, 403255.76,6439464.63, 2
38, 401432.18,6449188.45,10
38, 401586.48,6449674.92,10
39, 397791.33,6445747.56, 5
39, 397973.94,6446343.77, 5
40, 404402.74,6449998.43, 1
40, 404490.19,6450804.62, 1
