# FaultID,X,Y,Top Coal Seam
 1, 398028.69,6448569.19, 6
 1, 398191.06,6449228.47, 6
 2, 401565.88,6455561.77, 8
 2, 401740.87,6456377.71, 8
 3, 400734.03,6440902.20, 1
 3, 400216.24,6442323.11, 1
 4, 397419.52,6446968.17, 3
 4, 397604.21,6447506.62, 3
 5, 400463.69,6452744.40, 1
 5, 400473.66,6453633.95, 1
 6, 399932.12,6456810.05, 2
 6, 400076.45,6457537.31, 2
 7, 404011.46,6450121.46, 1
 7, 404065.39,6451576.36, 1
 8, 404370.33,6452139.22, 9
 8, 404537.74,6453316.65, 9
 9, 398422.72,6448757.19, 4
 9, 398453.07,6449257.00, 4
10, 400282.99,6455388.57, 3
10, 400393.54,6456034.38, 3
11, 401305.46,6448588.19, 3
11, 401181.08,6449944.46, 3
12, 401650.94,6449815.09, 1
12, 401830.44,6450501.96, 1
13, 401658.95,6449541.40, 9
13, 401497.85,6450497.07, 9
14, 403389.89,6453174.36, 6
14, 403264.65,6453784.51, 6
15, 402908.51,6450632.70, 1
15, 402556.38,6451615.93, 1
16, 400829.20,6452550.55,10
16, 400603.95,6453425.42,10
17, 400795.43,6442104.84, 5
17, 400866.95,6443244.87, 5
18, 403563.65,6441995.62, 1
18, 403385.60,6442922.62, 1
19, 400756.80,6446434.50, 2
19, 400870.62,6447118.40, 2
20, 401934.42,6456063.76, 4
20, 401706.73,6456744.01, 4
21, 404476.33,6455611.54, 3
21, 404476.78,6456551.47, 3
22, 403255.12,6441428.42, 1
22, 403187.40,6442031.71, 1
23, 398797.05,6443205.99, 9
23, 398864.03,6444959.46, 9
24, 398346.00,6439278.02, 1
24, 398246.13,6439769.81, 1
25, 398259.22,6447325.90, 4
25, 398377.36,6448283.87, 4
26, 402991.12,6448702.26, 5
26, 403015.66,6449284.12, 5
27, 398828.99,6444213.48, 2
27, 398970.96,6444769.55, 2
28, 400803.12,6457188.15, 6
28, 400916.81,6457760.73, 6
29, 401121.67,6448291.97, 1
29, 401427.67,6449087.49, 1
30, 401348.08,6446262.51,10
30, 401200.94,6446815.39,10
31, 404120.87,6444813.07, 4
31, 404110.58,6445919.38, 4
32, 398102.02,6445334.63,10
32, 398126.95,6445972.28,10
33, 399638.02,6442061.69, 6
33, 400090.85,6443382.45, 6
34, 400494.43,6449942.77,10
34, 400466.38,6450454.43,10
35, 398927.73,6447835.34, 7
35, 398699.14,6448807.76, 7
36, 400953.58,6448066.91, 7
36, 401228.43,6448741.58, 7
37, 399716.01,6450381.43, 1
37, 399595.25,6450907.20, 1
38, 400293.33,6448752.91, 8
38, 400159.37,6450115.89, 8
39, 399136.18,6452925.79, 4
39, 399433.54,6453846.03, 4
40, 398975.24,6451849.35, 6
40, 399138.41,6452567.74, 6
