# FaultID,X,Y,Top Coal Seam
 1, 400413.00,6437959.26, 2
 1, 400539.51,6438754.10, 2
 2, 402740.54,6445784.54, 7
 2, 402899.59,6446322.03, 7
 3, 400069.75,6440519.85, 2
 3, 400042.54,6441040.84, 2
 4, 399728.24,6438301.49, 7
 4, 399569.36,6438913.48, 7
 5, 399367.81,6446106.89, 9
 5, 398974.54,6447190.52, 9
 6, 399913.52,6444261.00, 4
 6, 400131.12,6444871.40, 4
 7, 401557.95,6448410.24, 5
 7, 401623.23,6448983.82, 5
 8, 401514.03,6455598.89, 4
 8, 401761.40,6456451.71, 4
 9, 402888.28,6447204.72, 1
 9, 403013.73,6448199.09, 1
10, 403141.65,6437790.37, 4
10, 402816.73,6438652.36, 4
11, 402137.55,6441039.34, 7
11, 402393.35,6442193.99, 7
12, 400208.99,6444643.78, 7
12, 400267.59,6445375.23, 7
13, 401067.47,6450010.49, 6
13, 401082.50,6450890.43, 6
14, 400564.96,6454109.98, 3
14, 400747.40,6454675.05, 3
15, 397888.19,6445313.59, 8
15, 398092.39,6446284.70, 8
16, 404183.48,6450767.91,10
16, 404361.02,6451627.46,10
17, 402906.35,6446271.53,10
17, 403202.55,6447590.35,10
18, 400401.54,6448686.51, 7
18, 400338.05,6449802.59, 7
19, 399568.04,6449106.09, 5
19, 399177.48,6450272.69, 5
20, 401785.88,6447459.51, 9
20, 401585.98,6448126.96, 9
21, 400497.41,6446737.66, 4
21, 400631.75,6447502.06, 4
22, 399651.07,6449996.85, 6
22, 399617.00,6450849.86, 6
23, 400009.39,6454320.05, 3
23, 400281.52,6455153.34, 3
24, 404602.92,6456426.05, 4
24, 404301.67,6457297.82, 4
25, 400858.86,6444710.45, 8
25, 400836.14,6445529.25, 8
26, 402044.66,6448535.09, 6
26, 401791.60,6449531.25, 6
27, 403117.13,6439797.37, 3
27, 402984.23,6440291.74, 3
28, 403677.85,6444239.91, 8
28, 403658.57,6445518.58, 8
29, 399046.38,6445942.84, 4
29, 399179.04,6446426.98, 4
30, 404180.20,6453231.64, 4
30, 404114.31,6454246.00, 4
31, 399278.10,6445045.76, 3
31, 399327.16,6445763.87, 3
32, 398932.77,6451925.28, 9
32, 399360.21,6453229.66, 9
33, 403468.05,6454927.20, 6
33, 403412.01,6456253.02, 6
34, 399694.65,6440354.12, 9
34, 399884.45,6440874.93, 9
35, 398241.20,6445667.98,10
35, 398350.36,6446368.36,10
36, 403392.71,6443572.63, 9
36, 403781.10,6444862.67, 9
37, 397920.12,6447216.84, 9
37, 398084.49,6447809.85, 9
38, 402687.17,6451464.42,10
38, 402516.02,6452557.58,10
39, 399340.01,6447363.14, 8
39, 399220.41,6447923.68, 8
40, 400184.08,6441061.94, 2
40, 400086.38,6442314.45, 2
