# FaultID,X,Y,Top Coal Seam
 1, 404217.57,6445706.73, 7
 1, 403908.91,6446465.81, 7
 2, 402163.99,6441358.55, 6
 2, 401918.54,6442454.58, 6
 3, 403827.70,6440460.10, 8
 3, 403781.07,6441044.60, 8
 4, 400826.46,6441709.60, 3
 4, 400677.14,6442291.68, 3
 5, 401485.22,6456802.42, 5
 5, 401248.94,6457602.52, 5
 6, 399903.96,6451777.99, 3
 6, 400037.42,6453094.48, 3
 7, 398026.49,6451129.63, 2
 7, 398085.13,6451674.78, 2
 8, 399680.52,6451205.78, 2
 8, 399494.97,6452306.16, 2
 9, 400274.62,6438855.03, 9
 9, 400268.96,6439673.58, 9
10, 401980.69,6451615.72, 9
10, 401662.94,6452737.53, 9
11, 402129.10,6438566.60,10
11, 402179.03,6439589.19,10
12, 401840.27,6454612.30, 5
12, 401657.29,6455928.19, 5
13, 401693.34,6438288.52,10
13, 401769.48,6439113.56,10
14, 398776.77,6444369.44, 8
14, 398752.44,6445023.04, 8
15, 402211.75,6440212.96,10
15, 402218.49,6440815.35,10
16, 402897.26,6452616.56,10
16, 402959.06,6453232.55,10
17, 398242.94,6444884.56, 9
17, 397867.48,6446096.07, 9
18, 404555.74,6456807.64, 2
18, 404387.41,6457280.52, 2
19, 397957.66,6442425.26, 9
19, 398027.01,6443130.41, 9
20, 403334.22,6448216.66, 3
20, 403211.90,6448768.99, 3
21, 399300.45,6445840.27, 2
21, 399420.09,6446445.03, 2
22, 400888.48,6439242.03, 6
22, 400525.75,6440346.59, 6
23, 400848.74,6456007.50, 5
23, 401025.88,6456492.02, 5
24, 400222.77,6439149.12, 5
24, 400531.71,6440348.43, 5
25, 403866.31,6446543.39, 9
25, 403875.10,6447141.15, 9
26, 398510.63,6440414.27, 8
26, 398101.37,6441535.12, 8
27, 399924.00,6444342.99, 7
27, 399940.15,6445152.92, 7
28, 399715.45,6437900.17, 9
28, 399902.78,6438696.48, 9
29, 404146.03,6444972.85, 5
29, 404095.42,6445515.46, 5
30, 398941.43,6451049.53, 9
30, 398847.55,6451717.43, 9
31, 402385.90,6453898.76, 9
31, 402207.16,6454745.53, 9
32, 399621.51,6448135.91, 3
32, 399778.40,6449366.20, 3
33, 397326.19,6445989.87, 5
33, 397415.07,6446549.01, 5
34, 399408.25,6446292.00, 2
34, 399018.55,6447566.36, 2
35, 399315.77,6445892.94, 7
35, 399585.44,6446568.31, 7
36, 402510.57,6444964.48, 4
36, 402687.04,6445838.11, 4
37, 401949.00,6451590.41, 6
37, 401848.10,6452179.46, 6
38, 399678.39,6440927.24, 9
38, 399599.71,6441714.84, 9
39, 399807.04,6452190.68, 6
39, 400012.64,6452751.73, 6
40, 401775.62,6454027.72, 8
40, 401612.19,6454821.98, 8
