# FaultID,X,Y,Top Coal Seam
 1, 400692.72,6450195.80, 3
 1, 400463.68,6450859.40, 3
 2, 398089.44,6441908.45, 6
 2, 398409.42,6442812.44, 6
 3, 402094.48,6449940.58, 6
 3, 401783.45,6451235.71, 6
 4, 402272.43,6445026.62, 2
 4, 401995.53,6445775.84, 2
 5, 397925.36,6449356.09, 3
 5, 397929.50,6450376.89, 3
 6, 399288.45,6447513.11,10
 6, 399042.18,6448371.56,10
 7, 404389.80,6457074.67, 1
 7, 404573.80,6457755.46, 1
 8, 402281.70,6450472.08, 4
 8, 402137.61,6451686.10, 4
 9, 401362.57,6454584.75, 8
 9, 401673.74,6455474.05, 8
10, 398470.06,6439584.99,10
10, 398936.33,6440868.54,10
11, 399484.31,6449170.53, 4
11, 399070.02,6450174.97, 4
12, 400339.02,6448030.19, 1
12, 400430.68,6448529.12, 1
13, 400477.08,6439953.18,10
13, 400747.28,6440704.50,10
14, 398581.47,6452409.86,10
14, 398673.80,6452956.64,10
15, 400041.26,6447777.33, 3
15, 400053.36,6448694.18, 3
16, 399984.89,6448371.67, 6
16, 400220.46,6448950.41, 6
17, 404073.19,6456258.90, 5
17, 404084.43,6457503.05, 5
18, 398586.86,6445023.06,10
18, 398590.89,6445728.38,10
19, 401290.18,6448832.13,10
19, 400963.42,6449627.91,10
20, 401173.89,6449433.02,10
20, 401219.73,6450143.94,10
21, 402634.62,6444150.59, 3
21, 402664.62,6444968.76, 3
22, 398875.63,6440974.63, 7
22, 399118.21,6441791.17, 7
23, 399289.30,6446320.33, 7
23, 399314.39,6446874.58, 7
24, 403656.41,6443772.39, 1
24, 403598.25,6444981.51, 1
25, 402783.15,6455861.97, 1
25, 402938.53,6456867.08, 1
26, 402495.39,6441784.41, 4
26, 402465.87,6442860.26, 4
27, 402892.85,6454692.56, 4
27, 402727.65,6455512.77, 4
28, 402293.19,6455278.59,10
28, 401922.90,6456243.22,10
29, 397581.64,6445572.60, 7
29, 397607.63,6446447.11, 7
30, 399410.34,6447904.10, 8
30, 399294.99,6448549.55, 8
31, 402424.04,6455166.63, 2
31, 402154.16,6456196.93, 2
32, 403256.23,6441222.65, 3
32, 403439.43,6441928.93, 3
33, 398009.78,6446108.91, 9
33, 397657.53,6447205.38, 9
34, 399595.70,6440135.16,10
34, 399838.08,6441143.10,10
35, 402498.31,6455644.20, 5
35, 402577.14,6456971.87, 5
36, 400055.74,6451453.82, 4
36, 400079.85,6452276.15, 4
37, 402260.00,6452610.43,10
37, 402392.62,6453172.22,10
38, 403674.52,6444132.84, 9
38, 403855.72,6444679.38, 9
39, 399991.01,6447221.26, 5
39, 399977.70,6448521.15, 5
40, 400627.37,6442270.62, 8
40, 400628.26,6442822.95, 8
