# FaultID,X,Y,Top Coal Seam
 1, 402454.72,6450067.69, 3
 1, 402539.99,6451395.75, 3
 2, 400145.12,6448177.76, 4
 2, 400361.70,6449016.98, 4
 3, 402388.22,6444232.54, 5
 3, 402449.56,6445603.87, 5
 4, 397960.47,6447479.38, 6
 4, 398144.51,6448366.19, 6
 5, 400292.32,6453665.39, 3
 5, 400040.42,6454378.50, 3
 6, 403401.41,6440728.15, 6
 6, 403506.12,6441228.39, 6
 7, 400937.11,6447461.35, 5
 7, 400977.38,6448400.25, 5
 8, 400236.40,6449336.63, 6
 8, 400443.55,6449904.00, 6
 9, 401980.22,6455309.64, 5
 9, 402172.31,6456236.67, 5
10, 398210.53,6444020.53, 2
10, 398261.11,6444857.94, 2
11, 398585.08,6443577.60, 9
11, 398372.72,6444139.68, 9
12, 400688.48,6445958.91, 8
12, 401144.66,6447081.69, 8
13, 400138.93,6448641.20,10
13, 400317.43,6450147.23,10
14, 400490.97,6448287.49, 4
14, 400525.50,6448788.13, 4
15, 400124.80,6446164.23, 8
15, 399877.66,6447200.28, 8
16, 402455.73,6453145.25, 6
16, 402383.69,6453881.56, 6
17, 400903.76,6441714.80, 5
17, 401019.07,6442539.13, 5
18, 402770.12,6452235.22, 7
18, 402912.61,6452980.90, 7
19, 402547.83,6449335.09,10
19, 402361.50,6449803.23,10
20, 398480.33,6442818.55, 1
20, 398281.80,6443389.84, 1
21, 399600.29,6451517.89, 3
21, 399494.32,6452722.67, 3
22, 400679.25,6438828.67, 8
22, 400588.06,6439661.39, 8
23, 402145.25,6457065.40, 8
23, 402040.69,6457850.48, 8
24, 402221.99,6444733.46, 2
24, 402367.26,6445996.43, 2
25, 399960.73,6456229.39, 7
25, 400135.40,6456775.50, 7
26, 403151.44,6452761.60, 3
26, 402825.36,6454389.15, 3
27, 402795.17,6453468.68,10
27, 402621.77,6454101.20,10
28, 402352.89,6446767.39, 6
28, 402333.08,6447946.70, 6
29, 401294.98,6452434.28, 5
29, 401218.10,6453034.05, 5
30, 399002.28,6444189.76, 8
30, 399012.69,6444766.51, 8
31, 402294.00,6445562.33, 7
31, 402404.75,6446242.60, 7
32, 404054.83,6449681.68, 2
32, 404217.62,6450699.42, 2
33, 402387.30,6450137.24, 1
33, 402700.34,6450911.13, 1
34, 404564.44,6457154.57, 9
34, 404310.22,6457911.83, 9
35, 399727.75,6448836.88, 3
35, 400099.01,6449900.88, 3
36, 398994.19,6440562.72, 4
36, 399422.08,6441899.35, 4
37, 399336.49,6443563.99, 7
37, 399729.59,6444597.09, 7
38, 397790.14,6447458.90, 7
38, 397819.63,6447961.60, 7
39, 399034.02,6440034.22, 7
39, 398659.23,6441655.49, 7
40, 400165.64,6452678.75, 4
40, 399903.24,6453416.87, 4
