# FaultID,X,Y,Top Coal Seam
 1, 399644.48,6449395.56,10
 1, 399499.84,6450773.45,10
 2, 398056.53,6446149.03, 9
 2, 398087.37,6446748.75, 9
 3, 402478.23,6451626.94, 4
 3, 402347.48,6452237.10, 4
 4, 397985.09,6444219.84, 6
 4, 397689.46,6445323.17, 6
 5, 401636.02,6456567.11, 7
 5, 401673.83,6457081.51, 7
 6, 401098.64,6452426.02, 6
 6, 401158.40,6452974.24, 6
 7, 402291.35,6449253.24, 5
 7, 402090.55,6449742.70, 5
 8, 401022.14,6444187.55,10
 8, 400645.91,6445932.11,10
 9, 400151.34,6445234.83, 8
 9, 399831.25,6446145.68, 8
10, 400858.21,6449049.12, 3
10, 400836.91,6449720.00, 3
11, 403098.05,6453669.69, 7
11, 403269.33,6454342.40, 7
12, 402246.12,6447013.44, 8
12, 402079.50,6448089.59, 8
13, 400793.34,6456516.90, 2
13, 400582.48,6457537.39, 2
14, 400214.37,6450513.99, 2
14, 400489.90,6451898.01, 2
15, 401488.03,6448411.23, 7
15, 401294.96,6448954.08, 7
16, 402344.68,6448917.52, 7
16, 401920.42,6450019.94, 7
17, 402398.24,6449603.70, 5
17, 402287.91,6450243.74, 5
18, 404364.14,6448368.35, 8
18, 404019.42,6449651.95, 8
19, 398896.92,6439628.15, 9
19, 398756.07,6440600.45, 9
20, 400184.90,6456584.32, 8
20, 400110.04,6457543.75, 8
21, 398585.36,6447842.58, 8
21, 398753.89,6448660.26, 8
22, 402791.94,6449226.27, 6
22, 402938.66,6449885.14, 6
23, 400879.49,6453540.85, 5
23, 401056.14,6454290.60, 5
24, 403391.21,6449947.19,10
24, 403350.01,6451133.45,10
25, 400569.40,6451074.15,10
25, 400612.91,6451856.58,10
26, 399282.45,6443623.70, 5
26, 399757.36,6444859.79, 5
27, 402243.14,6445527.45, 4
27, 402352.12,6447057.48, 4
28, 398203.62,6445568.42, 4
28, 398426.06,6446284.84, 4
29, 404423.16,6454205.19,10
29, 404207.83,6454822.06,10
30, 399888.23,6450455.65, 4
30, 399709.19,6451993.99, 4
31, 403896.44,6442050.23, 2
31, 403796.50,6442588.00, 2
32, 402225.94,6444255.71, 7
32, 402054.00,6445058.15, 7
33, 400282.04,6444083.67, 3
33, 400269.79,6444586.23, 3
34, 402470.53,6454840.23, 3
34, 402160.09,6455651.72, 3
35, 401583.28,6456168.19, 9
35, 401882.29,6457213.62, 9
36, 400484.22,6450728.48, 7
36, 400716.14,6451617.88, 7
37, 402849.23,6450586.74, 6
37, 402847.26,6451222.11, 6
38, 400747.31,6455805.85, 3
38, 400565.62,6456505.17, 3
39, 399199.37,6440046.87, 1
39, 399077.48,6440954.65, 1
40, 400418.32,6440368.79, 1
40, 400373.82,6440998.97, 1
