# FaultID,X,Y,Top Coal Seam
 1, 402259.28,6448886.15, 4
 1, 402363.22,6449658.73, 4
 2, 402197.57,6452780.00,10
 2, 402414.21,6453371.46,10
 3, 399325.80,6441910.74, 8
 3, 399378.04,6442574.99, 8
 4, 398133.18,6443689.97, 2
 4, 398274.64,6444241.14, 2
 5, 404478.22,6446649.65, 1
 5, 404095.04,6448175.71, 1
 6, 398796.41,6442038.70, 6
 6, 398610.18,6442938.87, 6
 7, 402217.32,6439814.68, 5
 7, 402337.60,6440525.53, 5
 8, 400631.10,6444564.91,10
 8, 400493.06,6445938.66,10
 9, 404194.50,6455979.42, 2
 9, 404383.46,6456542.65, 2
10, 399572.08,6437416.62, 9
10, 399908.90,6438946.48, 9
11, 403179.00,6455672.72, 3
11, 403353.14,6456244.64, 3
12, 400077.65,6445943.89, 1
12, 399903.73,6446678.81, 1
13, 401936.29,6455655.51,10
13, 402018.50,6456770.24,10
14, 398849.51,6451200.54, 1
14, 398989.56,6451810.39, 1
15, 402663.85,6445863.97,10
15, 402485.55,6446788.90,10
16, 397644.56,6447572.15, 7
16, 398043.29,6448731.40, 7
17, 404134.88,6443809.15, 9
17, 404375.35,6444487.36, 9
18, 403202.10,6454740.13, 4
18, 402981.82,6455698.39, 4
19, 404211.00,6456161.74, 8
19, 404404.29,6457413.07, 8
20, 397785.71,6449993.01, 4
20, 397938.97,6450524.56, 4
21, 399473.26,6452603.23, 3
21, 399567.26,6453356.54, 3
22, 398610.38,6441484.19, 3
22, 398649.07,6442107.78, 3
23, 401102.74,6453237.80, 6
23, 400961.80,6453719.38, 6
24, 401245.57,6444472.67,10
24, 401224.06,6445045.05,10
25, 399759.43,6455804.03, 1
25, 399685.63,6457398.18, 1
26, 397426.72,6450277.03, 4
26, 397627.85,6450790.56, 4
27, 404169.46,6455944.81, 3
27, 404194.51,6456580.49, 3
28, 402953.54,6450728.33, 1
28, 402707.31,6451490.05, 1
29, 398983.51,6442983.02,10
29, 399167.30,6444009.35,10
30, 398057.43,6445483.73, 4
30, 397776.42,6446170.08, 4
31, 403732.54,6439527.07, 4
31, 403793.84,6440144.19, 4
32, 401150.96,6450190.62, 9
32, 401167.29,6450787.33, 9
33, 400033.75,6447118.73, 3
33, 399891.10,6447929.93, 3
34, 404157.15,6457054.21,10
34, 404368.52,6457618.88,10
35, 401939.73,6442899.92, 2
35, 402202.82,6443549.34, 2
36, 400212.40,6450686.94, 1
36, 400286.19,6451184.39, 1
37, 402588.86,6455646.35, 1
37, 402535.54,6456269.11, 1
38, 403845.42,6442511.79, 7
38, 404040.50,6443150.65, 7
39, 401679.39,6456950.84, 5
39, 401723.58,6457587.47, 5
40, 400203.11,6446342.66,10
40, 400217.03,6447136.07,10
