# FaultID,X,Y,Top Coal Seam
 1, 402831.00,6446327.25, 5
 1, 402927.07,6447158.47, 5
 2, 399374.32,6444572.97, 4
 2, 399240.48,6445116.01, 4
 3, 399230.58,6438385.97,10
 3, 399491.95,6439371.80,10
 4, 398320.87,6451363.68, 4
 4, 398469.24,6452037.85, 4
 5, 400577.29,6441081.51, 3
 5, 400882.64,6442484.01, 3
 6, 399447.60,6443492.04, 6
 6, 399527.96,6444143.61, 6
 7, 402437.80,6441085.96, 9
 7, 402569.63,6441984.58, 9
 8, 397453.33,6448525.24, 1
 8, 397345.28,6449385.53, 1
 9, 404012.36,6445755.59, 5
 9, 404274.78,6446534.57, 5
10, 401552.87,6453293.10, 1
10, 401424.70,6454028.21, 1
11, 401401.48,6454622.70, 5
11, 401289.39,6455173.74, 5
12, 399463.76,6453650.27, 5
12, 399437.18,6454178.05, 5
13, 398169.44,6440613.61, 8
13, 398440.48,6441529.08, 8
14, 402600.77,6447588.35, 1
14, 402797.04,6448378.66, 1
15, 397763.74,6444489.92, 8
15, 397648.86,6445116.49, 8
16, 400415.85,6444789.03, 6
16, 400600.72,6445306.51, 6
17, 399589.51,6442873.38, 6
17, 399837.05,6443673.69, 6
18, 403011.26,6455726.61, 9
18, 402915.45,6456374.21, 9
19, 404089.39,6454366.08, 1
19, 404291.07,6455074.01, 1
20, 397975.71,6442646.20, 3
20, 397832.73,6443247.27, 3
21, 403269.12,6455582.98, 3
21, 403489.96,6457102.55, 3
22, 399123.94,6449683.09, 5
22, 398992.32,6450826.54, 5
23, 401195.53,6446227.85, 2
23, 400970.63,6447159.17, 2
24, 403737.99,6439659.65, 7
24, 403703.99,6440168.86, 7
25, 399875.75,6454412.86, 4
25, 399851.91,6455025.14, 4
26, 400701.24,6455885.49, 1
26, 400457.58,6456629.74, 1
27, 402491.57,6450497.48, 9
27, 402479.10,6451079.59, 9
28, 401526.73,6445740.04, 8
28, 401358.59,6446960.69, 8
29, 400895.08,6449908.91, 4
29, 400749.56,6450469.24, 4
30, 400203.77,6441881.91, 6
30, 400448.09,6442798.31, 6
31, 402760.63,6437264.88,10
31, 402770.39,6437786.29,10
32, 398466.39,6447167.20, 4
32, 398623.68,6447937.93, 4
33, 402371.99,6443375.96, 5
33, 402475.94,6443922.32, 5
34, 399660.70,6445378.03, 2
34, 399900.19,6446173.46, 2
35, 398922.10,6450425.39, 6
35, 398880.91,6451338.82, 6
36, 402609.21,6456281.11, 4
36, 402908.42,6457101.51, 4
37, 399984.85,6451989.99, 7
37, 400121.56,6452600.91, 7
38, 400043.42,6446214.21, 8
38, 399922.41,6446740.63, 8
39, 400622.96,6446295.08, 6
39, 400711.40,6446844.04, 6
40, 400821.07,6441691.19, 8
40, 400927.53,6442654.43, 8
