# FaultID,X,Y,Top Coal Seam
 1, 400117.64,6446596.60, 8
 1, 400155.00,6447447.13, 8
 2, 400696.83,6445455.18, 5
 2, 400825.13,6446017.11, 5
 3, 399240.15,6448102.35, 9
 3, 399516.17,6448949.50, 9
 4, 402899.59,6453189.31,10
 4, 403125.26,6454422.45,10
 5, 401940.67,6442296.77,10
 5, 402007.65,6443096.25,10
 6, 403981.50,6441285.68, 1
 6, 404160.04,6442101.35, 1
 7, 400280.34,6438678.65, 8
 7, 400191.35,6439798.86, 8
 8, 400869.32,6454809.37, 9
 8, 400563.54,6456091.71, 9
 9, 400217.70,6440618.88, 9
 9, 400129.71,6441543.09, 9
10, 399783.79,6450965.32, 6
10, 399816.29,6451528.42, 6
11, 397832.82,6446400.24, 2
11, 397424.07,6447654.89, 2
12, 399687.11,6453354.16, 8
12, 399483.59,6454102.78, 8
13, 400122.61,6445653.51, 5
13, 399956.56,6446151.31, 5
14, 403271.67,6438872.29, 2
14, 403642.89,6440041.09, 2
15, 398380.31,6448812.94, 7
15, 398888.51,6450323.39, 7
16, 400429.66,6450719.57,10
16, 400264.69,6451389.17,10
17, 398306.79,6442219.20, 8
17, 398103.41,6443091.73, 8
18, 404423.66,6445042.23, 9
18, 404276.38,6445557.98, 9
19, 399889.56,6449193.92, 3
19, 400063.80,6450354.07, 3
20, 399943.16,6437684.75, 5
20, 399796.13,6438642.89, 5
21, 403376.85,6439508.32, 2
21, 403429.14,6440385.38, 2
22, 400837.34,6452631.95, 8
22, 400667.06,6453575.03, 8
23, 400904.64,6448693.49, 7
23, 400874.69,6449967.32, 7
24, 401763.56,6439561.01, 8
24, 401855.37,6440329.11, 8
25, 400055.72,6455895.76, 1
25, 399761.24,6456815.57, 1
26, 399161.97,6451134.04, 6
26, 398994.35,6452134.57, 6
27, 399354.77,6442347.47, 9
27, 399471.52,6442978.00, 9
28, 401471.51,6455142.79, 6
28, 401262.47,6455849.33, 6
29, 399412.16,6447257.31, 2
29, 399176.00,6448403.67, 2
30, 400576.13,6455165.97, 2
30, 400473.17,6455681.92, 2
31, 399544.13,6442003.66, 4
31, 399538.06,6442784.34, 4
32, 400585.99,6451368.07, 7
32, 400893.96,6452300.36, 7
33, 400142.98,6450435.24, 2
33, 400076.03,6451065.83, 2
34, 399869.16,6448439.02, 5
34, 399699.55,6449019.89, 5
35, 403970.91,6443438.76, 8
35, 404017.76,6444219.53, 8
36, 402311.44,6447290.16, 4
36, 402442.81,6448007.10, 4
37, 404301.93,6443189.06, 8
37, 404315.41,6443689.09, 8
38, 400124.06,6454659.86, 2
38, 399842.91,6455600.16, 2
39, 397999.10,6441253.51, 3
39, 398188.98,6442402.93, 3
40, 399051.48,6441196.89, 2
40, 398961.54,6442551.46, 2
