# FaultID,X,Y,Top Coal Seam
 1, 402746.45,6437819.76, 1
 1, 402838.93,6438635.88, 1
 2, 401422.11,6453650.55, 2
 2, 401479.66,6454802.72, 2
 3, 398953.96,6442391.30, 4
 3, 398757.80,6443062.69, 4
 4, 403500.50,6441297.40, 6
 4, 403719.92,6441910.22, 6
 5, 402942.45,6438375.27, 4
 5, 403163.87,6439233.63, 4
 6, 402408.32,6454446.74, 3
 6, 402319.04,6455047.39, 3
 7, 403395.86,6439682.09, 2
 7, 403261.22,6440421.18, 2
 8, 401946.18,6450563.08, 9
 8, 402121.39,6451503.73, 9
 9, 399954.92,6444982.50, 5
 9, 400019.61,6445658.70, 5
10, 401631.67,6455761.98, 7
10, 401814.00,6456364.11, 7
11, 399412.29,6451371.42, 7
11, 399450.54,6451887.81, 7
12, 398816.57,6440064.12, 8
12, 398747.09,6440867.03, 8
13, 402570.08,6447022.03, 3
13, 402769.73,6447873.60, 3
14, 401430.26,6456700.92, 3
14, 401377.20,6457381.56, 3
15, 399600.28,6442523.23, 9
15, 399773.30,6443082.46, 9
16, 399747.42,6441613.70, 3
16, 399894.90,6442459.44, 3
17, 401564.10,6437312.28, 3
17, 401568.38,6438068.40, 3
18, 398684.95,6442068.65, 2
18, 398402.91,6442799.62, 2
19, 398296.84,6440549.18, 8
19, 398068.76,6441370.83, 8
20, 404401.84,6449389.98, 8
20, 404020.80,6450558.47, 8
21, 402471.03,6442686.43, 3
21, 402648.88,6443828.29, 3
22, 404217.09,6456356.20, 3
22, 404264.86,6456905.11, 3
23, 401076.82,6446725.50,10
23, 401040.80,6447553.71,10
24, 402490.73,6445109.21, 3
24, 402332.03,6445675.90, 3
25, 402006.73,6446184.19, 7
25, 401936.30,6447147.06, 7
26, 401252.92,6451774.29, 5
26, 401235.54,6452293.02, 5
27, 402164.98,6447020.44,10
27, 402015.56,6447913.53,10
28, 399389.92,6449198.10, 6
28, 398994.39,6450175.38, 6
29, 399362.24,6451306.65, 3
29, 399172.00,6452214.70, 3
30, 401997.11,6440052.94, 7
30, 401684.88,6440815.84, 7
31, 402604.23,6451743.55, 4
31, 402609.07,6452470.01, 4
32, 404117.68,6456016.65, 2
32, 404053.84,6457038.70, 2
33, 398374.25,6442482.71, 3
33, 398176.79,6443204.08, 3
34, 399221.29,6441684.90, 1
34, 398975.69,6442312.64, 1
35, 402278.84,6454489.68, 4
35, 402439.01,6455293.32, 4
36, 400716.26,6441167.66, 4
36, 400957.07,6442167.66, 4
37, 398295.40,6451280.09,10
37, 398463.40,6451803.69,10
38, 401766.15,6438919.55, 7
38, 401882.46,6439437.29, 7
39, 399090.05,6446757.18, 3
39, 398973.51,6447648.21, 3
40, 403474.42,6443473.98, 8
40, 403642.14,6444390.97, 8
