# FaultID,X,Y,Top Coal Seam
 1, 400962.47,6455734.69, 3
 1, 400763.50,6456551.24, 3
 2, 400579.94,6446530.74, 5
 2, 400590.04,6447768.27, 5
 3, 400410.59,6456348.53, 7
 3, 400706.80,6457153.94, 7
 4, 402667.20,6456558.35, 5
 4, 402798.06,6457641.34, 5
 5, 399197.79,6445160.88, 2
 5, 399266.84,6446083.21, 2
 6, 403307.23,6456317.01, 4
 6, 403253.74,6456844.05, 4
 7, 403306.92,6447884.07, 1
 7, 403047.62,6449110.70, 1
 8, 402030.98,6456012.19, 9
 8, 401879.23,6456572.60, 9
 9, 401653.86,6456968.62, 3
 9, 402031.55,6457943.70, 3
10, 400927.32,6439096.67, 5
10, 400711.41,6440035.18, 5
11, 400895.64,6450338.76, 7
11, 400947.52,6450863.29, 7
12, 401906.83,6443606.51, 7
12, 402063.35,6444085.52, 7
13, 401500.61,6446702.13, 1
13, 401551.12,6447665.45, 1
14, 402787.62,6454042.78, 7
14, 402627.26,6454539.53, 7
15, 398754.82,6447306.20, 7
15, 398953.74,6448094.64, 7
16, 401009.13,6445205.78,10
16, 400846.47,6445979.04,10
17, 404384.88,6453900.86, 7
17, 404502.09,6455299.30, 7
18, 398611.73,6437487.12, 4
18, 398383.96,6438636.80, 4
19, 400138.14,6452218.71, 2
19, 400253.04,6452793.34, 2
20, 399527.51,6449444.09, 6
20, 399615.44,6450044.49, 6
21, 404346.86,6445852.96, 7
21, 404508.39,6446501.15, 7
22, 399596.45,6438788.48,10
22, 399374.72,6439371.82,10
23, 398809.91,6439796.83, 1
23, 399064.78,6440778.37, 1
24, 401739.68,6440702.05, 4
24, 402017.36,6441429.56, 4
25, 401590.08,6455747.87, 3
25, 401523.53,6456414.38, 3
26, 399706.25,6442585.48, 7
26, 399662.29,6443454.87, 7
27, 401771.66,6448684.80, 9
27, 401467.89,6449547.20, 9
28, 400458.17,6440494.92, 3
28, 400348.86,6441583.17, 3
29, 402971.03,6454394.93, 3
29, 403157.77,6455241.46, 3
30, 400160.85,6456467.72, 3
30, 400280.59,6457071.95, 3
31, 403821.47,6441921.85, 7
31, 404006.28,6442430.13, 7
32, 400117.33,6449856.37, 6
32, 399831.70,6450554.39, 6
33, 400271.44,6440375.93,10
33, 400302.41,6442068.12,10
34, 398926.84,6440035.13, 9
34, 398854.03,6440772.36, 9
35, 401576.73,6453716.26, 1
35, 401637.57,6454808.80, 1
36, 400376.17,6456433.28, 4
36, 400510.55,6457050.32, 4
37, 401764.18,6448521.17, 7
37, 402135.41,6449573.82, 7
38, 399850.35,6448949.98, 9
38, 400059.40,6449640.86, 9
39, 403352.70,6455441.80, 4
39, 403453.16,6456032.41, 4
40, 397868.73,6445961.36, 9
40, 397725.50,6446577.00, 9
