# FaultID,X,Y,Top Coal Seam
 1, 401116.13,6446499.06, 1
 1, 401017.36,6447031.89, 1
 2, 403904.80,6447594.35, 1
 2, 404050.85,6448441.48, 1
 3, 404148.18,6443020.44, 4
 3, 403729.69,6444063.47, 4
 4, 400249.21,6455343.59, 4
 4, 400469.51,6455993.58, 4
 5, 399631.85,6454725.43, 9
 5, 400052.40,6456007.08, 9
 6, 398967.70,6443608.70, 5
 6, 398829.21,6444107.56, 5
 7, 397503.32,6446874.80, 1
 7, 397290.96,6447493.23, 1
 8, 398589.76,6439991.05, 6
 8, 398941.29,6441212.61, 6
 9, 398221.52,6450524.00, 8
 9, 398223.56,6451266.41, 8
10, 402861.22,6452577.74, 2
10, 403276.48,6453611.86, 2
11, 400576.26,6439813.78, 6
11, 400354.50,6441003.32, 6
12, 400963.38,6454051.26,10
12, 401006.85,6454589.93,10
13, 399360.10,6445495.07, 3
13, 399712.22,6446410.37, 3
14, 399443.68,6441986.99, 7
14, 399587.94,6443304.96, 7
15, 397415.25,6449905.70, 9
15, 397693.98,6450980.39, 9
16, 399828.86,6441587.88, 6
16, 400278.88,6443256.61, 6
17, 404552.44,6448926.31, 5
17, 404181.36,6450113.05, 5
18, 401837.08,6454575.69, 4
18, 401404.96,6456198.80, 4
19, 403401.41,6437711.95, 5
19, 403333.59,6439114.50, 5
20, 399204.12,6447545.17, 8
20, 399471.55,6448727.80, 8
21, 397651.65,6446480.94, 8
21, 397621.91,6446986.64, 8
22, 400243.23,6452718.84, 3
22, 400462.57,6453383.76, 3
23, 402280.91,6455427.50, 8
23, 402286.43,6456040.22, 8
24, 399471.42,6441892.24, 6
24, 399828.79,6443452.30, 6
25, 399767.13,6448511.46, 4
25, 399796.55,6449025.01, 4
26, 403800.56,6446035.29, 4
26, 403871.12,6446682.00, 4
27, 399990.03,6440286.67, 3
27, 400262.50,6441134.84, 3
28, 398603.00,6440678.67, 3
28, 398427.45,6441766.80, 3
29, 400189.49,6444188.22, 6
29, 399858.62,6445618.79, 6
30, 398417.35,6446621.56, 6
30, 398140.95,6447405.01, 6
31, 397761.08,6445862.27, 3
31, 397899.43,6446647.18, 3
32, 403058.63,6457193.26, 8
32, 403126.68,6457827.49, 8
33, 402021.66,6452085.14, 5
33, 401962.10,6453203.97, 5
34, 400158.88,6445389.42, 5
34, 399991.94,6446088.26, 5
35, 398164.14,6445024.05, 5
35, 398142.58,6445933.44, 5
36, 401933.58,6455775.62, 4
36, 402117.46,6456366.04, 4
37, 397644.96,6449643.04, 7
37, 397628.38,6450561.87, 7
38, 404058.40,6442596.33, 1
38, 404125.56,6443737.53, 1
39, 401541.71,6449493.89, 8
39, 401700.75,6450072.77, 8
40, 403482.28,6456423.28, 9
40, 403499.73,6457306.96, 9
