# FaultID,X,Y,Top Coal Seam
 1, 399694.84,6448934.54, 4
 1, 399897.97,6449440.17, 4
 2, 401111.16,6452346.35, 6
 2, 401090.19,6452990.41, 6
 3, 399292.85,6452338.45,10
 3, 399333.20,6453275.44,10
 4, 404129.04,6456561.98, 4
 4, 404164.16,6457118.61, 4
 5, 398897.74,6440192.43, 1
 5, 398792.24,6441344.41, 1
 6, 399842.66,6446111.09, 5
 6, 399448.35,6447092.76, 5
 7, 402316.78,6446857.58, 6
 7, 402486.45,6447329.21, 6
 8, 398272.78,6446693.40, 2
 8, 398482.25,6447412.55, 2
 9, 403192.24,6453438.66, 1
 9, 402756.42,6454543.41, 1
10, 402808.84,6453512.66, 3
10, 402657.65,6454227.66, 3
11, 398638.88,6439410.49, 4
11, 398494.02,6440088.83, 4
12, 402177.92,6446425.77, 3
12, 402003.16,6447393.62, 3
13, 404423.12,6452427.75, 6
13, 404163.93,6453654.91, 6
14, 398014.67,6443833.14, 3
14, 398163.92,6444475.44, 3
15, 401021.31,6453918.63, 8
15, 400973.77,6455013.29, 8
16, 401615.20,6450683.68,10
16, 401555.17,6451868.99,10
17, 403079.68,6455920.72, 3
17, 403213.30,6456460.78, 3
18, 398875.80,6450518.21, 5
18, 399318.93,6452019.75, 5
19, 402215.98,6441811.39, 5
19, 402208.67,6442589.99, 5
20, 402475.37,6453547.98, 1
20, 402499.42,6454059.66, 1
21, 399759.06,6439760.10, 1
21, 399673.47,6440618.23, 1
22, 402211.73,6445310.12, 7
22, 402550.95,6446136.68, 7
23, 402443.05,6445396.58, 7
23, 401993.92,6446494.89, 7
24, 398395.70,6439181.88, 4
24, 398685.90,6440044.18, 4
25, 401408.30,6446801.08, 7
25, 401463.43,6447545.79, 7
26, 403986.87,6442958.02,10
26, 404235.55,6443571.98,10
27, 399673.88,6442877.33, 7
27, 399113.53,6444277.09, 7
28, 402208.15,6451501.37, 8
28, 402215.05,6452130.38, 8
29, 398990.99,6445091.53, 3
29, 399127.02,6445909.04, 3
30, 398567.70,6448213.02, 2
30, 398435.04,6448760.85, 2
31, 402018.01,6456235.19, 4
31, 401789.85,6456936.68, 4
32, 402345.89,6447858.98, 7
32, 402341.54,6448463.65, 7
33, 398099.94,6448920.71, 8
33, 398188.69,6449851.25, 8
34, 398451.59,6440697.18, 1
34, 398629.51,6441198.25, 1
35, 403327.02,6441511.61, 9
35, 403302.40,6442209.93, 9
36, 401373.12,6454950.64, 7
36, 401640.46,6456275.94, 7
37, 404473.74,6456253.89, 6
37, 404327.98,6456906.93, 6
38, 402371.84,6445222.51, 8
38, 402571.30,6445845.90, 8
39, 404435.21,6448111.56, 8
39, 404307.42,6448841.37, 8
40, 400161.57,6444887.05, 9
40, 399974.08,6445951.97, 9
