# FaultID,X,Y,Top Coal Seam
 1, 398156.34,6449945.24, 6
 1, 398389.12,6450930.85, 6
 2, 399921.55,6440606.13, 2
 2, 400189.33,6441353.62, 2
 3, 402154.86,6455273.69, 5
 3, 401869.42,6456033.18, 5
 4, 402854.47,6444777.09, 6
 4, 402442.01,6446142.73, 6
 5, 398222.73,6445787.24, 3
 5, 398000.20,6447200.89, 3
 6, 401329.85,6446380.44, 1
 6, 401264.97,6446880.23, 1
 7, 400525.99,6456733.79, 8
 7, 400219.98,6457620.00, 8
 8, 403545.83,6443132.02,10
 8, 404027.54,6444438.85,10
 9, 400344.57,6446541.35, 1
 9, 400426.54,6447248.71, 1
10, 398840.75,6443320.05, 6
10, 398549.59,6444237.50, 6
11, 400196.03,6440230.00, 8
11, 400367.12,6440977.25, 8
12, 403662.59,6439698.66, 4
12, 404023.01,6440650.16, 4
13, 398756.30,6438876.56, 6
13, 398586.35,6439519.08, 6
14, 398700.40,6441701.03,10
14, 398745.38,6442425.94,10
15, 399284.21,6442130.68, 4
15, 399387.64,6442866.32, 4
16, 400182.40,6453585.92, 4
16, 399918.86,6454347.03, 4
17, 401359.53,6445294.49, 9
17, 401188.62,6445815.55, 9
18, 399146.98,6449669.24, 4
18, 399000.27,6450166.53, 4
19, 404391.08,6444748.37, 4
19, 404321.79,6445588.03, 4
20, 399687.41,6447872.40, 9
20, 399935.45,6448589.76, 9
21, 397580.44,6444867.54, 2
21, 397474.14,6445388.07, 2
22, 401464.69,6455726.00,10
22, 401587.57,6456726.32,10
23, 401310.99,6448539.57, 5
23, 401527.38,6449316.26, 5
24, 398604.08,6440048.35, 2
24, 398389.73,6440575.92, 2
25, 404268.77,6453973.47, 7
25, 404451.03,6454680.19, 7
26, 403376.66,6453590.06, 8
26, 403121.87,6454276.65, 8
27, 400706.60,6443884.40, 5
27, 400770.82,6444541.94, 5
28, 401910.75,6456098.02, 1
28, 401890.95,6456999.86, 1
29, 399421.12,6444207.67, 4
29, 399536.90,6444751.22, 4
30, 398075.67,6442076.44, 3
30, 397973.80,6442721.53, 3
31, 399519.74,6443541.87, 7
31, 399279.51,6444331.83, 7
32, 401701.51,6449001.11, 2
32, 401636.52,6449675.63, 2
33, 401459.86,6456237.79, 4
33, 401724.59,6456987.25, 4
34, 399025.69,6449664.80, 4
34, 399011.35,6450832.18, 4
35, 399439.90,6452362.21,10
35, 399381.18,6453062.35,10
36, 402806.12,6451003.98, 3
36, 403095.93,6451820.96, 3
37, 400753.63,6438725.57,10
37, 400879.11,6439213.50,10
38, 404340.13,6447526.90, 3
38, 404140.17,6448154.85, 3
39, 398123.36,6446930.04, 6
39, 398010.86,6447593.82, 6
40, 399271.57,6440828.68, 2
40, 399155.75,6441635.59, 2
