# FaultID,X,Y,Top Coal Seam
 1, 401033.20,6444110.41, 2
 1, 400794.36,6444844.71, 2
 2, 402194.90,6456851.93, 7
 2, 402529.65,6457807.27, 7
 3, 402578.66,6456973.60, 9
 3, 402393.14,6457460.57, 9
 4, 400445.48,6441625.80, 3
 4, 400221.62,6442235.65, 3
 5, 402136.87,6440115.74, 2
 5, 401875.45,6441505.98, 2
 6, 400423.72,6456696.82, 2
 6, 400740.18,6457771.12, 2
 7, 401028.50,6442951.23, 9
 7, 401219.48,6443501.79, 9
 8, 402606.62,6451935.87, 7
 8, 402568.39,6452540.68, 7
 9, 403669.94,6440990.41, 2
 9, 403547.86,6441760.97, 2
10, 399464.75,6447855.25, 2
10, 399359.95,6448806.48, 2
11, 404318.55,6453674.77, 1
11, 404482.39,6454683.64, 1
12, 404039.38,6442933.55, 4
12, 404024.05,6443705.68, 4
13, 399734.02,6441620.04, 3
13, 399342.18,6442655.04, 3
14, 398171.38,6443035.23, 6
14, 398032.17,6443596.07, 6
15, 402571.71,6448578.95, 2
15, 402453.05,6449157.62, 2
16, 399058.79,6445429.38, 5
16, 399146.32,6446154.43, 5
17, 401130.58,6444068.26, 9
17, 401537.06,6445254.65, 9
18, 402830.35,6449381.32, 4
18, 402947.17,6450044.82, 4
19, 400092.55,6452217.81, 7
19, 399963.96,6453114.92, 7
20, 400034.11,6452188.48, 6
20, 400051.76,6452950.63, 6
21, 400337.65,6449560.52, 6
21, 400465.44,6450390.21, 6
22, 400439.23,6442224.89, 6
22, 400390.05,6442886.95, 6
23, 402514.12,6453152.86, 4
23, 402699.09,6453765.93, 4
24, 398820.80,6439077.52, 4
24, 398667.31,6439635.56, 4
25, 404124.39,6446415.06, 9
25, 403972.04,6446905.43, 9
26, 400686.62,6447156.49, 5
26, 400787.23,6447778.59, 5
27, 398684.88,6448840.82, 7
27, 398688.63,6450155.42, 7
28, 402518.70,6443032.91, 5
28, 402627.63,6443746.88, 5
29, 402218.40,6453024.96, 7
29, 402217.20,6454193.30, 7
30, 401250.21,6449290.22, 7
30, 401060.49,6450075.19, 7
31, 399678.70,6451094.17, 6
31, 399321.80,6452606.38, 6
32, 399221.06,6448989.37,10
32, 399332.52,6449492.39,10
33, 398847.94,6449825.47, 3
33, 398902.16,6450866.14, 3
34, 402226.05,6452912.59, 5
34, 401971.12,6453661.59, 5
35, 401993.86,6452354.67, 6
35, 402001.38,6453255.68, 6
36, 399040.78,6441941.30, 3
36, 399107.09,6442885.16, 3
37, 399564.22,6443061.60, 3
37, 399621.65,6443916.32, 3
38, 401620.06,6440342.75, 5
38, 401828.76,6441242.27, 5
39, 400381.74,6452845.33, 9
39, 400892.60,6454130.61, 9
40, 398709.89,6448462.85, 2
40, 399102.01,6449880.72, 2
