# FaultID,X,Y,Top Coal Seam
 1, 400841.10,6455564.14,10
 1, 400638.31,6456136.67,10
 2, 398904.86,6438301.56, 4
 2, 398907.54,6438818.15, 4
 3, 404077.30,6441710.51, 2
 3, 404097.12,6442705.15, 2
 4, 400324.19,6453656.51, 8
 4, 400223.64,6454527.78, 8
 5, 401039.07,6445838.18, 2
 5, 400876.28,6446551.13, 2
 6, 400422.40,6450938.58, 6
 6, 400414.63,6451981.15, 6
 7, 403102.84,6455471.30, 7
 7, 403184.81,6456090.44, 7
 8, 397769.40,6442955.74, 5
 8, 397837.82,6444405.46, 5
 9, 399039.78,6441927.19, 9
 9, 399047.40,6443503.39, 9
10, 398317.58,6444174.84, 6
10, 398240.15,6445593.68, 6
11, 402536.53,6447736.37, 7
11, 402484.55,6448524.09, 7
12, 397789.60,6448546.76, 5
12, 397567.91,6449164.45, 5
13, 397485.85,6445166.83, 5
13, 397381.10,6445697.96, 5
14, 398221.17,6442759.58, 8
14, 398017.45,6443365.07, 8
15, 402159.46,6452154.99, 8
15, 401852.60,6453746.92, 8
16, 398591.69,6441008.79, 6
16, 398264.79,6441998.40, 6
17, 403756.99,6442457.48, 8
17, 403864.17,6443623.87, 8
18, 402679.35,6447140.80, 5
18, 402732.87,6448489.97, 5
19, 400895.31,6453476.34, 4
19, 401115.04,6455279.48, 4
20, 399344.21,6443187.56, 9
20, 399125.96,6443862.83, 9
21, 402927.78,6447111.38, 8
21, 403172.08,6448104.84, 8
22, 399411.48,6442459.58, 3
22, 399432.00,6443199.78, 3
23, 397741.75,6446365.75, 4
23, 397863.86,6446895.29, 4
24, 402881.90,6449531.63, 3
24, 402688.37,6450530.13, 3
25, 401653.07,6446799.19, 2
25, 401434.93,6447327.72, 2
26, 401415.73,6452183.48, 2
26, 401428.48,6452913.90, 2
27, 398366.22,6441126.07, 4
27, 398048.41,6442494.88, 4
28, 401620.85,6452757.17, 8
28, 401570.06,6453588.11, 8
29, 399195.26,6448275.42,10
29, 399446.73,6449239.40,10
30, 400212.43,6453250.89, 1
30, 400074.28,6454404.51, 1
31, 401006.25,6450480.82, 3
31, 401224.93,6451234.58, 3
32, 398307.66,6443997.03, 2
32, 398493.95,6445177.78, 2
33, 402050.94,6456598.42, 9
33, 401913.85,6457352.87, 9
34, 404461.99,6455117.76,10
34, 404304.56,6456630.74,10
35, 400634.68,6453304.17, 5
35, 401052.17,6454395.62, 5
36, 398486.83,6438930.75, 7
36, 398173.58,6439926.07, 7
37, 401403.51,6452492.39, 2
37, 401205.13,6453345.16, 2
38, 401553.74,6448175.61, 3
38, 401725.13,6448672.46, 3
39, 398270.58,6442535.78, 9
39, 398278.77,6443690.05, 9
40, 399424.56,6452941.21, 1
40, 399290.13,6453879.93, 1
