# FaultID,X,Y,Top Coal Seam
 1, 399783.05,6446417.93, 6
 1, 399446.51,6447415.90, 6
 2, 400352.87,6450949.86, 2
 2, 400501.85,6452017.68, 2
 3, 400601.37,6449580.29, 4
 3, 400532.88,6450121.17, 4
 4, 402765.44,6447264.47, 7
 4, 402719.34,6448230.60, 7
 5, 401064.52,6452341.93, 7
 5, 401412.08,6453516.49, 7
 6, 400303.03,6438458.60,10
 6, 400356.58,6439015.00,10
 7, 402538.24,6456741.24, 2
 7, 402794.60,6457566.67, 2
 8, 400457.29,6453816.61, 5
 8, 400110.33,6455200.20, 5
 9, 402073.40,6450420.74, 6
 9, 402439.05,6451549.83, 6
10, 399878.16,6447864.40, 7
10, 399436.39,6448948.05, 7
11, 402064.55,6438516.61, 5
11, 401937.37,6439654.11, 5
12, 404517.12,6456831.02, 8
12, 404342.41,6457678.77, 8
13, 401833.94,6452009.94, 4
13, 401645.70,6453002.03, 4
14, 401246.48,6446707.34, 7
14, 401117.55,6447714.26, 7
15, 399821.14,6453645.77, 6
15, 399859.61,6455117.93, 6
16, 399221.63,6446021.37, 5
16, 399438.26,6447295.88, 5
17, 403395.36,6439023.98, 5
17, 403399.85,6439529.18, 5
18, 400534.33,6456402.04, 2
18, 400499.90,6456951.72, 2
19, 399655.33,6444794.83, 7
19, 399407.46,6445409.76, 7
20, 402866.09,6457076.13, 3
20, 402843.26,6457653.68, 3
21, 402193.25,6453697.66, 9
21, 402428.22,6454977.61, 9
22, 398498.64,6439792.96, 7
22, 398625.19,6440912.45, 7
23, 402360.52,6441787.83, 7
23, 402463.39,6443261.74, 7
24, 399891.74,6443880.89, 8
24, 400103.63,6444460.24, 8
25, 399851.30,6446647.01, 2
25, 399621.32,6447319.38, 2
26, 397596.03,6445196.93, 3
26, 397679.20,6445770.31, 3
27, 397523.28,6445942.69, 5
27, 397722.20,6446775.70, 5
28, 398415.14,6441921.93, 6
28, 398407.72,6442447.31, 6
29, 402363.92,6451249.84, 6
29, 402129.69,6452208.39, 6
30, 399871.01,6440930.40, 6
30, 399768.98,6441578.95, 6
31, 401917.78,6453341.14, 1
31, 401569.06,6454525.41, 1
32, 397959.56,6442086.35,10
32, 398039.02,6442716.67,10
33, 400080.81,6456071.77, 3
33, 399835.52,6457067.87, 3
34, 399735.49,6452254.53, 1
34, 399350.75,6453214.78, 1
35, 402422.45,6440759.29,10
35, 402223.99,6441334.28,10
36, 402337.09,6455119.50, 3
36, 402592.49,6456033.79, 3
37, 397759.50,6447563.99, 1
37, 397961.75,6448240.75, 1
38, 398893.54,6446379.32, 9
38, 399033.95,6447670.84, 9
39, 404338.46,6455050.52, 9
39, 404291.97,6455747.61, 9
40, 403652.36,6445601.33, 5
40, 404008.01,6446737.04, 5
